Month,PHP_tiobe,PHP_wiki,PHP_gtrend,PHP_tiobe_label,PHP_wiki_label,PHP_gtrend_label
2019-05,0.4676923076923077,0.2683796410130317,0.4054054054054054,high,low,high
2019-06,0.4923076923076923,0.20813867715761,0.2702702702702703,high,low,low
2019-07,0.3692307692307692,0.3695598721416277,0.4324324324324324,low,high,high
2019-08,0.3415384615384615,0.3241947381362183,0.4054054054054054,low,high,high
2019-09,0.2738461538461539,0.4077944430784362,0.4054054054054054,low,high,high
2019-10,0.2892307692307692,0.4750430292598967,0.4324324324324324,low,high,high
2019-11,0.2307692307692307,0.3830833538234571,0.3783783783783784,low,high,high
2019-12,0.3323076923076922,0.2437914925006147,0.3243243243243243,low,low,high
2020-01,0.4430769230769231,0.3064912712072781,0.3513513513513513,high,high,high
2020-02,0.3230769230769231,0.2627243668551758,0.3783783783783784,low,low,high
2020-03,0.3230769230769231,0.3012048192771084,0.2702702702702703,low,high,low
2020-04,0.4307692307692308,0.2925989672977624,0.2162162162162162,high,low,low
2020-05,0.4676923076923077,0.1469141873616916,0.1621621621621621,high,low,low
2020-06,0.3969230769230769,0.2156380624538972,0.2162162162162162,high,low,low
2020-07,0.2861538461538461,0.2527661667076469,0.2432432432432432,low,low,low
2020-08,0.3907692307692308,0.1585935579050897,0.1621621621621621,high,low,low
2020-09,0.4676923076923077,0.2380132776001967,0.1351351351351351,high,low,low
2020-10,0.3446153846153846,0.7525202852225228,0.1351351351351351,low,high,low
2020-11,0.2523076923076923,0.4155397098598475,0.1351351351351351,low,high,low
2020-12,0.3538461538461538,0.3682075239734448,0.1081081081081081,low,high,low
2021-01,0.3138461538461538,0.2452667814113597,0.1081081081081081,low,low,low
2021-02,0.24,0.0902385050405704,0.1081081081081081,low,low,low
2021-03,0.3384615384615384,0.2488320629456601,0.1081081081081081,low,low,low
2021-04,0.2676923076923077,0.1400295057782149,0.1081081081081081,low,low,low
2021-05,0.2738461538461539,0.0247110892549791,0.054054054054054,low,low,low
2021-06,0.3815384615384615,0.1241701499877059,0.1081081081081081,high,low,low
2021-07,0.4953846153846154,0.2780919596754364,0.081081081081081,high,low,low
2021-08,0.3753846153846153,0.251413818539464,0.054054054054054,high,low,low
2021-09,0.2707692307692308,0.2827637078927956,0.054054054054054,low,low,low
2021-10,0.3476923076923077,0.2961642488320629,0.054054054054054,low,high,low
2021-11,0.2584615384615384,0.2338332923530858,0.081081081081081,low,low,low
2021-12,0.1630769230769231,0.1702729284484878,0.054054054054054,low,low,low
2022-01,0.1323076923076923,0.1428571428571428,0.2432432432432432,low,low,low
2022-02,0.2523076923076923,0.1182689943447258,0.2432432432432432,low,low,low
2022-03,0.2923076923076922,0.2067863289894271,0.2972972972972973,low,low,high
2022-04,0.2061538461538461,0.1265060240963855,0.2702702702702703,low,low,low
2022-05,0.1692307692307692,0.0431522006392918,0.1891891891891892,low,low,low
2022-06,0.0861538461538461,0.1290877796901893,0.3243243243243243,low,low,high
2022-07,0.0707692307692307,0.0891320383575116,0.2432432432432432,low,low,low
2022-08,0.12,0.0736415047946889,0.1891891891891892,low,low,low
2022-09,0.2184615384615384,0.1354806983034177,0.2162162162162162,low,low,low
2022-10,0.3292307692307692,0.5368822227686255,0.2702702702702703,low,high,low
2022-11,0.2215384615384615,0.5122940742562085,0.1891891891891892,low,high,low
2022-12,0.2,0.1884681583476764,0.1891891891891892,low,low,low
2023-01,0.1292307692307692,0.1223260388492746,0.1891891891891892,low,low,low
2023-02,0.0984615384615384,0.0585197934595524,0.1891891891891892,low,low,low
2023-03,0.1969230769230769,0.247110892549791,0.1621621621621621,low,low,low
2023-04,0.12,0.0118023112859601,0.054054054054054,low,low,low
2023-05,0.1907692307692308,0.0933120236046225,0.1081081081081081,low,low,low
2023-06,0.2369230769230769,0.12146545365134,0.1351351351351351,low,low,low
2023-07,0.1353846153846153,0.0601180231128596,0.1621621621621621,low,low,low
2023-08,0.0923076923076923,0.0250799114826653,0.1351351351351351,low,low,low
2023-09,0.1784615384615384,0.0417998524711089,0.081081081081081,low,low,low
2023-10,0.2861538461538461,0.0409392672731743,0.1081081081081081,low,low,low
2023-11,0.4092307692307692,0.0588886156872387,0.1081081081081081,high,low,low
2023-12,0.3199999999999999,0.049176297024834,0.081081081081081,low,low,low
2024-01,0.2523076923076923,0.1664617654290631,0.1081081081081081,low,low,low
2024-02,0.1661538461538461,0.0398328005901155,0.1081081081081081,low,low,low
2024-03,0.1076923076923077,0.1512171133513646,0.1081081081081081,low,low,low
2024-04,0.0369230769230769,0.0901155642980083,0.0,low,low,low
2024-05,0.0,0.1812146545365134,0.1081081081081081,low,low,low
2024-06,0.0769230769230769,0.1496188836980575,0.1081081081081081,low,low,low
2024-07,0.0553846153846153,0.1598229653307106,0.1351351351351351,low,low,low
2024-08,0.1507692307692307,0.0317187115810179,0.081081081081081,low,low,low
2024-09,0.1507692307692307,0.0393410376198672,0.054054054054054,low,low,low
2024-10,0.0738461538461538,0.0,0.054054054054054,low,low,low
