Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
Associate/D3 Degree Fresh graduates on IT/Programmer,PT Accenture,"Semarang, Central Java",None,Full time,"Planning, monitoring, and managing all development tasks.
Create development standards and checklists.
Liase with functional team and business users to define development requirements.
Developing technical specifications for SAP custom report / interface / enhancement / form to solve complex business problems based on end-user functional requirements.
Developing programs that conform to the functional and technical specification.
Planning and executing unit testing, string testing, and integration testing.
Support all levels of testing, problem solving and bug fixing.
Performance tuning of programs.
 Qualifications:
Open for fresh graduates
Associate/D3 degree in Information Technology, Computer Science, Information System or relevant field.
Based in Semarang or willing to relocate to Semarang.
Good understanding and customization of SAP business processes in Sales, Service, and Financials.
Good Knowledge on SAP Tables, Fields, Domains and on creating Search Helps.
Good English communication skills.",None
IT Developer,Yayasan Syiar Bangsa,"Tangerang Regency, Banten",None,Full time,"Qualifications:
Usia 27 - 30 tahun
Pengalaman kerja minimal 3 tahun 
Menguasai programming PHP/Javascript dan Menguasai Framework JQuery, Bootstrap, Laravel dan ReactJS / VueJS.
Memahami database menggunakan MySql/MongoDB, termasuk perencanaan dan pengembangan struktur database relasional.
Memahami konsep RESTful API
Familiar dengan versioning control (Gitlab / GitHub)
Berpengalaman menggunakan Layanan Cloud (VPS/Domain Hosting)
 Job Descriptions:
Mengembangkan aplikasi baru atau yang sudah ada
Mendesain & mengembangkan solusi yang mudah digunakan (baik di back-end maupun front-end)
Mengembangkan API web dan mendesain model data
Mengoperasikan, memelihara, dan meningkatkan aplikasi/produk yang ada
Berkolaborasi dengan tim dalam membangun dan meningkatkan aplikasi
Melakukan analisis perangkat lunak, pemrograman, pengujian, dan debugging",None
IT DEVELOPER,PT Bumi Arta Sedayu,"East Bekasi, West Java",None,Full time,"Pendidikan min. S1 atau setara, jurusan Teknik Informatika / Ilmu Komputer / Sistem Informasi 
Berpengalaman 2 tahun
Menguasai kemampuan: .Net Core 5, MVC, Bootstrap, Javascript, JQuery (sejenis), MySQL, Microsoft SQL Server, API
Memiliki kemampuan analisa
Mampu bekerja secara individu maupun dalam tim
Penempatan Bekasi Timur",None
Smart Factory IT,PT. FASHION STITCH JOSHUA (Kuningan),"Kuningan, West Java",None,Contract/Temp,"About us
PT. Fashion Stitch Joshua is a company operating in the apparel/garment industry. This company was founded in 2022 and located in Cidahu, Kuningan, West Java.
Qualifications & experience
Experiences with web-based ERP Systems
Degree in Computer Science or Related Fields
Experience in the Garment Manufacturing Process
Proficiency in English
Tasks & responsibilities
Manage Smart Factory Systems on-site at the subsidiary
Analyze Issuses that arise in the field
Address simple issues directly
Report complex or critical issues to the Korean Headquarters, coordinate developer resources, and adjust schedules accordingly",None
IT Manager,PT Sri Tanaya Megatama,"Semarang, Central Java",None,Full time,"Kualifikasi :
 S-1 di Teknologi Informasi/Ilmu Komputer/Sistim Informasi/ Teknik Komputer, atau bidang terkait
 Pengalaman di posisi yang sama minimal 5 tahun
Pengalaman dalam mengelola infrastruktur IT, termasuk jaringan, sistem server, database, dan keamanan siber.
Memiliki pengetahuan mendalam tentang infrastruktur jaringan, termasuk konfigurasi dan pemeliharaan                  LAN/WAN, sistem keamanan jaringan, serta protokol keamanan seperti firewall dan VPN.
Memiliki keterampilan dalam pengelolaan server, cloud computing, dan sistem penyimpanan (on-premise              maupun cloud-based seperti AWS, Microsoft Azure, atau Google Cloud).
Memiliki pemahaman tentang keamanan siber, termasuk protokol keamanan, enkripsi, perlindungan data, dan        pemulihan bencana (disaster recovery).
Memiliki keterampilan dalam pengembangan dan integrasi perangkat lunak, memahami database management    systems (DBMS) seperti SQL Server, MySQL, atau Oracle.
Familiar dengan tools kolaborasi modern seperti Jira, Confluence, atau Microsoft Teams, serta tools manajemen    proyek seperti Asana, Trello, atau Microsoft Project.
Menguasai Python, Java script, C++, PHP, Java, C Sharp, Ruby, Swift, Golang, Koltin, laravel, haskell, lisp, Erland,  F#, Perl, Shell, bash, Zzh, Lua, Smalltalk, Objective-C, R, SAS, Matlab, Solidity, Rust, ostgreSQL, SQLite,                   MongoDB, Cassandra, Redis, CouchDB, Neo4j, ynamoDB, Google Spanner, CockroachDB, VoltDB,  InfluxDB,     Prometheus, TimescaleDB,Apache HBase, Google Bigtable, ClickHouse, Neptune, ArangoDB, db4o, OrientDB
Memiliki kemampuan memimpin tim IT dengan efektif, Keterampilan komunikasi yang baik untuk berinteraksi        dengan tim lintas departemen dan manajemen eksekutif, termasuk kemampuan menjelaskan konsep teknis        kepada audiens non-teknis.",None
IT Project Manager (Hardware & Software),PT Valortek Ratanika Utama,Jakarta,Rp 15.000.000 – Rp 21.000.000 per month,Full time,"Job Description:
Create project plan, framework and delivering projects on time, on quality and on budget.
Monitoring and managing all resources in projects to ensure the projects delivered.
Give new idea to improve image, quality and performance of the products/services of the company in order to improve customer satisfaction.
Follow project management procedure and checklist guideline.
Maintain project scope and change request.
Communicate with customer about how our solution that currently designed will support in achieve the project’s goals.
 Qualification:
Preference will be given to those with experience in the government sector.
Preference will be given to those who already have a PMP, Python, Linux Certificate.
Experience in handling cybersecurity, intelligent systems, and surveillance system projects will be a plus.
Minimum Bachelor degree in any major and preferable from Information Technology.
Maximum age of 35 years old is preferable.
Have minimum 3 years experiences as IT Project Manager.
Having experiences as software developer or system analyst is very strong advantage.
Strong in end to end Project Management.
Understanding Software Development Life Cycle (SDLC) is mandatory.
Able to conduct planning, developing and implementing projects.
Commitment with integrity, problem solving, analytical and leadership.",None
IT Developer,PT Ameliore Solusi Analitika,Jakarta,None,Contract/Temp,"About us
PT. Ameliore Solusi Analitika (ASA) is an IT consulting company established in 2012. The company aims to provide a better development approach for building or improving IT systems. We have extensive experience in IT consulting. ASA has successfully implemented effective and efficient IT solutions by a team of skilled consultants who can provide the right IT solutions and services, including IT strategic planning consulting, IT governance implementation, internal company system development, data warehouse, business intelligence solutions, and various other technology services.
Qualifications & experience
Bachelor’s degree in Computer Science, Information Technology, or a related field.
Proficiency in ERP software (e.g., SAP, Oracle) and development tools is preferred.
Strong programming skills in languages such as SQL, Java, C#, or Python.
Strong understanding in database management systems (e.g., MySQL, Oracle, SQL Server).
Knowledge of business processes and best practices related to ERP systems.
Familiarity with Windows and Linux operating systems.
Excellent problem-solving and analytical skills.
Strong communication and interpersonal skills.
Fresh Graduates who have a strong interest in ERP are welcome to apply.
Tasks & responsibilities
Develop, customize, and maintain ERP applications to meet business needs.
Integrate ERP solutions with other business applications and systems.
Conduct system testing and validation to ensure quality and performance.
Troubleshoot and resolve issues within the ERP system.
Provide complete, detailed and comprehensive work documentation.
Provide training and support to end-users as needed.
Benefits
Opportunities for professional development and career growth.
A collaborative and inclusive work environment.
Competitive salary.",None
IT Application Developer,PT Buana Finance Tbk,"South Jakarta, Jakarta",None,Full time,"Fungsi
Melakukan proyek perbaikan, pembaharuan dan/atau pengembangan baru aplikasi/sistem teknologi yang lebih memadai sesuai dengan kebutuhan User dan/atau Perusahaan.
 Tugas, dan Tanggung jawab:
Melakukan analisa kebutuhan User dan/atau Perusahaan atas perbaikan, pembaharuan dan/atau pengembangan aplikasi/sistem teknologi guna menunjang operasional bisnis Perusahaan.
Membuat desain dan membangun aplikasi/sistem sesuai dengan kesepakatan analisa kebutuhan dari User dan/atau Perusahaan.
Melakukan uji coba aplikasi/sistem sebelum dilakukan implementasi aplikasi/system.
Melakukan implementasi dan sosialisasi user guide untuk pemakaian aplikasi/sistem kepada User.
Mengajukan usulan proyek pembaharuan dan pengembangan sistem teknologi yang diajukan dan dianggarkan pada awal tahun.
Spesifikasi:
S1 Fakultas Ilmu Komputer, dengan IPK 3.00
Pengalaman Minimal 2 tahun
Penguasaan konsep Relational Database Management System
Menguasai dan memahami konsep web application, MVC, API
Memahami pembuatan dan penggunaan konsep REST API
Menguasai Bahasa C#, VB. NET, PHP/Ms. SQL ( is must)
Memahami Bahasa Android/java ( nilai tambah)
Kemampuan kemandirian dalam melakukan pekerjaannya
Kemampuan berkoordinasi dan bersosialisasi
Penempatan : Jakarta - HO
  ",None
Application Developer,PT Multipolar Technology Tbk,"Tangerang, Banten",None,Full time,"Job Description:
Analyses and design software’s requirement and specification.
Develop, test and evaluate new/existing system
To produce system application which can accommodate customer’s requirement in the medium scale project.
Requirements:
Minimum S1 Degree from Informatics Engineering, Computer Science or any related discipline.
Fresh graduate are welcome with minimum GPA 3.00 from reputable university.
Possessing skill in one or more of the following programming languages: Java, Javascript, Bahasa C, Python, C++, .Net, or AS RPG 400
Having knowledge in OS.(AIX, LINUX, Windows)
Have passion in application development.
Having good communication and team work player.
Able to work under pressure and tight deadline.
Excellent spoken and written English language skills.
Placement at Tangerang or South Jakarta",None
IT.NET,PT Hero Retail Nusantara,"South Tangerang, Banten",None,Full time,"Job Responsibilities:
• Setting up and maintaining .NET environments, including servers and databases
• Designing applications using programming languages compatible with the .NET framework
• Troubleshooting technical issues and ensuring optimal performance of .NET applications
• Working together to understand and resolve application problems
• Responding quickly to incidents and service requests
 Job Qualifications:
• Bachelor’s degree in Information Technology, Computer Science, or a related field (or equivalent experience)
• Prior experience in IT support or software development, particularly with .NET applications
• Proficiency in .NET framework and related technologies
• Experience with database management or familiarity with web services
• Experience working collaboratively with development and IT teams
• Strong analytical and troubleshooting abilities to address technical issues effectively",None
Java Developer Support,PT. Wide Technologies Indonesia,"South Jakarta, Jakarta",None,Full time,"We are seeking a knowledgeable Java Developer Support to monitor and maintain the efficiency of our software applications. In this role, your duties will include reporting to our senior software engineering team, collaborating with colleagues, and performing successful code migration. You will also be required to provide IT support to our clients.
To ensure success as an Java Developer Support, you should possess extensive experience in providing application support in a fast-paced environment. Top-Notch application support engineers distinguish themselves by being proactive in providing application support.
 Java Developer Support Responsibilities:
Coordinate with the client's application team to identify and mitigate any technical issues that may potentially impact the production and supporting environments
Managing code migration across environments to ensure continued and synchronized functionality.
Keeping a record of configuration changes and scheduling application updates.
Documenting processes and monitoring application performance metrics.
Ensuring that any production issue is logged, investigated and resolved to limit the chances of it happening again
Reports status, issues and risks to technical leads on a regular basis
 Java Developer Support Requirements:
A bachelor's degree in computer science, information technology, information systems, computer engineering, or similar.
3 years experience
Demonstrable experience as an application support engineer in a related field.
IT standards, procedures, policy Java (J2EE preferred) application development in a web environment.
Advanced knowledge of front-end and back-end programming languages, such as C++, Java, Javascript, Python, and Ruby.
Ability to manage code migration, document configuration changes, and monitor performance.
Exceptional ability to provide front-end support to internal departments and web-based clients.
Advanced proficiency in determining the causes of application errors and repairing them.
Database Access and SQL Skills
Additional work hours may at times be required
Exceptional communication skills. 
Willing to Work From Office.",None
IT Developer (Vue.js dan nuxt.js),PT PJPT Senopati,"Bekasi, West Java",None,Full time,"PT. PJPT Senopati , Saat ini membutuhkan :
Posisi: IT Developer 
Penempatan: Bekasi
Kualifikasi :
Minimal S1/ D3 Jurusan IT
Memiliki pengalaman 2 tahun atau lebih
Menguasai Vue.js dan nuxt.js
Bersedia ditempatkan di Bekasi
 Deskripsi Pekerjaan:
Mengembangkan arsitektur situs web front-end.
Mengembangkan aplikasi situs web back-end.
Membuat server dan database untuk fungsionalitas.
Memastikan optimasi lintas platform untuk web/desktop.
Memastikan responsivitas aplikasi.
Mengikuti perkembangan aplikasi web dan bahasa pemrograman.
Mengembangkan suatu sistem dan aplikasi
 ",None
IT Programmer,PT SCG Barito Logistics,"West Jakarta, Jakarta",None,Full time,"About us
PT SCG BARITO LOGISTICS is a joint venture company established in 2017 between SCGJWD LOGISTICS PUBLIC COMPANY LIMITED and PT BARITO INVESTA PRIMA (a subsidiary of PT Barito Pacific Tbk.) with the main objective to provide total logistical support solution and transportation services of product for purpose of serving all kinds of customers needs throughout Indonesia, combining the strengths of both SCG Group and Barito Pacific Group.
Qualifications & experience
Candidate must possess at least a Bachelor’s Degree in Information Technology, Computer Science or any related major.
Fresh Graduates are welcome to apply.
Web app development using PHP, JQuery, CSS, Bootstrap, etc.
Framework (MVC): Laravel.
Relational Database Management System (RDBMS) with Trigger, Stored Procedure, Function, using Ms. SQL Server.
Mobile App, RESTful API / REST API (Application Programming Interface), Integrated Development Environment (IDE) (Android Studio, etc).
Highly motivated, able to use initiative and learn new techniques quickly.
Good analytical and problem-solving skill.
Good personality, communication skill and teamwork.
Strong knowledge of Open Source Programming (OOP) concepts, data structures (RDBMS), and algorithms.
Tasks & responsibilities
Collaborate with the development team to define and provide input on the development process.
Collaborate with other departments to understand their needs and design ways to accommodate them with the software.
Develop and maintain existing systems and in house application.
Contribute to software specifications and designs and create documents describing them.
Design and develop applications with frameworks.
Benefits
Medical Insurance
Term Life Insurance
Meal Allowance
Miscellaneous allowance",None
Web Developer,PT Integra Putra Mandiri,"Central Jakarta, Jakarta",None,Full time,"Required Skills and Qualifications:
Bisa bekerja didalam team
Berpengalaman bersama dalam team untuk menyelesaikan keseluruhan team proses pengembangan sistem aplikasi dari awal perencanaan sampai selesai dideploy dan dipakai oleh pengguna
Berpengalaman dan mau melakukan unit testing
Bersedia beradaptasi dan mengadopsi teknologi baru yang dibutuhkan dalam penyelesaian proyek
Bersedia terlibat dalam proses penyusunan user manual
Bersedia terlibat dalam proses training penggunaan system aplikasi kepada pengguna
Preferred Qualifications:
Berpengalaman dengan Laravel, AngularJS, ReactJS, VueJS, JQuery
Mengetahui dalam membuat sistem aplikasi ; Pythin, Java, PHP, NodeJS, TypeScript, ASP, NET
Familiarity dengan consume WEB API
Berpengalaman dalam membuat sistem aplikasi yang memanfaatkan teknologi Javascript, HTML 5 dan CSS",None
IT Programmer,PT Ciptajaya Sejahtera Abadi,Jakarta,None,Contract/Temp,"As IT Programmer, you will be responsible for developing and maintaining IT systems that meet user requirements, as well as improving existing systems. Your main duties will include:
• Handling the IT system functional specifications, system development, installation, system integration, and system test implementation
• Working closely to IT Business Analyst to ensure the IT system development project is on time & meets users’ expectation
• Providing code documentation and other inputs of technical documents
 Requirements :
• Candidate must possess at least Bachelor's Degree in Information Technology, Information System, Computer Engineering or any related major
• Minimum 1 year of working experience in relevant field
• Required Skills: SQL Server, C#, VB.Net, ASP.net, ERP, PHP",None
IT Developer,PT Eka Mas Republik,"Central Jakarta, Jakarta",None,Full time,"Becoming a leading multimedia business in fiber broadband and interactive TV cable, MyRepublic a member of Sinar Mas, subsidiaries of PT Dian Swastatika Sentosa Tbk, currently is looking for potential candidates to be employed in several positions:
 Qualifications:
Min. Bachelor's Degree in IT/ Computer Engineering/ Computer Science/ Electrical Engineering
Good analytical thinking and goal oriented
Min. 2 years of working experience
 Positions:
Security Engineer (Experienced in Information Security, preferably in application and cloud security)
Data Engineer (Experienced in business intelligence and data visualization tools e.g. Grafana, Google Looker Studio)
DevOps Engineer (Well versed with CI/CD tools such as Jenkins or Gitlab, linux)
Lead Developer/ Programmer (Experienced in Java and leading a team)
Solution Engineer (Experienced in PHP)
IT Support
 If you are ready to take a new challenge and be involved in exciting workplace, please apply now and click on the “Apply” button. 
All confidentiality of submitted applicant data is the company's priority. Only shortlisted candidates will be notified. For further information about MyRepublic, please visit our website at: www.myrepublic.co.id
 ",None
IT Programmer - Head Office Jakarta,PT Priamanaya Group,"Central Jakarta, Jakarta",None,Full time,"Kualifikasi :
Pendidikan minimal D3/S1 Teknik Informatika
Usia minimal 25 tahun dan maksimal 40 tahun
Memiliki pengalaman minimal 2 tahun di bidang yang sama
Memahami HTML, PHP, SQL, Javascript, Phyton dengan baik
Memahami konsep jaringan 
Memiliki pengalaman Java Application Server
Memiliki pengalaman merancang & pengembangan SOAP & Restfull Services
Memiliki pengalaman dengan Java Apl Persistance
Tugas & Tanggung Jawab :
Melakukan pekerjaan di bagian IT Programmer
Merancang, mengembangkan, dan memelihara aplikasi berbasis web dan desktop menggunakan PHP, SQL, Javascript, dan Python sesuai dengan kebutuhan bisnis proses
Mengimplementasikan dan memelihara layanan berbasis SOAP dan RESTful untuk integrasi antar sistem
Mengintegrasikan aplikasi dengan sistem lain melalui Java, SOAP, dan RESTful services
Mengembangkan aplikasi menggunakan Java Application Server dan mengimplementasikan Java Application Persistence
Melakukan backup dan recovery basis data secara berkala
Menangani sistem dan support ke user ",None
"IT Developer, (Odoo Developer)",PT Multi Ide Luhur,"South Jakarta, Jakarta",None,Full time,"We are open position “IT Developer, (ERP Odoo Implementor)”
 QUALIFICATION:
 Bachelor Degree (Computer Science / Computer Engineering), with a minimum GPA of 3.00
Have 1 to 3 years experience in implementation Odoo
required skill(s) : Odoo functional and Odoo framework, Python, PostgreSQL, Odoo coding & customization capability
Have 2 Years working experiences as IT Developer / IT Application
Technical Expertise (Reporting, IT Application, System and Procedure, Accounting, Software Development)
Can work independently for one whole SDLC (one people handle one project)
Strong logical and innovative thinking, troubleshooting skills and diagnostic intuition, able to assess the business needs and reflect the value into the product design
   ",None
IT Back End Developer,PT Sukanda Djaya,"Bekasi, West Java",None,Full time,"Responsibilities
Mengembangkan, menguji dan memelihara sistem Backend dan API
Membuat dan memelihara dokumentasi teknis yang komperhensif untuk Kode, API dan arsitektur sistem
Memecahkan masalah dan memperbaiki bugs yang terkait dengan backend

Requirements
Pendidikan min S1 Sistem Informasi, Teknik Komputer, atau Teknik Informasi
Pengalaman min 3 tahun sebagai Backend Developer
Berpengalaman dalam membuat API
Berpengalaman dalam menggunakan Node JS dan GIT
Familiar dengan server AWS",None
"IT Developer, (Odoo Developer)",PT Multi Ide Luhur,"South Jakarta, Jakarta",None,Full time,"We are open position “IT Developer, (ERP Odoo Implementor)”
 QUALIFICATION:
 Bachelor Degree (Computer Science / Computer Engineering), with a minimum GPA of 3.00
Have 1 to 3 years experience in implementation Odoo
required skill(s) : Odoo functional and Odoo framework, Python, PostgreSQL, Odoo coding & customization capability
Have 2 Years working experiences as IT Developer / IT Application
Technical Expertise (Reporting, IT Application, System and Procedure, Accounting, Software Development)
Can work independently for one whole SDLC (one people handle one project)
Strong logical and innovative thinking, troubleshooting skills and diagnostic intuition, able to assess the business needs and reflect the value into the product design
   ",None
