Job Title,Company Name,Location,Salary,Job Type,Job Description
"Back-End Development Intern
- job post",Idea Imaji,Jakarta,None,Internship,"Back-End Development Intern are involved in managing the interchange of data between the server and the users. Your primary focus will be development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end.
Job Description:
1. Integration of user-facing elements developed by a front-end developers with server side logic
2. Building reusable code and libraries for future use
3. Optimization of the application for maximum speed and scalability
4. Implementation of security and data protection
5. Design and implementation of data storage solutions
Spesific Qualification:
- Male/Female, max. 25 years old
- Minimum education level: currently in college, high school, or vocational school. Majoring in a related field is a plus
- High level of initiative, strong will to learn new stuff, and able to carry out responsibilities with minimal direction or supervision.
- Available for a minimum of 3 (three) months internship duration.
- Willing to be responsible for providing accommodation and your own personal needs during the internship.
If you’re interested in this position and its requirements please fill out this form on this link https://bit.ly/IdeaImajiInternship.
Contract length: 3 - 12 months
Jenis Pekerjaan: Magang
Panjang kontrak: 3 bulan
Pertanyaan Lamaran:
apakah bersedia melakukan magang unpaid?
wajib melampirkan portofolio sebagai back-end development"
"Back-end Developer
- job post",Nukegraphic,Jakarta,None,None,"We're looking for a candidate for our next Web Developer. Are you the one?
Job Description:
Working together in web development life cycles with clients, designers, front-end developers, and the rest of the development teams to develop and maintain bug-free corporate, e-commerce, and web apps.
Ideally, you are:
Passionate in web/mobile technology updates and trends.
Able to work under pressure and as a team player.
Able to meet tight deadlines if needed.
Highly creative.
Eager to learn.
A logical thinker.
Disciplined.
Have a minimum of 1-2 years of experience in Web Programming and Development.
Your Toolkit:
PHP
MYSQL
HTML
CSS
jQuery/JavaScript
Laravel
Requirements:
Fresh graduates are welcome.
Writes code with a proper structure.
Well structured in logical thinking.
Acts proactively with initiative.
Sensible analytical processing abilities.
Detail-oriented.
Good taste in web design aesthetics.
Principled work ethic and attitude.
Maximum 30 years old."
"Back End Developer
- job post",Weekend Inc,Jakarta,None,None,"Responsibilities :
Responsible for producing working code and meeting the deadline
Work within a cross-functional team, collaborate with Front-End engineers (web and mobile) and QA engineers in order to deliver an excellent product
Gather and refine specifications and requirements based on technical needs
Ensuring API and web applications in high performance and follows strict principles, with the goal of preventing potential vulnerabilities (which could expose data or cause harm within a targeted system)
Ensuring scalability of database design for the long run
Create and maintain software documentation
Stay plugged into emerging technologies/industry trends and apply them to daily operations and activities
Able to communicate issues during development
Requirements :
Minimum age 18 years old
Has solid knowledge in PHP, MySQL, HTML, CSS, Javascript
Have big attention to small details and have good analytical thinking
Adaptable in programming language's forte framework/best practice, e.g: OOP in ASP.Net, Functional Programming in node.js
Knowledge in Mobile Application Integration Development is an advantage
Having experience min 1 year in IT Technology development is an advantage
Having knowledge of DevOps and server configuration is an advantage
Have good proactiveness and initiative in the project team
Have a growth mindset in personal development
Have good root cause analysis and troubleshooting
Education: Bachelor of Computer Science/Information System
Internship & Fresh Graduates are welcome"
"Back End Engineer (Engineering Efficiency Development) - Sea Labs
- job post",Shopee,Jakarta,None,None,"Department Engineering and Technology
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Engineering and Technology team is at the core of the Shopee platform development. The team is made up of a group of passionate engineers from all over the world, striving to build the best systems with the most suitable technologies. Our engineers do not merely solve problems at hand; We build foundations for a long-lasting future. We don't limit ourselves on what we can or can't do; we take matters into our own hands even if it means drilling down to the bottom layer of the computing platform. Shopee's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience it first-hand if you love technologies as much as we do.
About the Team:
The Engineering Efficiency Development team powers the internal tools used by multiple departments in Shopee through innovation and technology. As a Software Engineer in the team, you will collaborate with fellow Engineers and Product Managers to develop different internal portal systems to improve the team operation and communication efficiency. In the meanwhile, tackle unique problems on a global scale.
Job Description:
Designing and building distributed systems optimized for performance, availability, and user experience
Writing high-quality, clean, and maintainable code and respecting engineering best practices (source control, continuous integration, automation, design patterns, etc.)
Researching, proposing and executing projects to enhance system functionalities, development processes, and shared middlewares
Collaborating in a highly cross-functional environment with fellow Software Engineers, Product Managers, Quality Assurance Engineers, and Operation Engineers to deliver impact
Requirements:
Bachelor's or a higher degree in Computer Science or related fields
Relevant experience in backend server development
Familiar with commonly used languages, Golang is preferred.
In-depth understanding of Data Structures and Algorithms, Networking, OS and other Computer Science fundamentals
Familiar with commonly used Databases, such as MySQL
Familiar with commonly used middlewares, such as Redis and Kafka
Familiar with Kubernetes (K8S) Microservice Architecture
Familiar with HTTP/TCP protocols
Familiar with XML/JSON/Protocol Buffers
Familiar with distributed systems, performance tuning, massive concurrency handling, and caching mechanisms"
"Front-end Engineer
- job post",DDTC,Jakarta,None,None,"Duties and responsibilities: Creating, managing, and developing system interface, including:
Design and write neat and secure application interface code,
Working closely with back-end developer in creating data-entry and report interfaces that are secured, comfortable, and easy to use,
Ensuring that sites are optimized for web browsers and users’ devices, and
Ensuring that every data entry by users is validated before being used by the back-end system.
Requirements:
Have the ability and experience to apply one or more front-end programming languages (CSS, HTML, Javascript),
Proficiency with Javascript framework (VueJs or ReactJs),
Experience with graphic design applications such as Adobe Illustrator,
Experience in developing a complete interface of a certain web platform (including data entry interface) or knowledge in back-end programming would be a plus.
Please submit your cover letter with subject FEG, also with your latest CV, Academic Transcript, and other supporting documents to"
"HTML5 Frontend Developer
- job post",Techtiera Services Indonesia,Jakarta,"Rp. 7,000,000 - Rp. 11,000,000 a month",Full-time,"We are seeking a skilled HTML5 Developer to join our team. The ideal candidate will be motivated to combine the art of design with the art of programming. Responsibilities will include translating UI/UX design wireframes into actual code that will produce visual elements of the application. You will work closely with our UI/UX designers and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks as well as how it works.
Responsibilities:
Develop new user-facing features using HTML5, CSS3, and JavaScript.
Build reusable code and libraries for future use.
Ensure the technical feasibility of UI/UX designs.
Optimize applications for maximum speed and scalability.
Assure that all user input is validated before submitting to back-end services.
Collaborate with other team members and stakeholders to deliver high-quality products.
Stay up-to-date with the latest web development technologies and best practices.
Requirements:
Proven experience as an HTML5 Developer or similar role.
Proficient understanding of web markup, including HTML5 and CSS3.
Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS.
Strong knowledge of web standards and cross-browser compatibility issues.
Familiarity with differences in other HTML5-based views, such as those in email clients.
Fair understanding of JavaScript programming and DOM manipulation.
Excellent problem-solving skills and attention to detail.
A degree in Computer Science, IT, or a related field is preferred.
Additional Details:
Work Location: Sunter, Jakarta Utara
Work Type: Full WFO.
Job Types: Full-time, Contract
Contract length: 12 months
Ability to commute/relocate:
Jakarta: Reliably commute or planning to relocate before starting work (Preferred)
Application Question(s):
How much is your expected monthly salary with us? (in gross)
How long will your notice period be from your current employer if required?
How much is your current monthly salary?
What is your last GPA? (IPK)
Education:
D1-D4 (Preferred)
Experience:
NextJS: 2 years (Preferred)
HTML5 Developer: 2 years (Preferred)
Language:
English (Preferred)"
"Back End Programmer
- job post",PT Kreasi Edulab Indonesia,Bandung,"Rp. 4,000,000 - Rp. 5,000,000 a month",Full-time,"Tanggung Jawab Pekerjaan
Melakukan Perancangan Data base
Meningkatkan Struktur Data yang telah ada
Merancang Alur Website/ Aplikasi
Coding dan Melakukan Testing
Mengatur Keamanan Website/Aplikasi
Mengatasi masalah yang muncul di Back End
Riset dan Evaluasi Terhadap Tampilan Design
Membuat Konsep atau Ide untuk ditambahkan pada Aplikasi
Syarat & Keahlian
Pria 21-35 Tahun
Pendidikan Minimal SMK/D3 jurusan Teknik Informatika/Sistem Informatika
Menguasai PHP, My SQL, Code Igniter 4
Menguasai manajemen API
Mampu bekerja dalam tim maupun menggunakan Git
Diutamakan bagi yang memiliki pengalaman minimal 1 tahun
Memiliki portofolio yang bisa dipresentasikan
Memiliki problem solving yang baik
Pengalaman
Minimal 1 tahun"
"Digital Talent Program
- job post",SMART Agribusiness and Food,Jakarta,None,Full-time,"Job description:
Drive / design / build cool digital-solutions (Web, Mobile, AI, Cloud, IoT, Beautiful Data Visualization applications) to solve business problems
Involve in driving game-changing process improvements in various area, among other – commerce, logistic, plantation, manufacturing, Finance, HR, Procurement and IT
Demonstrate leadership competency development during the project delivery: Focuses on Customers, Innovates, Realizes People’s Potential, Acts as a Business Owner
Ability to perform hands-on technical tasks
Have a lot of fun, continuously learn new things

Job requirements:
Candidate must possess at least a Bachelor's Degree, Master's Degree / Post Graduate Degree, Computer Science/Information Technology from reputable university with min GPA 3,20
Having more than 1 year system development experience is preferred
Fresh graduate are welcome to apply
One or some combination of the following exposure:
UX / UI research
Web / mobile development preferably on JavaScript/HTM/CSS, front-end framework (e.g. VueJS), back-end framework (e.g. NodeJS), Android Kotlin / Java
Business Intelligence & ETL preferably on Microsoft PowerBI, Microsoft SSIS, Talend
AI, machine learning and big data preferably on Python,TensorFlow, Hadoop
Willing to travel once in a while, generally when performing system requirement gathering or system deployments
Strong communication skill and team player
Full-Time position(s) available

""Our company has never levied any fees for the recruitment process nor has it required to order tickets and accommodation through a certain travel agent or certain person."""
"Back-End Developer
- job post",Treessolutions,Jakarta,None,None,"Technical Consultant
Job Requirements

We are looking for Technical Consultant in our team who will be responsible for:
Minimum a Bachelor Degree (S1) in Informatics Engineering/IT
Having 2 years experience but fresh graduates are welcome to apply
A team player, fast learner, creative, and have good communication skills
Strong in problem-solving, analytical skills, and logical approach
Strong knowledge of SQL
Having knowledge in Oracle PL/SQL, Oracle Developer forms & reports, and Oracle JDeveloper
Having knowledge in Java Programming Language & Web / Mobile Programming is a plus
Job Descriptions

We are looking for Technical Consultant in our team who will be responsible for:
Provide a technical design
Develop or coding program for a custom application based on the functional design requirement
Perform unit/integration testing
Create technical documentation
Collaborate with other project team members
will be directly reported to the project manager

E-mail Subject: (YOUR NAME-POSITION APPLIED)
Example: Fahri-Technical Consultant"
"S/W Microservice Developer - Junior
- job post",Samsung Electronics,Jakarta,None,Full-time,"Position Summary
1. Develop, establish and operate cloud infrastructure and platform that serve as a foundation for developing, establishing and operating service.
2. Secure competitiveness in services through research and development to raise efficiency of cloud infrastructure and platform.
Role and Responsibilities
1. [Designing, establishing and operating cloud virtualization system] Participate in the establishment and operation of cloud management system and conduct required development and configuration according to the guideline.
2. [Designing, establishing and operating data center network] Participate in designing, establishing and operating data center network and conduct required development and configuration according to the guideline.
3. [Designing, establishing and operating cloud storage] Participate in establishing and operating large scale distribution storage to store and utilize large scale unstructured data and conduct required development and configuration according to the guideline.
4. [Designing, establishing and operating cloud platform] Participate in the establishment and operation of common back-end system to support large scale services and conduct required development and configuration according to the guideline.
Skills and Qualifications
Develops professional expertise by complying with company policies and procedures
Works on problems of moderate scope where analyzing situations or data requires a review on various factors
Exercises judgment within defined procedures and practices to determine appropriate action
Normally receives general instructions on routine work with detailed instructions on new projects or assignments.
Minimal Requirements
Have deep understanding of Java and Object Oriented Programming
Have good communication skills in English
Accustomed to using versioning systems (github)
Have experience in SQL Query
Preferable
Have experience in REST API Development (Springboot, Ratpack or others) is a plus
Have experience in Service Oriented Architecture / Microservices Architecture is a plus
Have experience in working with DynamoDB / In-memory-DB such as Redis is a plus
Have experience using AWS services is a plus
Generally requires a bachelor's degree with a minimum 2 years related experience
Samsung has a strict policy on trade secrets. In applying to Samsung and progressing through the recruitment process, you must not disclose any trade secrets of a current or previous employer."
"Node. js Developer
- job post",Lawencon International,Jakarta,None,Full-time,"Job Description:
Developing and maintaining all server-side network components
Ensuring optimal performance of the central database and responsiveness to front-end requests
Collaborating with front-end developers on the integration of elements
Designing customer-facing UI and back-end services for various business processes
Developing high-performance applications by writing testable, reusable, and efficient code
Implementing effective security protocols, data protection measures, and storage solutions
Running diagnostic tests, repairing defects, and providing technical support
Documenting Node.js processes, including database schemas, as well as preparing reports
Recommending and implementing improvements to processes and technologies
Keeping informed of advancements in the field of Node.js development


Requirement:
Bachelor’s degree in Engineering: Computer/Information/Tech/Science/Math/or relevant studies
Having experiences with two or more projects using Node. js
At least 2 Year(s) of working experience in the related field is required for this position
Advanced-level: data structure, design pattern, understanding of the web stack, developing services that serves HTTP Restful API, testing
Fluent with NodeJS and also their framework such as NestJS and Express
Experience with MongoDB and PostgreSOL
Experience with Redis
Familiar with Elastic Search
Familiar with Git as Version control System and Linux environtment
Experience with Event-Driven Architecture such as Kafka or RabbitMO
Strong written, verbal communication skills, logical thinking and backend knowledge
Experience with external libraries and APIs
Fast learner, good problem solving, teamwork and analytical skills"
"Mobile Apps Developer
- job post",Astronacci International,Jakarta,None,Full-time,"Bantu kami mencari team yang hebat!
We need people who, when they hear ""it can't be done"", then they FIGURE OUT how to do it anyway.
Kami membutuhkan kandidat yang mampu untuk mengembangkan mobile apps yang telah dirancang. Selain itu, kamu bertugas untuk melakukan maintenance & update aplikasi. Ikut aktif berperan dalam memberikan solusi terbaik dalam pengembangan sistem merupakan salah satu hal yang harus kamu lakukan. Kamu juga harus memiliki pemahaman yang baik tentang pemrograman berorientasi objek. Pastinya kamu juga bersemangat untuk mempelajari hal-hal baru dan memecahkan masalah yang menantang.
Kalau kamu memiliki kualifikasi dibawah ini:
Jika kamu memiliki gelar minimal S1
Kamu minimal memiliki pengalaman selama 2 tahun dengan posisi yang sama
Berpengalaman dalam bahasa pemrograman Java, Dart, Framework Flutter
Terbiasa dengan RESTful API untuk menghubungkan Aplikasi Android dengan back-end service
Terbiasa dengan native development
Terbiasa dengan package : DIO, Getx , BloC
Terbiasa dengan proses deployment aplikasi mobile (Playstore dan AppStore)
Memiliki pemahaman tentang Android Lifecycle
Memiliki pengetahuan tentang fitur native mobile
Benefit yang akan kamu dapatkan:
Jenjang karir di perusahaan kami bukan berlandaskan asas senioritas. Asal kamu memberikan performance terbaik, karir kamu bisa terus menanjak
Kamu udah gak perlu lagi bingung cari makan siang karena kita siapin kamu makan siang di kantor
Bonus tahunan
Gaji & tunjangan akan di upgrade berdasarkan performa kamu
Waktu kerjanya:
Senin (07.45 - 16.45 WIB)
Selasa - Jumat (08.30 - 17.30 WIB)
Jenis Pekerjaan: Penuh Waktu"
"Lead Back End Developer
- job post",PT Akseleran Keuangan Inklusif Indonesia,Jakarta,None,None,"Responsibilities
Architecting and designing backend services.
Write well-designed, testable, and efficient code by using best software development practices.
Create and maintain software documentation.
Able to communicate and coordinate with internal and external teams.
Quick learner and adapts to new technology as per the requirement.
Mentor team members.
Requirements
Bachelor's Degree in Computer Science/ Information Technology from reputable university
Minimum 4 years of professional experience as backend engineer.
Have experience in leading a team of developers.
Have experiences or ability in: Python, Python framework (Flask, Django,), RDBMS (PostgreSQL, MySQL,), NoSQL (Redis, MongoDB,), Unit Test, Rest API, Version Control System (Gitlab, Github,), Linux OS Is a plus if you have experience or ability in: Microservices, Test Driven Development (TDD), Message Broker (Kafka, RabbitMQ,).
Understanding of GCP will be an added advantage."
"Senior Back-end Engineer (SBE)
- job post",DDTC,Jakarta,None,None,"Job Description
Developing a highly concurrent and distributed system.
Performance optimization and problem diagnosis.
You will be deeply engaged in the full development lifecycle designing, developing, testing, deploying, maintaining, monitoring, and improving the software.
Supporting release and documentation of developed features
Estimating the effort required to develop and implement
Help define coding standards and development processes
Willing to learn & adapt to different technologies
Job Requirements
Good attitude.
Good teamwork and communication.
Attention to detail
Familiar with Golang and microservice framework
Familiar with NodeJS, Laravel.
Familiar with (RDBMS) SQL, NoSQL.
Familiar with RESTful API, gRPC.
Proficient with Git.
3+ years experience.
Self motivated
Nice to have familiarity with deployment on cloud server.
Familiar with docker and kubernetes
Please submit your application with subject “SBE – your full name” along with combined documents in pdf through email: recruitment@ddtc.co.id. The combined documents should include: this application form, cv, academic certificate(s)/SKL, academic transcript(s), latest photo, application letter, and portfolio/ other certificate(s)."
