Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
Full Stack Developer,Private Advertiser,"Medan Kota, North Sumatra",None,Full time,"Lead Full Stack Developer
We are looking for a skilled Web Developer who can take the lead in shaping an innovative project from concept to execution. The ideal candidate will collaborate closely to understand the vision, refine the ideas, and ensure that the final web platform aligns with the core objectives.
Responsibilities:
- Work closely with the team to understand and refine the project’s concept and objectives.
- Develop a well-structured plan that translates the idea into technical requirements.
- Lead discussions to ensure a comprehensive understanding before programming begins.
- Execute the development of the platform using modern web technologies.
- Design and develop RESTful APIs that can be integrated into other web platforms.
- Ensure the platform’s scalability, security, and seamless API integrations with external systems.
Requirements:
- Minimum 8 years experience
- Proven experience in full-stack web development (front-end & back-end).
- Proficiency in JavaScript/TypeScript (React, Vue.js), Python (Django, Flask), or similar technologies.
- Experience in designing and building secure, scalable APIs that can be used by external platforms.
- Strong communication skills to translate ideas into actionable plans.
- Ability to work collaboratively to develop concepts and system architecture.
- Experience with RFID systems, secure transactions, and marketplace development.
Preferred Qualifications:
- Experience with marketplace or platform development.
- Strong problem-solving skills and attention to detail.
- Familiarity with planning and leading development projects from concept to execution.",None
ERP Software Developer,Private Advertiser,Jakarta,None,Full time,"Responsibilities:
• Coordinating with development teams to determine application requirements.
• Writing scalable code using Odoo Framework
• Testing and debugging applications.
• Analyze, design and optimize database structure.
• Developing back-end components.
• Integrating user-facing elements using server-side logic.
• Assessing and prioritizing client feature requests.
• Integrating data storage solutions.
• Coordinating with front-end developers.
• Reprogramming existing databases to improve functionality.

Qualification:
• Bachelor in Computer Science
• Experienced in Odoo framework development
• Able to integrate multiple data sources and databases into one system
• Understanding of fundamental design principles behind a scalable application
• Understanding of the threading limitations of Python and multi-process architecture
• Interest in enterprise applications development

Technical Work Environment:
• Framework: Odoo
• Programming languages: Python, Javascript, HTML, and CSS
• Database: Postgresql

Benefits:
• Competitive salary, based on result-oriented personal performance review
• Significant career growth opportunities, based on personal performance review every 6 months
• Project completion rewards, given for every project completed
• Work remotely, arrangement for Odoo developers can be on site or remote",None
UI/UX Designer and Front-End Developer,PT Premier Qualitas Indonesia,"South Jakarta, Jakarta",None,Full time,"Job Description:
Collaborate within marketing team to create intuitive, user-friendly interfaces.
Design wireframes, prototypes, and visual designs that meet company requirements.
Develop and implement front-end components using HTML, CSS, JavaScript, and frameworks like React or Angular.
Ensure the technical feasibility of UI/UX designs and optimize applications for maximum speed and scalability.
Conduct user research and usability testing to gather feedback and improve the user experience. 
Stay updated on industry trends and best practices in UI/UX design and front-end development.
Required Skills and Qualifications
Proven experience as a UI/UX Designer and Front-End Developer.
Strong portfolio showcasing design skills and coding projects.
Proficiency in design tools such as Adobe XD, Sketch, Figma, or similar.
Proficient in HTML, CSS, JavaScript, and responsive design frameworks.
Experience with front-end libraries and frameworks (e.g., React, Vue.js, Angular). 
Strong understanding of user-centered design principles and usability.
Ability to work independently and collaboratively in a team environment.
Excellent problem-solving skills and attention to detail. 
Good communication skills and ability to present design concepts.
Preferred Skills (Optional) 
Experience with version control systems like Git.
Familiarity with Agile/Scrum methodologies. 
Experience in animation and interactive design. 
Understanding of SEO best practices. 
Academic Background
Bachelor degree in Computer Science, Graphic Design, or a related field, or equivalent experience.",None
React JS Developer Penempatan Yogyakarta,CV Technopartner Indonesia,Yogyakarta Special Region,"Rp 3,500,000 – Rp 4,500,000 per month",Full time,"Job Description & Requirements :
Experience in using React JS and React Native, Javascript, CSS
Create reusable, efficient, and performable codes
Collaborate with UI/UX design team & product team
Experience in using versioning control (git)
Diploma / Associate’s Degree / Bachelor’s degree in Computer Science or related departments
Have minimum 1 year of experience
Experienced in making or integrating API
Able to debug code
Experience implement design pattern + clean code is a must
< 30 years old
Located / willing to be placed in Yogyakarta
Working days : Monday - Friday, 8 AM - 5 PM
 Salary & Benefit :
Fixed Salary
Religious Holiday Allowance Bonus
Insurance
Free Lunch
Casual Outfit
Fun and friendly workplace in Yogyakarta
 Deskripsi Pekerjaan & Kebutuhan :
Berpengalaman dengan React JS,React Native, Javascript, CSS
Membuat kode yang reusable, efficient & performable
Kolaborasi dengan team design UI/UX & team product
Berpengalaman menggunakan versioning control (git)
Diploma / Sarjana Ilmu Komputer / Teknik Informatika / jurusan yang berhubungan
Berpengalaman minimum 1 tahun
Berpengalaman membuat dan integrasi API
Mampu debug code
Berpengalaman implementasi pola design + clean code
< 30 tahun
Domisili / bersedia ditempatkan di Yogyakarta
Hari kerja : Senin - Jumat, 08:00 - 17:00
 Gaji & Manfaat :
Gaji tetap
THR
BPJS Kesehatan dan Ketenagakerjaan
Makan siang disediakan
Menggunakan pakaian casual dan santai untuk bekerja
Tempat kerja yang ramah dan menyenangkan di Yogyakarta",None
SENIOR FRONTEND DEVELOPER,AlphaPhilindo Solution Inc,Jakarta,"Rp 15,000,000 – Rp 18,000,000 per month",Full time,"Key Responsibilities:
Lead the development of user-friendly and responsive web applications using modern frontend technologies.
Collaborate with designers to translate wireframes and mockups into interactive features.
Write clean, maintainable, and efficient code, following best practices and coding standards.
Optimize applications for maximum speed and scalability.
Conduct code reviews and provide constructive feedback to team members.
Mentor and guide junior developers, fostering a collaborative team environment.
Stay updated with the latest trends and advancements in frontend development and suggest improvements to enhance product performance and usability.
Debug and troubleshoot issues in existing applications, ensuring high-quality user experiences.
Qualifications:
Bachelor’s degree in Computer Science, Engineering, or a related field, or equivalent practical experience.
5+ years of experience in frontend development, with a strong portfolio of web applications.
Proficiency in HTML, CSS, and JavaScript (ES6+).
Experience with modern JavaScript frameworks/libraries (e.g., React, Angular, Vue.js).
Familiarity with state management libraries (e.g., Redux, MobX).
Strong understanding of responsive design principles and cross-browser compatibility.
Experience with version control systems (e.g., Git).
Knowledge of web performance optimization techniques.
Excellent problem-solving skills and attention to detail.
Strong communication skills and the ability to work collaboratively in a team environment.
 ",None
Web Developer,PT DORAN SUKSES INDONESIA (JETE INDONESIA),"Surabaya, East Java",None,Full time,"Kualifikasi:
Memiliki pengalaman minimal 2 tahun dalam membangun web atau aplikasi
Minimal lulusan S1
Menguasai konsep MVC
Menguasai PHP framework : Laravel, CI (framework lain, nilai plus)
Menguasai JS framework : Jquery (NuxtJS, NodeJS, VueJs dan lainnya, nilai plus)
Menguasai CSS framework : Bootstrap (Tailwind dan framework lain, nilai plus)
Mengerti sistem integrasi API beserta auth.
Mengerti server (Hosting, VPS setup Domain, dll, nilai plus)
Menguasai penggunaan git.
Mengerti CMS (WP, dll, nilai plus)
Jobdesk:
Mengembangkan aplikasi web dengan framework Laravel dan CI
Mengintegrasikan API JSON RESTful
Bekerja dengan tim lintas fungsi
Debug aplikasi dan mengikuti tren teknologi terbaru.",None
WEB DEVELOPER,PT. DOMO MANAJEMEN GRUP,"North Jakarta, Jakarta",Rp 5.000.000 – Rp 7.000.000 per month,Contract/Temp,"Deskripsi Pekerjaan :
Membuat website sesuai dengan kebutuhan perusahaan
Mendesain layout dan interface halaman website yang responsif dan menarik
Membuat dan mengetes API atau Antarmuka pemrograman aplikasi sebagai protokol komunikasi, menyederhanakan implementasi, dan pemeliharaan perangkat lunak
Mengidentifikasi masalah yang ditemukan dari feedback atau testing dan memperbaikinya
Mengevaluasi code untuk memastikan bahwa code tersebut memenuhi standar, valid, terstruktur dengan baik, dan kompatibel dengan browser, perangkat, atau OS
Kualifikasi :
Usia Maksimal 35 tahun
Minimal pendidikan S1 IT / Semua Jurusan
Memahami cara mengembangkan desain website yang responsif
Memiliki pengalaman kerja sebagai web developer atau posisi terkait
Mampu bekerja sama dalam team ataupun bekerja individu
Memiliki kemampuan problem solving dan sudah familiar dengan berbagai bahasa pemrograman, framework dan juga library agar dapat menyusun code secara efisien.
Benefit :
Bonus / Komisi
Asuransi Kesehatan (BPJS)
Mess Karyawan
Jenjang Karir
Suasana Kerja yang FUN & Menyenangkan",None
Fullstack Engineer,PT Bimasakti Multi Sinergi,"Sidoarjo, East Java",Rp 4.000.000 – Rp 5.500.000 per month,Full time,"Responsibilities :
Developing front end & Back End Application
Maintain existing application
Optimize/monitoring existing application
 Qualifications :
Bachelor degree in information technology
minimum having 2 years experience in related field 
Good Knowledge of PHP / Laravel
Good Knowledge of Node Js / React JS
Good Knowledge of database, programmer level (MySQL/PostgreSQL)
Have a solid understanding of software development life cycle (SDLC)
Understands industry best practices and has experience with multiple coding languages",None
Web Developer & Admin Marketplace,PT Maharupa Gatra,"North Jakarta, Jakarta","IDR 7,500,000 - 9,000,000",Full time,"About us
Since late 1970s, MG Sports and Music has been one of the most complete sports and music retail chain stores in Indonesia, opening its first store on Jl. Mangga Besar Raya 30-years ago. Nowadays, MG Sports and Music is operating nearly 180 stores in major cities throughout Indonesia; chances are we are not too far away from where you are, wherever you are within the country. One of the key strength of MG Sports and Music is our world famous product brands that we sell. Brands like Kettler, Arena, Gibson, and Sonor are considered leaders in each of their product categories. For the past years, MG Sports and Music has built those brands by sponsoring numerous sporting and musical events, as well as endorsing prominent national and international sports and music figures. Further Information visit our website www.mg.co.id
Qualifications & experience
Pendidikan minimal S1 bidang Ilmu Komputer, Teknik Informatika
Berpengalaman sebagai web developer atau posisi terkait
Menguasai beberapa bahasa pemrograman seperti HTML.CSS, JavaScript, dan PHP
Memahami basic SEO
Menguasai CMS seperti WordPress, Drupal, atau Joomla
Memiliki pemahaman yang kuat tentang cara kerja aplikasi website mulai dari keamanan, session management, dan praktik development terbaik
Memiliki keahlian dalam penggunaan framework pengembangan website seperti Laravel, Angular, atau React
Memahami cara mengembangkan desain website yang responsif
Mampu bekerja secara individu dan tim
Memiliki Problem Solving Skill yang baik
Tasks & responsibilities
Membuat dan mengembangkan website perusahaan
Melakukan testing website
Debugging kode website
Memelihara dan menjamin fungsionalitas website
Berkolaborasi dengan desainer
Memastikan desain website responsif
Menghubungkan database dan mengelola integrasi
Tugas Tambahan dalam membantu divisi penjualan online
Benefits
BPJS
Annual Incentive
Laptop
Sport Facility",None
Fullstack Developer,PT. KOBUS SMART SERVICE,"Kebon Jeruk, Jakarta",Rp 9.000.000 – Rp 13.000.000 per month,Full time,"Responsibilities:
Designing and implementing Backend: PHP-based and Frontend: Vue applications.
Analyzing user requirements to inform application design.
Defining application objectives and functionality.
Developing and testing software.
Debugging and resolving technical problems that arise.
Developing documentation to assist users.
 Qualifications:
Has 2-5 years of experience as Fullstack Developer
At least 2 years of experience in PHP (Laravel/Codeigniter)
At least 2 years of experience in Python (Django)
2 years experience in modern Javascript libraries (Vue.JS)
Able to create complex UI using HTML5, CSS3, and Javascript that works on multiple interfaces and environment
Familiar with databases such as PostgreSQL / DBeaver",None
Programmer (HTML5 / NextJS),PT Triputra Investindo Arya (Triputra Group),"North Jakarta, Jakarta",None,Full time,"Job Description:
Develop application for project and change request
Create documentation dan Internal testing
Debugging & Bug fixing
Job Requirement:
Bachelor's Degree with GPA 3.00
Ability to work comfortably in a fast-paced, Agile team development environment, Fast learner, and have a good logic
React with TypeScript and Hooks
Express Js with TypeScript and RESTful APIs; MobX , Redux; React Router
Styling CSS and Tailwind
Good OOP Concept, Debugging analysis, and understanding of React Life Cycle
Security Concept (obfuscate, ProGuard, Top 10 OWAPS)
Experience in GITFLOW (GIT, TFS) and Sonarqube
Willing to do full WFO ",None
Frontend Developer,PT Hyundai Autoever Indonesia,"South Jakarta, Jakarta",None,Full time,"Job Description:
Proposing innovative ideas for software problem resolution and enhancement 
Regular monitoring and control of the modules being worked on. 
Adapt the application to user needs. 
Develop responsive and user-friendly web interfaces using JavaScript Frameworks. 
Build and maintain APIs for various functionalities using REST APIs. 
Collaborate with back-end developers and Implement a secure REST APIs for communication 
(React / React Native)  
Integrate front-end components with back-end services and databases.  
Maintain and improve existing applications.  
Perform debugging and troubleshooting to identify and resolve issues. 
Implement security best practices at both the front-end and back-end levels.  
Identify and optimize performance bottlenecks in both front-end and back-end components.  
Document code, APIs, and system architecture for future reference and collaboration. 
Requirements :  
Bachelor's degree (Computer Science, Computer Engineering or related experience 
4 years of Development experience 
Willing to work on-site or client's site 
Strong knowledge of algorithms and data structures 
Highly experienced in Web, App & API security 
Able to produce high quality & measureable code 
Ability to analytical thinking and strong logic.
Good team work with a positive attitude. 
Required Skill(s):  
JavaScript,  Typescript,  NodeJs,  ReactJs,  React  Native   
Azure  SQL  DB,  Microsoft  SQL  Server,  Redis, Kafka, UI/UX Design is preferred. 
Angular, Vue JS, Ionic is a plus. 
Familiar with data exchange formats such as XML, JSON 
Familiar on CI/CD, Gitlab & Gitlab Enterprise 
Experience on Azure & e-commerce development is a plus ",None
Frontend Developer,PT Avows Technologies,"South Jakarta, Jakarta",Rp 6.000.000 – Rp 9.000.000 per month,Contract/Temp,"Qualifications:
A minimum of 2 years of total experience in web development or a related field.
At least a Bachelor’s degree from any major (S1) from reputable University. 
 Skills and Qualifications:
Strong proficiency in one of this programming languages (Angular/ PHP Laravel/ React JS/ Next JS) and its core principles.
Familiarity with RESTful APIs and web services integration.
Solid understanding of front-end technologies, including HTML5, CSS3, and JavaScript.
Experience with version control systems, such as Git.
Ability to write efficient, scalable, and reusable code.
Good problem-solving skills and attention to detail.
Excellent communication and teamwork abilities.
 Preferred Qualifications:
Familiarity with agile development methodologies.",None
Web Developer,PT Integra Putra Mandiri,"Central Jakarta, Jakarta",None,Full time,"Required Skills and Qualifications:
Bisa bekerja didalam team
Berpengalaman bersama dalam team untuk menyelesaikan keseluruhan team proses pengembangan sistem aplikasi dari awal perencanaan sampai selesai dideploy dan dipakai oleh pengguna
Berpengalaman dan mau melakukan unit testing
Bersedia beradaptasi dan mengadopsi teknologi baru yang dibutuhkan dalam penyelesaian proyek
Bersedia terlibat dalam proses penyusunan user manual
Bersedia terlibat dalam proses training penggunaan system aplikasi kepada pengguna
Preferred Qualifications:
Berpengalaman dengan Laravel, AngularJS, ReactJS, VueJS, JQuery
Mengetahui dalam membuat sistem aplikasi ; Pythin, Java, PHP, NodeJS, TypeScript, ASP, NET
Familiarity dengan consume WEB API
Berpengalaman dalam membuat sistem aplikasi yang memanfaatkan teknologi Javascript, HTML 5 dan CSS",None
BT Application Developer,PT. SOHO Industri Pharmasi,"East Jakarta, Jakarta",None,Full time,"About Company :
SOHO Global Health is a leading healthcare company with a more than 70-year history and core competencies in the areas of natural/herbal health care products and services. Today we are creating a leading national enterprise built on strong brands and innovative ways of doing business.
SOHO Global Health offers a unique and best-in-class platform in branding, sales & marketing, manufacturing and distribution to support future growth in the Indonesia market. Supported by over 2500 employees, SGH maintains coverage of ~90% of the targeted doctors, while distribution reaches over 41,000 outlets nationwide.
 Qualification :
Minimum Diploma / Bachelor degree majoring in Information Systems/Information Engineering/Information Management
Minimum 3 years experience as a Developer / Programer
Have good skills related to:
PHP programming language
Framework CI, Framework Laravel, Laravel Lumen, Framework Magento, Zend PHP
Ajax, Jquery, CSS
API programming
P/L SQL My SQL, store procedure dan database SQL     
4.Work Location : Kawasan Industri Pulogadung – East Jakarta
 Main Jobdesc :
Assist in formulating design and developing predetermined applications 
Test the developed applications 
Assist in the application installation activities according to the agreed schedule
Assist in the program documentation process as needed
Check for errors or issues in the applications
Able to create modules as part of a team
Accustomed to working under deadlines
Willing to learn other programming languages/skills and apply them to assigned tasks",None
