Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
Data Analyst,PT Mata Pelangi Chemindo,"West Jakarta, Jakarta",None,Full time,"We are looking to hire a Data Analyst to join us. You will take responsibility for managing our master data set, developing reports, and assess potential risks. To do well in this role you need a very fine eye for detail, experience as a data analyst, and a deep understanding of the popular data analysis tools and databases.
Required skills and competencies:
Bachelor’s degree from an accredited university in FMIPA/ Statistics/ Actuarial.
Proven work experience as a data analyst or business analyst
Ability to work with stakeholders to assess potential risks.
Experience in methodologies and processes for managing large-scale databases.
High-level written and verbal communication skills.
Fluent in english verbal and written.",None
Data Analyst,PT Gunung Sari Indonesia,"Medan, North Sumatra",Rp 3.700.000 – Rp 4.000.000 per month,Full time,"Deskripsi Pekerjaan:
1. Mengumpulkan data melalui berbagai sumber (data internet, program internal Perusahaan)
2. Memproses dan merapikan data yang dikumpulkan untuk dibuatkan laporan 
3. Menganalisis data dan membuat rekomendasi keputusan yang bisa diambil berdasarkan data tersebut
Kualifikasi:
1. Sarjana jurusan ekonomi, akuntansi, keuangan ataupun matematika
2. Dapat Mengoperasikan MS Excel
3. Memiliki Kemampuan Analisis Data dan teliti
4. Memiliki pengalaman dengan visualisasi dan pengolahan data
5. Memiliki kemampuan analisis yang baik untuk memahami dan menginterpretasikan data
6. Mampu berkomunikasi dengan baik",None
Data Annotator - Transsion,PT Carlcare Service Ila,"West Jakarta, Jakarta",None,Full time,"Job Responsibilities
As an AI linguistic Data Engineer in AI language research and development, and data production related positions, you will participate in the research and development of language rules, data collection, sorting and labeling, etc., to provide high-quality data support for our Machine Learning algorithms and models. You will work closely with our team and be responsible for completing the following main tasks:
1. Participated in the research and development of linguistic rules.
2. Collect, organize, and annotate language data for AI model training and optimization.
3. Focus on the learning and auxiliary formulation of specific link standards in data production; data labeling quality inspection, model effect evaluation; and training of labeling personnel.
4. Learn to understand AI-related business processes and algorithmic processes, including but not limited to automatic speech recognition , natural language processing, and Text To Speech.
5. Other business related work.

Qualifications
1. Bachelor degree or above, majoring in language or linguistics is preferred.
2. Solid foundation in theoretical linguistics, with a strong interest and passion for linguistic research, and a strong interest in applying linguistic knowledge to the industrial field.
3. Proficient in the target languages, with good listening, speaking, reading, and writing skills, able to accurately understand and express language characteristics.
4. Able to communicate in Chinese or English, familiar with Chinese is preferred.
5. Proficient in using Praat for audio analysis and annotation is preferred.
6. Proficiency in writing scripts in a language (such as python) for data processing is preferred.
7. Strong sense of responsibility and teamwork spirit, able to complete tasks on time.",None
AI Engineer - SaaS (WFO from Bali),PT Michael Page Internasional Indonesia,"Denpasar, Bali",0,Full time,"Design, build, and optimize machine learning models to solve business challenges such as recommendation systems, anomaly detection, and automation features within the SaaS platform.
Integrate machine learning models into production, ensuring scalability, performance, and accuracy of AI-powered features.
Client Details
Our client is a multinational SaaS company based out of Denpasar, Bali.
Description
Design, build, and optimize machine learning models to solve business challenges such as recommendation systems, anomaly detection, and automation features within the SaaS platform.
Integrate machine learning models into production, ensuring scalability, performance, and accuracy of AI-powered features.
Work with large datasets to preprocess, clean, and prepare data for training and validation of machine learning models.
Partner with cross-functional teams (product, software engineering, data science) to align AI initiatives with the company's strategic goals and customer needs.
Stay up to date with the latest advancements in AI/ML technologies and frameworks. Explore new techniques and approaches to enhance product capabilities.
Document AI processes, model architectures, and workflows to ensure reproducibility and maintainability.
Profile
Bachelor's or Master's degree in Computer Science, AI, Machine Learning, Data Science, or a related field.
3+ years of experience in AI, machine learning, or data science roles, preferably in a SaaS environment.
Proficiency in Python and libraries such as TensorFlow, PyTorch, Scikit-learn, Keras.
Experience with cloud platforms (AWS, GCP, Azure) and deployment of AI/ML models in cloud environments.
Strong foundation in machine learning, deep learning, and NLP techniques.
Expertise in data structures, algorithms, and model optimization.
Experience with data processing frameworks such as Pandas, Spark, or Dask.
Job Offer
Opportunity to work integratively with global technology team
Pioneering AI practices in the company
To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Dyah Alya Gretiana on +62 21 2958 8817.",None
Data Analyst,Private Advertiser,"East Jakarta, Jakarta",None,Full time,"Perusahaan distributor FMCG besar membutuhkan segera : 
 DATA ANALYST 
 Tugas & Tanggung Jawab :
Melakukan analisis  data (data analystic)  dengan menggunakan system  yang dipakai perusahaan
Memelihara dan melakukan pengkinian data customer  termasuk memperbaiki kesalahan data customer .
Melakukan verifikasi akurasi  laporan penjualan yang  masuk ke system Perusahaan yang dikirim dari setiap daerah.
Melakukan download data penjualan dan membuat laporan laporan penjualan dan distribusi yang ditetapkan .
Melakukan download  data penjualan dan menghitung prestasi pencapaian  setiap sales force dan setiap daerah untuk kemudian buat perhitungan insentif sales force .
Melakukan pembaruan jadwal kunjungan sales force ( penambahan toko baru , penutupan toko , revisi jadwal kunjungan , dll ) dan melakukan upload data di system  .
Melakukan tugas tugas lain yang diberikan sesuai kebutuhan Perusahaan 
 Kualifikasi :
Pria/wanita, usia min. 28 th
Pendidikan min S1 -  IT jurusan System Informatika 
Menguasai software business intelligence seperti Power BI /Tableu /HPY
Lebih disukai apabila mengerti mengenai  SAP B1
Mahir  menggunakan MS Office terutama excel 
Pengalaman  kerja dalam mengolah data /laporan menggunakan software BI dan excel  min. 3 tahun 
Memiliki kemampuan analisa yang baik 
Teliti , detail dan disiplin
Komunikasi baik
Perusahaan menawarkan : 5 hari kerja/minggu ,  gaji yang kompetitif sesuai dengan pengalaman dan kualifikasi , transportasi  antar jemput ,  catering makan siang , BPJS Ketenagakerjaan, BPJS Kesehatan , THR , Hak Cuti , Bonus ( tergantung prestasi Perusahaan ) . ",None
Data Analyst,Sibernetik Integra Data,"South Jakarta, Jakarta",None,Contract/Temp,"Sibernetik Integra Data is an Indonesian Information Technology Company with years of experience in implementing real-time data streaming and integration solution for various applications across various industries and IT Security. Our teams consist of passionate and dynamic professionals with regular refreshed necessary knowledge and skill set. We are also in the middle of a journey, developing own intelligence product, combining our skillset, knowledge and experience in real-time data streaming technology and application development to answer our market needs and we want you to be a part of it.
Responsibilities:
Interpret data, analyze results using statistical techniques, and provide ongoing reports.
Develop and implement databases, data collection systems, data analytics, and other strategies that optimize statistical efficiency and quality.
Acquire data from primary or secondary data sources and maintain databases/data systems.
Identify, analyze, and interpret trends or patterns in complex data sets.
Filter and ""clean"" data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems.
Work closely with management to prioritize business and information needs.
Locate and define new process improvement opportunities.
Requirements:
Technical expertise regarding data models, database design development, data mining, and segmentation techniques.
Strong knowledge of and experience with reporting packages (Business Objects etc.), databases (SQL, etc.), programming (XML, JavaScript, or ETL frameworks).
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc.).
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.
Adept at queries, report writing, and presenting findings.
Fluent in English.
BS in Mathematics, Economics, Computer Science, Information Management, or Statistics.",None
Data Scientist to Japan,Elite Tutors Indonesia,"South Jakarta, Jakarta",Rp 37.765.000 – Rp 56.345.000 per month,Full time,"The position is assigned for an IT corporation in Japan.
Recruitment agency in Japan is conducted by Indonesia Manpower Solution K. K.
Recruitment agency in Indonesia is conducted by Hatarakimasu Indonesia by PT. Elite Tutors Indonesia.
Work locations are varied in some prefectures in Japan.
The candidate is allowed to work in other company during the program until his/her departure to Japan.

Numbers of Recruited Talents: 2 Data Scientists

Steps in Indonesia
Step 1 Administrative selection in the platform (October 2024);
Step 2 Administrative selection based on document evidence (October 2024);
Step 3 Interview in English by the Hatarakimasu Indonesia (November 2024);
Step 4 Program offer for the training and dispatching program by Hatarakimasu Indonesia (November 2024);
Step 5 Interview in Japanese by Indonesia Manpower Solution or its Partner (December 2024);
Step 6 Administrative departure preparation (January to March 2025);
Step 7 Departure to Japan (April 2025)

Steps in Japan
Step 8 Preparation to live in Japan
Step 9 Start to work with the Recruiter

Job Description
The candidate is responsible to
- Create a prediction model using networks, etc.;
- Perform anaylsis and hypothesis construction using technologies such as statatistical analysis and clustering, data analysis, algorithm implementation, machine learning (decision tree, logistics regression, random forest, naive Bayes classifier, k-nearest neighbor method, k-means method, neural network) at client destinations (various industries such as IT, manufacturers, finance, and services).

Required
Minimum bachelor degree in engineering, computer science, or science;
Experience using programming languages such as Python and R;
Experience using framework such as Hadoop and Spark;
Japanese proficiency certified by minimum JLPT N3 or equivalent to JFT/NAT TEST;
Business level of English proficiency
Welcome
Minimum 5 years of working experience;
English proficiency certified by minimum score 6.0 for IELTS or equivalent for iBT TOEFL/TOEIC.",None
Data Scientist - Telematics (A-109705),RGF HR Agent Indonesia,"South Jakarta, Jakarta",Rp 20.000.000 – Rp 30.000.000 per month,Full time,"About The Company:
The working venue is in South Jakarta.
Our client is a Software company. Currently, they are looking for Data Scientist.
Job Responsibilities:
Gather data from primary and secondary sources, ensuring the upkeep of databases and data systems.
Detect, examine, and decode trends or patterns within intricate datasets.
Cleanse data and scrutinize computer-generated reports and outputs to identify and rectify coding errors.
Coordinate with management to align business and informational priorities.
Identify opportunities for process enhancements.
Employ statistical techniques to scrutinize data and produce actionable business insights.
Collaborate with the management team to determine and rank the needs of different business units.
Develop data dashboards, charts, and visual aids to support decision-making across departments.
Convey insights through both reports and visual presentations.
Partner with engineering and product development teams to understand business requirements.
Engage with managers from various departments to specify data requirements for analysis projects tailored to their unique business processes.
Other responsibilities as needed.
Job Requirements:
Bachelor's degree in Computer Science/Information Management/ Statistics/Mathematics.
Business English proficiency.
Minimum 4 years as data scientist experienced in IoT and or Telematics related field being advantageous, experienced in Machine learning, programming (Pithon/ R), Big data technology, Data visualiation.
Maximum 40 years old.
Has ability with tools(please share the tools), able to approach data analytically, identify trends and anomalies, and make data-driven decisions, experienced in managing and analyzing large volumes of data with big data technologies, understanding the complexities and challenges of big data environments.
Experienced in applying various analytical and modeling techniques to understand data, make predictions, and test hypotheses, able to transforming data into a more useful and interpretable form using normalization, scaling, and feature engineering techniques.
Smart, able to work with less supervision, good work ethics, flexible.
[Only CV in English will be processed]
  We RGF HR Agent Indonesia is strictly following the personal data protection law in Indonesia. Please kindly use our recruitment service after understanding our Terms and Condition as well as Privacy Policy as follows :
RGF Indonesia Terms of Use : https://www.rgf-hragent.asia/en/indonesia/termsofuse
RGF Indonesia Privacy Policy : https://www.rgf-hragent.asia/en/indonesia/termsofuse#personal
RGF Indonesia Internal hiring Global Privacy Policy : https://www.rgf-hragent.asia/en/indonesia/privacy-policy-of-internal-hiring
RGF Indonesia Internal hiring Indonesia Privacy Policy : https://www.rgf-hragent.asia/en/indonesia/privacy-policy-of-internal-hiring-annex",None
Data Scientist Program to Japan,Elite Tutors Indonesia,"South Jakarta, Jakarta",Rp 37.765.000 – Rp 56.345.000 per month,Full time,"The position is assigned for an IT corporation in Japan.
Recruitment agency in Japan is conducted by Indonesia Manpower Solution K. K.
Recruitment agency in Indonesia is conducted by Hatarakimasu Indonesia by PT. Elite Tutors Indonesia.
Work locations are varied in some prefectures in Japan.
The candidate is allowed to work in other company during the program until his/her departure to Japan.

Numbers of Recruited Talents: 5 Data Scientists

Steps in Indonesia
Step 1 Administrative selection in the platform (October 2024);
Step 2 Administrative selection based on document evidence (October 2024);
Step 3 Interview in English by the Hatarakimasu Indonesia (November 2024);
Step 4 Program offer for the training and dispatching program by Hatarakimasu Indonesia (November 2024);
Step 5 Online Japanese language and cultural training then exams for JLPT N3 (December 2024 - June 2025);
Step 6 Interview in Japanese by Indonesia Manpower Solution or its Partner (July 2025);
Step 7 Administrative departure preparation (August to October 2025);
Step 8 Departure to Japan (November 2025)

Steps in Japan
Step 9 Preparation to live in Japan
Step 10 Start to work with the Recruiter

Job Description
The candidate is responsible to
- Create a prediction model using networks, etc.;
- Perform anaylsis and hypothesis construction using technologies such as statatistical analysis and clustering, data analysis, algorithm implementation, machine learning (decision tree, logistics regression, random forest, naive Bayes classifier, k-nearest neighbor method, k-means method, neural network) at client destinations (various industries such as IT, manufacturers, finance, and services).

Required
Minimum bachelor degree in engineering, computer science, or science;
Experience using programming languages such as Python and R;
Experience using framework such as Hadoop and Spark;
Business level of English proficiency
Welcome
Minimum 5 years of working experience;
English proficiency certified by minimum score 6.0 for IELTS or equivalent for iBT TOEFL/TOEIC;
Japanese proficiency certified by JLPT, JFT, NAT TEST at any level.",None
Data Analyst,WINOD RITEL INDONESIA,"West Jakarta, Jakarta",None,Full time,"Gambaran Umum Pekerjaan :
Memahami dengan baik sistem database produk-produk perusahaan.
Memelihara sistem database perusahaan.
Berkolaborasi dengan Head Store untuk memperoleh data yang dibutuhkan perusahaan.
Mengatur data yang diperoleh untuk dikelola sesuai jenis datanya.
Mempresentasikan data yang telah diproses dalam sebuah rapat untuk dijelaskan kepada seluruh tim tentang data yang ada sehingga bisa digunakan sesuai kebutuhan
Merancang dan mengimplementasikan database, sistem pengumpulan data, analisis data, dan strategi lainnya dengan tujuan meningkatkan efisiensi dan kualitas statistik. 
Menganalisis, mengevaluasi, dan memahami tren atau pola dalam kumpulan data yang kompleks
Melakukan kerjasama dengan manajemen dalam menetapkan prioritas kebutuhan bisnis dan informasi.
Kualifikasi :
Usia maks.35 Tahun
Berpengalaman sebagai Data Analyst min. 1 tahun
Pendidikan D3/D4/S1 Jurusan Bisnis, Keuangan, atau lainnya yang sesuai
Menguasai rumus Microsoft Excel (wajib)
Memiliki skill problem-solving
Responsif dan komunikatif
Teliti dan rapi
Dapat berbahasa Indonesia dengan fasih
Bertanggungjawab, jujur, dan disiplin
Mampu bekerja dibawah tekanan
Memiliki kemampuan dan keterampilan analitis yang kuat dalam mempelajari fungsi bisnis dengan kemampuan untuk mengumpulkan, mengatur, menganalisis, mengevaluasi kebutuhan bisnis, dan menyebarkan informasi memperhatikan detail dan akurasi.",None
Data Engineer,PT Multipolar Technology Tbk,"Tangerang, Banten",None,Full time,"Scope of Work:
Involved in gathering users’ requirement, analysing and designing data warehouse model according to the requirements.
Creating and developing ETL process related to the Data Warehouse.
Perform Test and Validate all data flows to ensure the system runs smoothly.
Assist in developing BI reporting and analytics solutions.
Prepare Documentation for testing and technical specification 

Requirements:
Bachelor degree from Information System, Computer Science, Information Technology, Statistics, Mathematics, or another qualitative field.
Fresh Graduated are welcome with minimum GPA 3.00
Must have a strong knowledge of SQL, data warehousing, and big data concepts.
Experience with one or more Database Engine: MS SQL, Postgres, DB2, etc.
Experience with ETL Tools: Microsoft SSIS, Talend, Datastage, etc.
Have background in Big Data Tools: Cloudera, Hadoop, Kafka, Spark, etc. 
Have background knowledge in Data Science is a plus.
Have a strong analytical skills, self-motivated, resourceful and creative problem solver.
Able to work in a tight deadline, under minimum supervision and team work player.
Placement at Lippo Karawaci – Tangerang.",None
Data Engineer,"PT ZURICH ASURANSI INDONESIA, Tbk","South Jakarta, Jakarta",None,Full time,"Key Responsibilities:
Build and maintain data pipeline required to move, store and transform data.
Collaborate with data stewards to develop, troubleshoot and maintain datamarts, including the relevant documentation for data models, schemas and metadata.
Optimize datamarts performance, ensuring fast and reliable access to data for reporting and analysis.
Work with IT to understand data linage and ensure efficient data extraction.
 Key Requirements:
3-5 years relevant experience
Proficiency in ETL processes
Strong knowledge in Azure data services, SQL, Python, Spark and database management systems
Familiar with data visualization tools
Ability to create data pipelines, construct DataMart and data migration to Azure environment from on-premises servers.",None
Data Analyst,PT Cobra Dental Indonesia,"South Jakarta, Jakarta",None,Contract/Temp,"Sebagai seorang Data Analyst, Anda akan bertanggung jawab untuk mengumpulkan, mengolah, dan menganalisis data, termasuk menggunakan data tersebut untuk menghasilkan wawasan yang bermanfaat dalam proses pengambilan keputusan. Selain itu, Data Analyst diharapkan memberikan rekomendasi strategis yang dapat diterapkan untuk membantu mengarahkan pengembangan produk perusahaan. Posisi ini akan bekerja sama dengan berbagai departemen untuk memahami dan mengumpulkan data yang diperlukan.
 Kualifikasi
Lulusan Sarjana di bidang Data Science, Statistik, Ilmu Komputer, Matematika, maupun bidang yang relevan.
Memiliki pengalaman kerja 3 tahun sebagai Data Analyst maupun posisi serupa.
Terbiasa dan berpengalaman dengan alat visualisasi dan pelaporan data
Menguasai alat dan bahasa analisis data
Memiliki kemampuan analitis yang baik untuk memahami dan menginterpretasikan data, serta pengalaman dalam menggunakan teknik statistik untuk analisis.
Mampu berkomunikasi dengan baik, baik lisan maupun tulisan.",None
Artificial Intelligence Researcher,PT eBdesk Teknologi,"South Tangerang, Banten",None,Full time,"Key Responsibilities:
Conduct research to develop state-of-the-art AI and machine learning algorithms, models, and techniques that can be applied to various data-related challenges in the IT domain.
Analyze large datasets to gain insights, discover patterns, and make data-driven recommendations for improving our products and services.
Design and implement machine learning models and algorithms for tasks like data classification, regression, clustering, anomaly detection, and natural language processing.
Train and validate AI models using relevant data and benchmark them for accuracy, performance, and scalability.
Conduct experiments and A/B testing to evaluate the effectiveness of AI-driven features and improvements.
Collaborate with cross-functional teams, including data engineers, software developers, and domain experts, to integrate AI solutions into products and services.
Keep up-to-date with the latest advancements in AI and data science, and apply this knowledge to enhance our company's technical capabilities.
Document research findings, algorithms, and code to ensure knowledge transfer and maintain a knowledge base.
 Qualifications:
A bachelor’s degree in computer science, or related field.
Strong background in machine learning, deep learning, natural language processing, and data analysis.
Proficiency in programming languages such as Python, R.
Experience with deep learning frameworks such as PyTorch and TensorFlow.
Experience with data visualization tools and libraries.
Strong problem-solving and critical thinking skills.
Effective communication skills to collaborate with diverse teams and present findings to non-technical stakeholders.
A passion for AI research and a track record of innovation through publications, patents, or real-world projects.
Willing to be placed at Pondok Aren, Bintaro, South Tangerang.
Ready for commitment for 3 years development program.",None
