Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
Data Enterprise Analyst,PT Mandiri Tunas Finance,"Central Jakarta, Jakarta",None,Full time,"Deskripsi Pekerjaan:
Mengumpulkan, membersihkan, dan menganalisis data dalam jumlah besar untuk mengidentifikasi tren, pola, dan wawasan.
Mengembangkan dan memelihara dashboard serta laporan untuk melacak indikator kinerja utama (KPI).
Membantu dalam desain dan implementasi data warehousing serta proses ETL (Extract, Transform, Load).
Mendukung inisiatif tata kelola data untuk memastikan kualitas dan kepatuhan data terhadap regulasi.
Mengkomunikasikan konsep terkait data yang kompleks dengan cara yang mudah dipahami oleh audiens non-teknis.
Memelihara dokumentasi terkait proses data, analisis, dan temuan untuk referensi dan kepatuhan di masa mendatang.
Tetap memperbarui pengetahuan mengenai tren industri dan teknologi baru yang terkait dengan analisis data.
Kualifikasi :
Pendidikan minimal S1 di bidang Ilmu Komputer, Data Science, Statistika, atau bidang terkait (gelar master lebih diutamakan), dengan IPK minimal 3,20.
Familiar dengan platform cloud seperti AWS, Google Cloud, atau Azure dapat menjadi nilai tambah.
Penguasaan SQL dan setidaknya satu bahasa pemrograman (misalnya, Python, R).
Pengalaman dengan alat visualisasi data (misalnya, Tableau, Power BI).",None
BI Analyst,PT Kredit Pintar Indonesia,"Central Jakarta, Jakarta",Rp 16.000.000 – Rp 24.000.000 per month,Full time,"About Atome Financial
 Headquartered in Singapore, Atome Financial is building a world-class tech enabled financial services platform that is the best companion of our customers lifetime. As a part of the Advance Intelligence Group, a Series D fintech unicorn and ranked Top 10 on LinkedIn’s 2023 Top Singapore StartUps list with over 1,400+ staff worldwide, we are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities.
 Atome Financial operates in 5 ASEAN markets (Singapore, Malaysia, Indonesia, Philippines, and Thailand). We have 3 key products:
• Atome BNPL: A leading buy now pay later brand in ASEAN and partners over thousands of online and offline brands
• Atome Card: A paylater anywhere card.
• Kredit Pintar: A leading Indonesia digital lending apps, regulated and supervised by Indonesia's Financial Services Authority (OJK).
 Our culture is built on values that are core to who we are and what we stand for:
1. We foster an INNOVATION mindset
2. We achieve results with EFFICIENCY and excellence
3. We take pride in the QUALITY of our work
4. We uphold INTEGRITY in all we do
5. We embrace COLLABORATION to work across business lines and borders
 Responsibilities:
Extract and process huge amounts of data from various sources on the internal big-data platform.
Work closely with operation/marketing/finance/partnership teams across different markets, to help provide insights for decision and to develop/maintain effective data visualization.
In-charge of end-to-end analytics projects, from context gathering to data presentation.
Understand the modeling skills of data warehouse. Can work on top of the data warehouse and provide feedback on new data requests.
 Requirements:
Bachelor’s / Master’s Degree in Computer Science/IT/Statistics/Engineer/Business Analytics or any other related fields.
At least 1-2 years experience in business intelligence analytics.
Proficient in writing SQL queries.
Ability to work with complex data sets.
Strong communication and presentation skills, as well as an analytical mindset.
 Preferred Qualifications
Familiar with Tableau.
Familiar with Apache Spark.
Familiar with Python.
Familiar with Git (optional).",None
Data Analyst - PT Federal International Finance,PT Astra International - Toyota Sales Operation (Auto2000),Jakarta,None,Part time,"1. Melakukan pengumpulan, pembersihan, dan pemrosesan data konsumen untuk memastikan data siap digunakan dalam analisis lebih lanjut.2. Menganalisis data konsumen secara mendalam untuk menghasilkan rekomendasi berbasis data yang mendukung pengambilan keputusan bisnis.3. Membuat laporan harian terkait data proyek dan mendistribusikannya kepada tim terkait untuk pemantauan kinerja dan hasil secara berkelanjutan.4. Berkolaborasi dengan tim lain untuk mengidentifikasi pola atau tren dalam data yang relevan dengan tujuan strategis perusahaan.
1. Lulusan Sarjana dari jurusan Statistika atau Matematika dan jurusan lainnya yang berkaitan dari universitas terkemuka.2. Antusias dalam bidang Data Science serta memiliki pemahaman mendalam mengenai alat-alat statistik.3. IPK minimal 3.0.4. Memiliki pengetahuan dan pengalaman yang memadai dalam analitik data serta penggunaan alat query (Python/R/SPSS dan SQL).5. Mampu berpikir analitis dengan keterampilan perencanaan yang kuat untuk menyusun strategi berbasis data.6. Keterampilan komunikasi dan presentasi yang baik untuk menyampaikan hasil analisis secara jelas dan efektif kepada berbagai pihak.7. Mahir dalam pemecahan masalah untuk menemukan solusi berbasis data terhadap tantangan yang dihadapi.",None
Data Analyst,PT Gunung Sari Indonesia,"Medan, North Sumatra",Rp 3.700.000 – Rp 4.000.000 per month,Full time,"Deskripsi Pekerjaan:
1. Mengumpulkan data melalui berbagai sumber (data internet, program internal Perusahaan)
2. Memproses dan merapikan data yang dikumpulkan untuk dibuatkan laporan 
3. Menganalisis data dan membuat rekomendasi keputusan yang bisa diambil berdasarkan data tersebut
Kualifikasi:
1. Sarjana jurusan ekonomi, akuntansi, keuangan ataupun matematika
2. Dapat Mengoperasikan MS Excel
3. Memiliki Kemampuan Analisis Data dan teliti
4. Memiliki pengalaman dengan visualisasi dan pengolahan data
5. Memiliki kemampuan analisis yang baik untuk memahami dan menginterpretasikan data
6. Mampu berkomunikasi dengan baik",None
Data Analyst,PT Astra Graphia Information Technology (AGIT),Jakarta,None,Full time,"Requirements:
Bachelor's degree in Computer Science.
Proficient in SQL, Python, and data analysis tools.
Minimum 1 year of experience in a relevant industry or data analyst projects
Excellent communication skills, strong critical thinking, detail-oriented and high accuracy.
 ",None
Data Analyst,WINOD RITEL INDONESIA,"West Jakarta, Jakarta",None,Full time,"Gambaran Umum Pekerjaan :
Memahami dengan baik sistem database produk-produk perusahaan.
Memelihara sistem database perusahaan.
Berkolaborasi dengan Head Store untuk memperoleh data yang dibutuhkan perusahaan.
Mengatur data yang diperoleh untuk dikelola sesuai jenis datanya.
Mempresentasikan data yang telah diproses dalam sebuah rapat untuk dijelaskan kepada seluruh tim tentang data yang ada sehingga bisa digunakan sesuai kebutuhan
Merancang dan mengimplementasikan database, sistem pengumpulan data, analisis data, dan strategi lainnya dengan tujuan meningkatkan efisiensi dan kualitas statistik. 
Menganalisis, mengevaluasi, dan memahami tren atau pola dalam kumpulan data yang kompleks
Melakukan kerjasama dengan manajemen dalam menetapkan prioritas kebutuhan bisnis dan informasi.
Kualifikasi :
Usia maks.35 Tahun
Berpengalaman sebagai Data Analyst min. 1 tahun
Pendidikan D3/D4/S1 Jurusan Bisnis, Keuangan, atau lainnya yang sesuai
Menguasai rumus Microsoft Excel (wajib)
Memiliki skill problem-solving
Responsif dan komunikatif
Teliti dan rapi
Dapat berbahasa Indonesia dengan fasih
Bertanggungjawab, jujur, dan disiplin
Mampu bekerja dibawah tekanan
Memiliki kemampuan dan keterampilan analitis yang kuat dalam mempelajari fungsi bisnis dengan kemampuan untuk mengumpulkan, mengatur, menganalisis, mengevaluasi kebutuhan bisnis, dan menyebarkan informasi memperhatikan detail dan akurasi.",None
MARKETING DATA ANALYST SUPPORT,PT Denka Pratama Indonesia,"North Jakarta, Jakarta",Rp 5.500.000 – Rp 7.000.000 per month,Full time,"Job Description
Melakukan pengelolaan data pencatatan support brand, reminder pengembalian support brand pada order berikutnya
Melakukan pengajuan barang pinjam/inventaris ke company apabila ada kebutuhan dari APM
Melakukan mengkonfirmasi pengembalian barang untuk KOL dari brand
Update dashboard penjualan per daily
Melakukan terjemahan manual book ke bahasa indonesia dan mengatur perizinan ke postel diperlukan
Requirement
Usia maksimal 26 tahun.
Pendidikan minimal S1 (Fakultas Ekonomi lebih disukai), IPK>3.0.
Fresh Graduate welcome to apply.
Wajib memahami rumus excel (VLOOKUP, HLOOKUP, PIVOT TABLE, IF).
Mempunyai kemampuan dalam pembuatan DASHBOARD PENJUALAN untuk kebutuhan laporan Dept Marketing
Menguasai bahasa inggris 
Teliti, mampu bekerja dengan cepat dan dapat bekerja sama dengan tim.
Bersedia melakukan tes dan interview secara offline di Kantor Pusat (Gold Coast Office Tower - PIK Jakarta Utara).",None
Business Analyst (Banking Background),PT. Wide Technologies Indonesia,"South Jakarta, Jakarta",None,Full time,"Business analysts assess how organisations are performing and help them improve their processes and systems. They conduct research and analysis in order to come up with solutions to business problems and help to introduce these solutions to businesses and their clients. Business analysts use data to suggest ways that organisations can operate more efficiently. They gather and analyse data to develop and investigate potential solutions – including improvements to systems and process – to organisational challenges.
 Responsibilities:
Market analysis, benchmark to find potential business opportunities.
Gathering, validating and documenting business requirements.
Identifying issues, risks and benefits of existing and proposed solutions and provide solution with activities leading to high value-business solutions to overcome customer’s business issues.
Modelling business processes for process improvement.
Supporting business transition and helping to establish change.
Prepare end-to-end business model.
Collaborate with business partners, QAs, Developers and Customers to launch new improvements/products/features end-to-end.
 Qualifications & Education Requirements:
Minimum bachelor’s degree in any majors.
Having at least 2 to 3 years of professional experience with related fields (as Business Analyst/System Analyst) in Banking/Financial Services industry (Other industries such as Non-Banking are also welcome).
Certification in Business Analysis / Business Process Analysis is an added advantage.
 Preferred Skills:
Positive, self-starter, motivated, ability to work in a team and collaborate with many different clients of the company.
Develop deep understanding of company's products.
Having the methodology that can be used in eliciting requirement with Business Users.
Experience creating business deck/proposal.
Good problem-solving skills.
Good communication (written & verbal) in English.
 ",None
Business Analyst,Sibernetik Integra Data,"South Jakarta, Jakarta",Rp 10.000.000 – Rp 13.000.000 per month,Full time,"We are looking for a skilled Business Analyst to join our team and support the development and enhancement of software applications. You will work closely with stakeholders to gather requirements, analyze processes, and ensure the smooth delivery of application projects.
Key Responsibilities:
Collaborate with stakeholders to gather and document business requirements.
Analyze data to identify trends, patterns, and areas for improvement.
Develop reports and dashboards to support decision-making.
Assist in project management activities, ensuring timely delivery of key milestones.
Provide recommendations based on data insights to optimize processes and drive efficiency.
Requirements:
Proven 3-4 years experience as a Business Analyst or in a similar role.
Strong analytical and problem-solving skills.
Experience in data analysis and project management.
Proficiency in tools like SQL, and BI platforms (e.g., Tableau, Power BI).
Bachelor’s degree in Business, IT, or a related field.
Excellent communication and interpersonal skills.",None
Data Analyst Staff,PT Sepeda Bersama Indonesia,"South Tangerang, Banten",None,Full time,"Job Summary: The Data Analyst collects, processes, and analyzes data to help organizations make informed business decisions. This role involves interpreting complex data sets and translating them into actionable insights.
Key Responsibilities:
Gather and clean data from various sources for analysis.
Conduct statistical analysis and create data models.
Visualize data using tools like Tableau, Power BI, or Excel.
Prepare reports and presentations to communicate findings to stakeholders.
Collaborate with departments to understand data needs and provide insights.
Monitor data quality and maintain databases.
Qualifications:
Bachelor’s degree in Data Science, Statistics, Computer Science, or related field.
Experience with data analysis tools and programming languages (e.g., SQL, Python, R).
Strong analytical and critical thinking skills.
Excellent attention to detail and organizational skills.
Ability to communicate complex data findings in a clear manner.
Placement in Alam Sutera, South Tangerang",None
Data Analyst,Sibernetik Integra Data,"South Jakarta, Jakarta",None,Contract/Temp,"Sibernetik Integra Data is an Indonesian Information Technology Company with years of experience in implementing real-time data streaming and integration solution for various applications across various industries and IT Security. Our teams consist of passionate and dynamic professionals with regular refreshed necessary knowledge and skill set. We are also in the middle of a journey, developing own intelligence product, combining our skillset, knowledge and experience in real-time data streaming technology and application development to answer our market needs and we want you to be a part of it.
Responsibilities:
Interpret data, analyze results using statistical techniques, and provide ongoing reports.
Develop and implement databases, data collection systems, data analytics, and other strategies that optimize statistical efficiency and quality.
Acquire data from primary or secondary data sources and maintain databases/data systems.
Identify, analyze, and interpret trends or patterns in complex data sets.
Filter and ""clean"" data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems.
Work closely with management to prioritize business and information needs.
Locate and define new process improvement opportunities.
Requirements:
Technical expertise regarding data models, database design development, data mining, and segmentation techniques.
Strong knowledge of and experience with reporting packages (Business Objects etc.), databases (SQL, etc.), programming (XML, JavaScript, or ETL frameworks).
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc.).
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.
Adept at queries, report writing, and presenting findings.
Fluent in English.
BS in Mathematics, Economics, Computer Science, Information Management, or Statistics.",None
Financial Analyst,PT Ega Tekelindo Prima,Jakarta,Rp 10.000.000 – Rp 12.000.000 per month,Full time,"Jobdesc:
Mengelola fungsi keuangan untuk menghasilkan laporan keuangan internal perusahaan dan laporan lainnya sesuai kebutuhan manajemen secara akurat dan tepat waktu
Merencanakan dan mengkoordinasikan penyusunan anggaran perusahaan serta mengontrol realisasi penggunaan anggaran
Melakukan fungsi pengawasan transaksi keuangan guna memastikan semua proses dan transaksi keuangan dijalankan sesuai SOP perusahaan
Melakukan analisa keuangan dan analisa terkait lainnya untuk menentukan strategi pemasaran, operasional, dan investasi
  Kualifikasi:
Minimum lulusan S1 jurusan Administrasi Bisnis/Manajemen konsentrasi Keuangan dari universitas ternama dengan minimal IPK 3.00
Usia maksimal 30 tahun
Memiliki pengalaman bidang keuangan minimal 2 tahun
Memahami prinsip akuntansi dan keuangan
Menguasai komputer (MS Office): Ms Excel
Menguasai program keuangan seperti: Accurate, Zahir
Mampu berbahasa Inggris, lisan dan tulisan
Teliti, jujur, disiplin, dan sistematis dalam bekerja
Memiliki kemampuan analisa yang baik, berorientasi pada hasil, memiliki kemampuan komunikasi dan relasi interpersonal yang baik
 !! Cantumkan konsentrasi/major jurusan !!
!! Hanya menerima lulusan dengan Konsentrasi Keuangan, jurusan lain akan ditempatkan di posisi yang sesuai dan tersedia !!",None
Data Analyst Staff,PT Dream Dare Discover,"Pasuruan, East Java",None,Full time,"Company Overview:
PT Dream Dare Discover (Zuma Indonesia), we are a leading player in the footwear retail industry, known for our commitment to quality, innovation, and customer satisfaction. With a growing presence both online and in-store, we strive to provide our customers with the best footwear solutions tailored to their needs. Our data-driven approach ensures that we stay ahead of trends and continue to offer cutting-edge products and services. Join our dynamic team as we continue to expand and set new standards in the industry.
 Job Summary:
We are seeking a highly motivated and detail-oriented Data Analyst to join our team. The ideal candidate will possess strong analytical skills and technical expertise in data tools such as Power BI, SQL, Google Sheets, Looker Studio, and Python. This role is crucial for helping the company make data-driven decisions by interpreting data trends, providing insights, and optimizing business processes.
 Key Responsibilities:
Gather and clean data from various retail sources, including sales reports, inventory systems, and customer databases.
Analyze sales data to identify trends and product performance for create improvement and new insight
Develop interactive dashboards and reports using Power BI and Looker Studio to visualize key retail metrics and communicate findings to stakeholders.
Write and optimize SQL queries to extract and manipulate data from retail databases for analysis.
Utilize Python and Google Sheets to automate data processes, enhancing the efficiency of reporting and data management.
Work closely with Area Supervisor, Branch Manager and Operations Teams to provide data-driven insights that support business strategies.
Analyze inventory data to optimize stock levels, reduce excess inventory, and improve turnover rates.
Stay updated on retail analytics trends and recommend improvements to enhance data processes and reporting.
 Qualifications:
Bachelor’s degree in Data Science, Statistics, Mathematics, Business Analytics, or a related field.
3+ years of experience as a data analyst, preferably in the retail industry, with a focus on footwear or consumer goods.
Proficiency in operating Data Analyst Applications such as Microsoft Excel, Google Sheet, Power BI/Looker Studio/SQL/Phyton, Flowchart Maker Application.
Experience with Accurate is a plus
Excellent analytical skills, check trend data, check sales data and check transaction data.
Strong communication skills, able to convey complex data insights to non-technical stakeholders.
Ability to work independently and manage multiple projects in a fast-paced retail environment.",None
VISUAL EXPERT POWER BI,PT Mitracomm Ekasarana,Jakarta,Rp 12.000.000 – Rp 15.000.000 per month,Contract/Temp,"PT Mitracomm Ekasarana bekerjasama dengan perusahaan Telekomunikasi terkemuka di Indonesia membuka kesempatan kerja bagi para pakar visual Power BI yang juga memahami rantai penjualan dan distribusi di industri telekomunikasi di Indonesia untuk mengisi posisi :
 VISUAL EXPERT POWER BI
 Spesifikasi Jobdesk :
Power BI Expert:  Ahli dalam pembuatan dashboard Power BI yang interaktif, informatif, dan menarik secara visual. Mampu menggunakan fitur-fitur lanjutan Power BI seperti slicers, hierarki, drill-down, dan bookmark untuk membuat laporan yang dinamis.
Desain Visualisasi Data:
Memahami prinsip-prinsip desain grafis dan visualisasi data yang baik (warna, tata letak, tipografi) agar data mudah dipahami dan menarik.
Pengalaman dengan berbagai chart dan custom visuals untuk membuat tampilan lebih menarik.
Data Modeling:
Ahli dalam memodelkan data yang kompleks dengan menggunakan Power Query, DAX (Data Analysis Expressions), dan optimasi data sehingga hasil analisis cepat dan efisien.
UX/UI Design:
Memahami User Experience (UX) dan User Interface (UI) design untuk meningkatkan keterlibatan pengguna dengan laporan dan dashboard yang mudah digunakan dan dinavigasi.
Komunikasi & Problem-Solving:
Mampu bekerja sama dengan tim untuk memahami kebutuhan bisnis, mendefinisikan KPI, dan menyajikan data yang relevan dan actionable.
Keterampilan analisis dan pemecahan masalah untuk meningkatkan interpretasi data dan storytelling melalui dashboard.
Pengalaman dengan Integrasi Data:
Mampu menghubungkan dan mengelola berbagai sumber data (database SQL, API, cloud services) serta memperbaiki proses ETL (Extract, Transform, Load) jika diperlukan.
 Ditambah dengan spesfikasi :
Pemahaman Konteks Bisnis: Orang yang berpengalaman dalam industri telekomunikasi akan lebih cepat memahami KPI, metrik, dan pola bisnis yang relevan untuk Mobile Operator, seperti churn rate, ARPU (Average Revenue Per User), penjualan paket data, dan distribusi produk.
Kecepatan dalam Analisis Data: Memahami bagaimana industri telekomunikasi beroperasi dapat mempercepat proses analisis dan interpretasi data, sehingga dapat menyajikan insight yang lebih relevan dan actionable.
Pengetahuan tentang Struktur Data Telekomunikasi: Industri telekomunikasi memiliki struktur data yang cukup kompleks, terutama terkait dengan jaringan distribusi, pelanggan, dan performa penjualan. Orang dengan latar belakang telekomunikasi akan lebih mudah dalam memahami pola-pola ini dan mengoptimalkan penyajian datanya.
Identifikasi Kebutuhan Spesifik: Pengalaman dalam industri ini dapat membantu dalam mengidentifikasi kebutuhan spesifik, seperti analisis penjualan paket prepaid/postpaid, segmentasi pelanggan, distribusi kartu SIM, dan performa gerai atau retailer.
 Kualifikasi :
Pendidikan S1 Jurusan System Informatika
Usia maksimal 35 tahun
Spesifikasi keahlian untuk visual expert power BI
Memiliki pengalaman kerja 2-3 tahun sebagai Visual Expert Power BI
Penempatan kerja di Capital Place - Jakarta
 ",None
