Job Title,Company Name,Location,Salary,Job Type,Job Description
"Mobile App Developer
- job post",INTERSYS OPTIMA NUSANTARA,Jakarta,None,None,"Responsibilities:
Develop mobile application in the assigned platform based on specification documents.
Research the given requirement, report any difficulties and suggest better approach to implement the required features.
Fix bugs and implement enhancements to existing features.
Perform testing to ensure the quality of the project and/or patches.
Requirements:
Candidate must posses at least a Computer Science/Information Technology degree or equivalent with minimum GPA of 2.8.
At least 1 year of working experience in the related field is required for this position.
Strong knowledge of the Android and/or iOS platform.
Strong understanding of OOP concept, data structures, and algorithm.
Able to translate designs into perfect UI with detailed user experience native for the platform.
Familiar with web service implementation.
Required portfolio: Android/iOS apps that are published in Google Play Store/Apple App Store.
Good attitude, fast learner, and team player.
Fresh graduates with good logic and analytic thinking are encouraged to . Training will be provided upon hiring."
"Fullstack Developer
- job post",BCA SYARIAH,Jakarta,"Rp. 8,000,000 - Rp. 12,000,000 a month",None,"Kualifikasi :
Laki laki dan Wanita, usia 25-35
Pendidikan minimal S1 Teknik Informatika/Sistem Informasi/Teknik Komputer
Memiliki pengalaman minimal 3 tahun di posisi yang sama
Terbiasa dan memahami sistem pemrograman Web-Based/JavaScript/PHP/Visual Basic/Visual Foxpro/C/C++/Delphi/Web Design/Wordpress/Joomla, Database Concepts (Oracle / SQL / MySql / Bahasa Python
Deskripsi Pekerjaan :
- Mengembangkan aplikasi web (traditional dan reactive) dan mobile
- Membantu user bisnis dalam mendefinisikan kebutuhan bisnis ke spesifikasi fungsional dan teknis. Serta bertanggung jawab dalam full software development life cycle mulai dari technical design, development, testing, deployment dan maintenance secara Agile
- Menentukan dan mengelola arsitektur aplikasi
- Memastikan ketersediaan dan performa aplikasi yang baik
- Merencanakan dan mengeksekusi unit testing dan integration testing
- Melakukan identifikasi, troubleshooting dan resolving defect pada aplikasi yang dikembangkan baik di area development dan production
- Menjalankan tugas operasional untuk memastikan aplikasi yang telah dideploy ke production berjalan dengan baik
- Berkolaborasi dengan tim pengembang untuk memastikan integrasi antara antarmuka pengguna dan sisi server berjalan dengan lancar
- Mengetahui cara dan proses dalam menentukan dan mengelola proses Countinous Integration/Continous Deployment (CI/CD)
Job Type: Full-time"
"FULLSTACK DEVELOPER
- job post",PT. Kwadran Lima Mitra Kaya Solusi,Jakarta,"Up to Rp. 9,000,000 a month",None,"Requirements:
Education minimum: Bachelor Degree in Computer Science or Information Technology
3+ years of experience in software development experience
Strong software development fundamentals (data structures, algorithms, problem-solving, OO design, and systems architecture)
Strong understanding of object-oriented software development
Understanding of large and complex code bases, including API design techniques to help keep them clean and maintainable
Proficiency in Java and good knowledge of frameworks like CodeIgniter, Laravel, etc
Knowledge in process of multithreading, asynchronous and memory management specific to mobile devices and caching mechanisms
Willing to work on-site in Bekasi
Jenis Pekerjaan: Penuh Waktu"
"Mobile Developer
- job post",Treessolutions,Jakarta,None,None,"Mobile Developer
Job Requirements

Minimum a Bachelor Degree (S1) majoring in Industrial Engineering / Information Technology or equivalent.
Minimum 1 year of experience in a relevant professional discipline, but fresh graduates are welcome to apply.
Experience / familiar working on modern frontend and client technologies such as JavaScript, CSS3, HTML5, JSON, React.
Have a good knowledge, understanding, and experience in React Native.
Good understanding of UX design principles and best practices.
Experience working with RESTful APIs.
A team player, fast learner, and creative.
Having good interpersonal, communication, and presentation skills.
Strong in problem-solving, analytical skills, and logical approach.
English proficiency is a must.
Job Descriptions

We are looking for a Mobile Developer in our team who will be responsible for:

Supporting all aspects of the software development lifecycle includes design, development, testing, and deployment
Maintaining mobile applications and proactively improve the solution based on user requirements
Maintaining all project documentation
Reporting all activity support to Project Manager

E-mail Subject: (YOUR NAME-POSITION APPLIED)
Example: Fahri-Technical Consultant"
"MOBILE DEVELOPER
- job post",Astronacci International,Jakarta,None,None,"Tanggung Jawab Pekerjaan :
Mengembangkan mobile apps yang telah dirancang.
Melakukan maintainance & update aplikasi.
Ikut aktif berperan dalam memberikan solusi terbaik dalam pengembangan sistem.
Syarat Pengalaman :
Pendidikan minimal S1.
Pengalaman kerja minimal 2 tahun.
Kualifikasi :
Berpengalaman dalam bahasa pemrograman Java, Dart, Framework Flutter, Android Studio, dan Android Development.
Memiliki pemahaman yang baik tentang pemrograman berorientasi objek.
Terbiasa dengan RESTful API untuk menghubungkan Aplikasi Android dengan back-end service
Terbiasa dengan native development.
Terbiasa dengan android library retrofit, glide, firebase, rxjava atau setara.
Terbiasa dengan proses deployment aplikasi mobile (Playstore dan AppStore).
Memiliki pemahaman tentang Android Lifecycle.
Memiliki pengetahuan tentang fitur native mobile.
Bersemangat untuk mempelajari hal-hal baru.
Memiliki semangat untuk memecahkan masalah yang menantang.
Tunjangan :
Asuransi baik rawat inap & rawat jalan
Makan siang disediakan
Tunjangan komunikasi (internet)
Insentif :
Bonus kehadiran dan kedisiplinan
Bonus tahunan
Bonus jalan-jalan / outing baik dalam maupun luar negeri
Waktu Bekerja :
Senin (07.45 - 16.45 WIB) dan Selasa - Jumat (08.45 - 17.45 WIB)"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
"IT Web and Mobile Developer
- job post",Surya Citra Media,Jakarta,None,None,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id"
