Job Title,Company Name,Location,Salary,Job Type,Job Description
"Web Programmer
- job post",KinerjaPay Corp.,Jakarta,None,None,"We are looking for Developers to join our team. This position offers an inspirational space to create the next innovation in mobile applications..

Job Description
Manage the full technical life-cycle during each development phase.
Collaborate with team to brainstorm about new products, provide each other with technical insight and review working drafts.
Document and maintain design specifications, source code, and archives for new applications and ideas.
Perform individual project components within the entire development lifecycle including implementation, testing, deployment and maintenance.
Work with analysts and supervisors to input data and output requirements.
Work from UI/UX requirements, APIs, mockups to build functional, high-performance applications.
Handle software updates, patches, and bug fixes.
Diagnose performance issues, fix bugs to increase the functionality of new applications.
Communicate with project manager to ship new features
Continually learn about new things particular in development needs, operating system updates, and other information that will affect the functions of applications in development.
Obtain buy-in from leadership in order to secure resources for app development.

Job Requirement
In-depth knowledge of common web programming languages such as HTML5, Javascript, JQuery, PHP, CSS3 and databases such as MySQL.
Excellent ability to develop and understand algorithms.
At least 1 or 2 years of overall software development and/or web development experience.
Code, analyze, and test systems for web applications.
Understand the nuance of HTML layout, and how to create adaptive interfaces that work for any desktop and mobile browsers.
Candidate must possess at least Bachelor Degree in Computer Science, Information System, or relevant fields.
Preferably Staff (non-management & non-supervisor) specialized in IT/Computer - Software or equivalent.
Excellent verbal and written communication in Indonesian & English.
At least 1 or 2 years relates experience, preferably in e-commerce or payment related company.
Capable to work in team or individual.
Capable to work under pressure.
Optimize & Positive Thinking
High Work Dedicated
20-30 years old
Excellent compensation to be offered to the right candidate
Fresh Graduates are opened to apply
Interested?
Send an email with your desired job position and your updated CV & Portofolio to hr@kinerjapay.com"
"Web Programmer
- job post",PT Kirana Bali Wisata,Denpasar,"Rp. 3,000,000 - Rp. 4,000,000 a month",None,"Lowongan Kerja: Back End Web Developer
PT. Kirana Bali Wisata
Deskripsi Pekerjaan:
Kami mencari seorang Back End Web Developer berbakat untuk bergabung dengan tim kami di PT. Kirana Bali Wisata. Jika Anda memiliki keterampilan yang kuat dalam pengembangan server-side dan bersedia bekerja penuh waktu di Bali, kami ingin mendengar dari Anda!
Kriteria:
1. Pendidikan:
- Minimal SMK/Sederajat Jurusan Bidang IT.
2. Lokasi:
- Berdomisili di Bali.
3. Pengalaman:
- Pengalaman minimal 1 tahun di bidang Back End Web Development.
- Fresh Graduate dengan portofolio yang kuat dipersilakan melamar.
4. Keterampilan Teknis:
- Penguasaan mendalam dalam bahasa pemrograman PHP.
- Pengalaman dengan framework back end seperti Laravel.
- Pengetahuan yang baik tentang pengelolaan database relasional (MySQL).
- Pemahaman tentang RESTful API dan kemampuan untuk mengintegrasikan API.
- Familiar dengan version control system (Git).
5. Kualitas Pribadi:
- Teliti, jujur, bertanggung jawab, komunikatif, dan mudah beradaptasi.
- Memiliki kemampuan teknis dan problem solving yang baik.
- Mampu bekerja secara tim maupun individu.
6. Status Pekerjaan:
- Fulltime (No Remote).
Cara Melamar:
Jika Anda memenuhi kriteria di atas dan tertarik untuk bergabung dengan kami, silakan kirimkan CV dan portofolio Anda ke [hrd@kiranabaliwisata.com] dengan subjek ""Lamaran Back End Web Developer - [Nama Anda]"".
Bergabunglah dengan PT. Kirana Bali Wisata dan jadilah bagian dari tim yang dinamis dan inovatif!
Job Type: Full-time
Application Question(s):
Do you live in Bali?
Apakah familiar dengan pembuatan dan penggunaan API?
Apakah memiliki kemampuan dalam bahasa pemrograman PHP (native)?
Education:
SMA/SMU/SMK (Preferred)
Experience:
Back End Developer: 1 year (Required)"
"Junior Programmer
- job post",PT. Sakamoto Indonesia Perdana,Tangerang,"Rp. 4,200,000 - Rp. 4,700,000 a month",None,"- Pria / Wanita
- Minimal SMA/SMK (Diutamakan S1).
- Usia di bawah 25 tahun.
- Menguasai minimal satu dari bahasa pemrograman (PHP, Java, Javascript).
- Menguasai MySQL atau database lainnya.
- Menguasai HTML (nilai lebih bila menguasai CSS).
- Kemampuan penyelesaian masalah (problem solving).
- Bahasa Inggris (minimal pasif) untuk keperluan programming.
- Bekerja Onsite di Karawaci, Tangerang.
Job Type: Full-time
Education:
SMA/SMU/SMK (Preferred)
Location:
Tangerang (Preferred)"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Web Programmer / Developer (PHP)
- job post",Selka.id,Jakarta,None,None,"Lokasi Kerja
Rukan Golf Lake Taman Palem Cluster Paris Blok A36, Cengkareng,, Jakarta, RT.10/RW.14, Cengkareng Tim., Cengkareng, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11730
Email CV dan surat lamaran anda ke hrd@selka.id, atau anda dapat membawa CV anda ke kantor kami sesuai alamat lokasi kerja diatas"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
"Tester Aplikasi (Layanan Perbankan)
- job post",PT Infomedia Nusantara,Jakarta,"Rp. 5,530,500 - Rp. 6,012,200 a month",Full-time,"Persyaratan:
1. Pria / Wanita maks 30th
2. Pendidikan D3/S1 dengan jurusan yang sesuai.
3. Mengerti bidang IT dan mampu melakukan test script
- Memiliki background di bidang Programmer atau Multimedia menjadi nilai tambah
4. Memiliki kemampuan Bahasa Inggris lisan dan tulisan baik (Advance / Upper Intermediate) - Menjadi nilai tambah
5. Memiliki ketramplilan kamunikasi lisan yang baik
6. Non-Shift, 5 hari kerja. Posisi sebagai tester applikasi bank swasta
7. Penempatan di Jakarta
Job Types: Full-time, Contract
Contract length: 12 months
Experience:
Tester Aplikasi: 1 year (Required)"
