Job Title,Company Name,Location,Salary,Job Type,Job Description
"Quality Assurance Tester
- job post",Solve Education,Indonesia,None,None,"Job Category: Product
Job Type: Full Time
Job Location: Indonesia
Benefits
Exposure to collaboration and making a positive impact with a highly motivated team not just in Indonesia but also in our International network, including Singapore, Malaysia, India, the US, and Africa.
Meal and internet allowance
Healthcare
We are looking to hire a quality assurance tester to make sure of our app and website’s qualities. Are you a gamer? Do you like finding loopholes in games and exploiting them? Have you ever found yourself stuck in a game and had to find a way to get out of the error? Then this job is a fit for you! You will be responsible for ensuring the product is in pristine condition, creating test cases, ensuring the requirements are fully implemented, proposing improvement points, and analyzing whether the features and the products can solve the user’s needs. Bonus points if you can write codes to make the automation!
Requirements:
Curious.
Good problem-solving skills.
Loves to play and find loopholes in a game/app.
Strong knowledge of software QA methodologies, tools, and processes.
Proven ability to employ analytical thinking to solve problems and generate solutions.
Ability to troubleshoot and think out of the box.
Proven ability to collaborate in a multicultural team.
Ability to remain focused in a team-oriented environment.
Ability and willingness to keep learning.
Ability to use software tools such as Gitlab, Word Processor, Spreadsheet, and Web Browser.
Knowledge of modern education systems and development fields is desirable.
Good verbal and written communication skills (Required language: English)
Plus:
Has a Bachelor’s degree in engineering, computer science, computer engineering, or a similar major.
Experience writing clear, concise, and comprehensive test strategies, plans, and cases.
Understand the difference between white box, grey box, and black-box testing.
Proven work experience in software quality assurance.
Proven work experience in the game industry.
Experience with automated testing tools.
Understanding of basic user experiences design patterns – such as button placement, screen space use, hot zones, critical paths, and color pallet.
Experience writing automated UI testing scenarios using Selenium or equivalent frameworks.
Job Description:
Writing test plans and creating test cases for the products.
Collaborate with other QA Testers and developers to develop strategies and an effective test plan.
Run test cases and analyze the results.
Report bugs and errors to the development team in detail.
Propose improvement points that will ease the user experience.
Help solve problems faced by users and propose ideas to bypass errors.
Work with cross-division teams to ensure quality throughout the software development cycle.
Develop and apply testing processes for new and existing products to meet users’ needs.
Send your CV to career@solveeducation.org"
"Software Developer (Indonesia)
- job post",HAUD Systems,Jakarta,None,None,"HAUD Systems creates unique and intuitive solutions which provide Mobile Network Operators with reliable control over their networks, resulting in increased profitability through the generation of revenues from A2P traffic, enhanced network security, a reduction in SS7, SMS fraud and spam and increased subscriber loyalty. HAUD Systems is an associate member of the GSMA and a subsidiary of Trillian Group.
As part of the Technology Department and based in our Jakarta office, the Software Developer will be primarily responsible for implementing and testing both new and existing software systems. The role also involves analysing and documenting in-house developed software. Strong communication skills are essential for collaborating with fellow developers and coordinating with other departments. Proficiency in English is required. At times, tight deadlines may necessitate extra hours and flexibility.
Role and Responsibilities:
Develop, enhance, and maintain high-quality Android applications using Java conforming to industry standards and best practices
Support with the development and maintenance of backend solutions and applications
Stay updated with the latest Android development trends, including security patches, compatibility updates, and accessibility improvements
Write clean, maintainable, and scalable code following best practices and coding standards.
Work extensively with Android components such as Telephony Manager, Broadcast Receiver, Notification Listener, and others
Ensure the performance, quality, and responsiveness of applications, optimizing them for efficiency and scalability
Identify, diagnose, and fix bugs, bottlenecks, and performance issues within the applications
Collaborate with cross-functional teams to define, design, and ship new features
Continuously discover, evaluate, and implement new technologies to maximize development efficiency
A commitment to maintain the applicability and correctness of software deliverables produced, guaranteeing their alignment to business requirements and company goals
Fosters an environment of teamwork and encourages innovation
Ensures that all relevant process, quality and security guidelines are embedded in the designs from the early stages
Excellent analytical and problem-solving skills with a keen attention to detail
Assist in the development of appropriate standards and practices and ensure that they are
Follow the development life cycle and technology standards adopted by the organisation.
Requirements
Minimum of 3+ years of professional experience in Android app development using Java
First or Post-Graduate Degree in Computer Science, IT, Engineering or equivalent
Strong knowledge of Java and hands-on experience with Android SDK and core Android components
Knowledge of other technologies such as Perl, PHP and NodeJS will be considered as an asset
Experience with Kotlin will be considered as an asset
Familiarity with Android UI design principles, patterns, and best practices
Experience with Mobile Applications Automation tools such as Appium will be considered as an asset
Knowledge of the Google Play Store deployment and app submission processes
Experience with RESTful APIs, third-party libraries, and SDK integrations
Understanding of version control systems such as Git
Knowledge of mobile architecture patterns (MVC, MVVM, etc.) and strong understanding of the full mobile development life cycle
Familiarity with JavaScript, PHP, or Perl will be considered as an asset
Practical knowledge on OOP, Refactoring, and Unit Testing
Knowledge of Agile methodologies and related technologies (Scrum, Kanban, JIRA, etc.)
Knowledge of continuous integration and delivery (CI/CD) pipelines for Android apps
Experience in Relational / NoSQL Database Management Systems such as MySQL, PostgreSQL, Elasticsearch, MongoDB, etc. will be considered as an assist.
Interpersonal Skills
Strong analytic skills and result oriented
Strong work ethics
Passion towards achieving high precision and quality of work produced with meticulous attention to detail
Strong communication and teamwork skills
Able to work in a fast-paced environment
Ability to successfully work under tight project deadlines
Motivated, self-starter, problem solver with the ability to work independently
Proficiency in English, both written and spoken, is a must.
Benefits
Gross Base Salary paid monthly
International and multi-cultural working environment
Private Health Insurance (Family)
Travel Allowance
Health and Fitness Allowance
Staff recognition and career growth
Internal training & Learning and Development Progam
About Us:
For most Mobile Network Operators, SMS A2P is a sleeping giant. Total addressable revenue is stagnant - coming from either fixed price wholesale, or traffic eroding price hikes. HAUD’s complete Messaging Revenue Platform is an industry game-changer allowing MNOs to break free of traditional growth constraints and create attractive revenue strategies which can be enforced through our award-winning SMS firewall and billed via automation.

What is it like to work here:
We are a hyper-growth, global organisation with innovation, diversity and inclusion at the heart of everything we do. We know work makes up a massive part of our lives, that’s why our flexible working model ensures that our teams have a healthy work/life balance. We invest in our employees to grow within the business and to continue to develop themselves through our learning and development programmes, providing room for internal promotion and longevity."
"Senior Game Developer (APAC)
- job post",Argus Labs,Jakarta,None,None,"Argus Labs is building the next generation of massively multiplayer online (MMO) games by empowering players with the extensive freedom to build, extend, and influence the game worlds they inhabit. Our approach is centered around World Engine, our state-of-the-art onchain game server framework.

World Engine leverages a novel sharded rollup blockchain architecture, which allows games to use smart contracts for user-generated content (UGC) while scaling to tens of thousands of concurrent users without compromising performance. To date, World Engine is the most performant blockchain designed from the ground up for games and has been used in production for games like Dark Frontier, processing 700K+ player transactions within a week.
Backed by the best
We raised $10 million in seed funding led by Haun Ventures ($1.5B crypto fund led by former a16z GP, Katie Haun) with participation from influential angel investors in tech and gaming such as Elad Gil and Balaji Srinivasan (ex-Coinbase CTO).
Learn about who we are and our technology
https://argus.gg
https://world.dev
https://twitter.com/ArgusLabs_
About the Role
Skills: Unity, C#
We're looking for great game developers who have in-depth experience in Game Development and are proficient in Unity, C#, and Git. In this role, you will be responsible for creating online games using Unity and our bespoke game backend infrastructure. You will be a key member of our game studio team, working closely with our infrastructure team to push the boundaries of online games.
Responsibilities
Work with a team of game developers in the development, and implementation of high-quality and engaging game projects using Unity.
Collaborate with cross-functional teams including art and design to ensure seamless integration of game assets and gameplay features.
Develop, maintain, and optimize codebase ensuring clarity and optimal performance.
Continuously research and incorporate industry best practices, staying current with the latest Unity and game development technologies.
Requirements
4+ years of professional experience in game development.
Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
Strong working experience using the Unity Engine and C#.
Strong knowledge of Unity Engine specific features such as UIToolkit, Addressables or DOTS / ECS.
Knowledge of version control systems, such as Git or Perforce.
Able to work with US PST Time Zone from 9am to 12pm PST
Fluent in English.
Strong communication skills and work ethics to operate in a remote environment.
Nice to Have
Understanding of game development best practices such as coding standards and performance optimization.
Familiarity with Agile/Scrum methodologies and tools like Linear or Notion.
Passion for gaming and a keen interest in staying up-to-date with industry trends and advancements.
Strong portfolio showcasing completed game projects, both personal and professional.
Experience on Multiplayer games development.
Perks & benefits
For full-time employees
A note for the game industry veterans: no crunch :-)
Flexible PTO (2 weeks required) + holidays
100% employer-covered medical, dental, and vision insurance (US)
401k (US)
Up to $1500 desk set-up stipend
Company retreats
We’re an equal-opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status."
"Back End Engineer (ShopeePay) - Sea Labs
- job post",Shopee,Jakarta,None,None,"Department Engineering and Technology
LevelEntry Level
LocationIndonesia - Jakarta
The Engineering and Technology team is at the core of the Shopee platform development. The team is made up of a group of passionate engineers from all over the world, striving to build the best systems with the most suitable technologies. Our engineers do not merely solve problems at hand; We build foundations for a long-lasting future. We don't limit ourselves on what we can or can't do; we take matters into our own hands even if it means drilling down to the bottom layer of the computing platform. Shopee's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience it first-hand if you love technologies as much as we do.
About the Team:
About Sea Labs Indonesia
Sea Labs is at the core of the Sea platforms development, supporting diverse business lines from e-commerce, supply chain, games, payment and finance, among many others. The strong growth and unique positioning of Sea's e-commerce business, Shopee, spurred the launch of Sea Labs Indonesia. Since its inception, the group of passionate engineers have charted the course to drive the best experience for our users in Indonesia, many of which solutions are even adapted to other markets in the region.

Sea's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience world-class projects first-hand if you love technologies as much as we do.Together with our passionate and driven teams, you'll get to develop your skills, build on industry knowledge and collaborate with global teams in a dynamic space. Browse our Sea Labs Indonesia team openings to see how you can make an impact with us.

About the Team
The Payment team, best known for their flagship product: ShopeePay, aims to develop a mature, world-class payment platform connecting individuals and businesses within Shopee ecosystem. Beyond ShopeePay, the Team also connects with a large number of local financial institutions to serve billions of Shopee and SeaMoney users across the different markets.

Together, we aim to reach the forefront of cashless payment technology by providing a more accessible, secure and reliable payment network that empowers individuals as well as micro, small and medium enterprises around the globe.
Job Description:
As a Back End Engineer, you will work with some of the most talented minds in the world, collaborating with fellow Developers, Product Managers, User Experience Designers and Operation Engineers to build user-centric, business-critical functionalities that delight both internal businesses and external end-users. Your main responsibility includes (but not limited to):
Design and development of backend services, systems, or platforms used by our products and our user
Write high-quality, clean, elegant, and maintainable code
Build common libraries
Analyse requirements, design, and develop functionalities based on the product requirements
Understand the product thoroughly, constantly optimise the product, identify and fix problems, improve stability and user experience
Design and implement various supporting tools as needed
Collaborate with other engineers, product managers, user experience designers, and operations engineers to build features and products

Requirements:
Bachelor's degree or above in Computer Science or related fields
Candidates with no working experience are welcome to apply
Passionate about coding and programming, innovation, and solving challenging problems
In-depth understanding of computer science fundamentals (data structures and algorithms, operating systems, networks, databases, etc)
Strong and hands-on experience with at least one of the programming languages such as Go, Python, Java
Hands-on experience and knowledge in relational databases such as MySQL
Strong logical thinking abilities
Familiar with Linux development environments and multi-threaded programming
Familiar with common network protocols (TCP, UDP, HTTP) and network programming
Experience in server/web security
Hands-on experience in Web Service frameworks and technologies such as Django, Ruby On Rails, or Node.js"
"Product Operations (S&R&A&C) - Sea Labs
- job post",Shopee,Jakarta,None,None,"Department Product Management
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Product Management team at Shopee is the key focal point between the business, engineering and design teams. The team is responsible for implementing strategy, road maps and features, while adhering to business goals. It covers all functions including but not limited to Financial Services, Supply Chain, Search, Recommendation, Advertising, Order, Promotion, User, Anti-Fraud, Seller Service. Join us to own a product that is impacting millions of lives in Southeast Asia and Taiwan.
About the Team:
Sea Labs is at the core of the Sea platform development, supporting diverse business lines from e-commerce, supply chain, games, payment, and finance, among many others. The strong growth and unique positioning of Sea's e-commerce business, Shopee, spurred the launch of Sea Labs Indonesia. Since its inception, passionate engineers have charted the course to drive the best experience for our users in Indonesia, many of which solutions are even adapted to other regional markets.

Sea's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience world-class projects first-hand if you love technologies as much as we do. Together with our passionate and driven teams, you'll get to develop your skills, build on industry knowledge, and collaborate with global teams in a dynamic space. Browse our Sea Labs Indonesia team openings to see how you can make an impact with us

About the Team:
Shopee Search & Recommendation team provides AI-based online services to our users. Behind the scenes, these services are powered by petabytes of data, numerous state-of-the-art machine learning algorithms, sophisticated and scalable service architectures, and creative business strategies. We create intelligence from massive seemingly nebulous data and turn innovative ideas into tangible products. We keep on breaking our systems’ limit to keep pace with Shopee's fast-growing business. We aim to deliver a “smart” shopping experience on users’ next click.

Job Description:
Bridging between local teams and regional Product Managers to assess all aspects of Content feature requirements from both business and product perspectives
Ensure the operational aspects of the feature development with the local team to support the timeliness of the deliverables of the features
Ensure smooth communication for new feature development & localization to local teams, such as conducting A/B testing and troubleshooting
Manage requests from internal stakeholders, support the end-to-end product operations from project planning, and execution, to reporting and measuring of performance related to content
Ensure daily workflow tasks are completed with good quality within designated timelines
Explore content products trends by conducting regular research and analysis of market
Drive the enhancement of the overall feature performance and user experience to achieve higher impact with developers and product managers

Requirements:
At least 1-2 years of experience in operational roles, or working with cross-functional teams is a plus
Bachelor’s degree across all disciplines
Have a track record of delivering results
Strong execution skills, attention to detail, ability to innovate and optimise business processes
Strong ownership, bias towards actions, get things done independently
Strong communication, especially in complex business/technical information verbally and in writing
Able to work in a dynamic environment with multiple parties involved
Analytical and quantitative reasoning with good critical thinking and data-based decision-making skills
Good command of Excel/Google Sheet. Basic knowledge of SQL"
"Product Operations (S&R&A&C) - Sea Labs
- job post",Shopee,Jakarta,None,None,"Department Product Management
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Product Management team at Shopee is the key focal point between the business, engineering and design teams. The team is responsible for implementing strategy, road maps and features, while adhering to business goals. It covers all functions including but not limited to Financial Services, Supply Chain, Search, Recommendation, Advertising, Order, Promotion, User, Anti-Fraud, Seller Service. Join us to own a product that is impacting millions of lives in Southeast Asia and Taiwan.
About the Team:
Sea Labs is at the core of the Sea platform development, supporting diverse business lines from e-commerce, supply chain, games, payment, and finance, among many others. The strong growth and unique positioning of Sea's e-commerce business, Shopee, spurred the launch of Sea Labs Indonesia. Since its inception, passionate engineers have charted the course to drive the best experience for our users in Indonesia, many of which solutions are even adapted to other regional markets.

Sea's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience world-class projects first-hand if you love technologies as much as we do. Together with our passionate and driven teams, you'll get to develop your skills, build on industry knowledge, and collaborate with global teams in a dynamic space. Browse our Sea Labs Indonesia team openings to see how you can make an impact with us

About the Team:
Shopee Search & Recommendation team provides AI-based online services to our users. Behind the scenes, these services are powered by petabytes of data, numerous state-of-the-art machine learning algorithms, sophisticated and scalable service architectures, and creative business strategies. We create intelligence from massive seemingly nebulous data and turn innovative ideas into tangible products. We keep on breaking our systems’ limit to keep pace with Shopee's fast-growing business. We aim to deliver a “smart” shopping experience on users’ next click.

Job Description:
Bridging between local teams and regional Product Managers to assess all aspects of Content feature requirements from both business and product perspectives
Ensure the operational aspects of the feature development with the local team to support the timeliness of the deliverables of the features
Ensure smooth communication for new feature development & localization to local teams, such as conducting A/B testing and troubleshooting
Manage requests from internal stakeholders, support the end-to-end product operations from project planning, and execution, to reporting and measuring of performance related to content
Ensure daily workflow tasks are completed with good quality within designated timelines
Explore content products trends by conducting regular research and analysis of market
Drive the enhancement of the overall feature performance and user experience to achieve higher impact with developers and product managers

Requirements:
At least 1-2 years of experience in operational roles, or working with cross-functional teams is a plus
Bachelor’s degree across all disciplines
Have a track record of delivering results
Strong execution skills, attention to detail, ability to innovate and optimise business processes
Strong ownership, bias towards actions, get things done independently
Strong communication, especially in complex business/technical information verbally and in writing
Able to work in a dynamic environment with multiple parties involved
Analytical and quantitative reasoning with good critical thinking and data-based decision-making skills
Good command of Excel/Google Sheet. Basic knowledge of SQL"
"Product Operations (S&R&A&C) - Sea Labs
- job post",Shopee,Jakarta,None,None,"Department Product Management
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Product Management team at Shopee is the key focal point between the business, engineering and design teams. The team is responsible for implementing strategy, road maps and features, while adhering to business goals. It covers all functions including but not limited to Financial Services, Supply Chain, Search, Recommendation, Advertising, Order, Promotion, User, Anti-Fraud, Seller Service. Join us to own a product that is impacting millions of lives in Southeast Asia and Taiwan.
About the Team:
Sea Labs is at the core of the Sea platform development, supporting diverse business lines from e-commerce, supply chain, games, payment, and finance, among many others. The strong growth and unique positioning of Sea's e-commerce business, Shopee, spurred the launch of Sea Labs Indonesia. Since its inception, passionate engineers have charted the course to drive the best experience for our users in Indonesia, many of which solutions are even adapted to other regional markets.

Sea's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience world-class projects first-hand if you love technologies as much as we do. Together with our passionate and driven teams, you'll get to develop your skills, build on industry knowledge, and collaborate with global teams in a dynamic space. Browse our Sea Labs Indonesia team openings to see how you can make an impact with us

About the Team:
Shopee Search & Recommendation team provides AI-based online services to our users. Behind the scenes, these services are powered by petabytes of data, numerous state-of-the-art machine learning algorithms, sophisticated and scalable service architectures, and creative business strategies. We create intelligence from massive seemingly nebulous data and turn innovative ideas into tangible products. We keep on breaking our systems’ limit to keep pace with Shopee's fast-growing business. We aim to deliver a “smart” shopping experience on users’ next click.

Job Description:
Bridging between local teams and regional Product Managers to assess all aspects of Content feature requirements from both business and product perspectives
Ensure the operational aspects of the feature development with the local team to support the timeliness of the deliverables of the features
Ensure smooth communication for new feature development & localization to local teams, such as conducting A/B testing and troubleshooting
Manage requests from internal stakeholders, support the end-to-end product operations from project planning, and execution, to reporting and measuring of performance related to content
Ensure daily workflow tasks are completed with good quality within designated timelines
Explore content products trends by conducting regular research and analysis of market
Drive the enhancement of the overall feature performance and user experience to achieve higher impact with developers and product managers

Requirements:
At least 1-2 years of experience in operational roles, or working with cross-functional teams is a plus
Bachelor’s degree across all disciplines
Have a track record of delivering results
Strong execution skills, attention to detail, ability to innovate and optimise business processes
Strong ownership, bias towards actions, get things done independently
Strong communication, especially in complex business/technical information verbally and in writing
Able to work in a dynamic environment with multiple parties involved
Analytical and quantitative reasoning with good critical thinking and data-based decision-making skills
Good command of Excel/Google Sheet. Basic knowledge of SQL"
"Product Operations (S&R&A&C) - Sea Labs
- job post",Shopee,Jakarta,None,None,"Department Product Management
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Product Management team at Shopee is the key focal point between the business, engineering and design teams. The team is responsible for implementing strategy, road maps and features, while adhering to business goals. It covers all functions including but not limited to Financial Services, Supply Chain, Search, Recommendation, Advertising, Order, Promotion, User, Anti-Fraud, Seller Service. Join us to own a product that is impacting millions of lives in Southeast Asia and Taiwan.
About the Team:
Sea Labs is at the core of the Sea platform development, supporting diverse business lines from e-commerce, supply chain, games, payment, and finance, among many others. The strong growth and unique positioning of Sea's e-commerce business, Shopee, spurred the launch of Sea Labs Indonesia. Since its inception, passionate engineers have charted the course to drive the best experience for our users in Indonesia, many of which solutions are even adapted to other regional markets.

Sea's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience world-class projects first-hand if you love technologies as much as we do. Together with our passionate and driven teams, you'll get to develop your skills, build on industry knowledge, and collaborate with global teams in a dynamic space. Browse our Sea Labs Indonesia team openings to see how you can make an impact with us

About the Team:
Shopee Search & Recommendation team provides AI-based online services to our users. Behind the scenes, these services are powered by petabytes of data, numerous state-of-the-art machine learning algorithms, sophisticated and scalable service architectures, and creative business strategies. We create intelligence from massive seemingly nebulous data and turn innovative ideas into tangible products. We keep on breaking our systems’ limit to keep pace with Shopee's fast-growing business. We aim to deliver a “smart” shopping experience on users’ next click.

Job Description:
Bridging between local teams and regional Product Managers to assess all aspects of Content feature requirements from both business and product perspectives
Ensure the operational aspects of the feature development with the local team to support the timeliness of the deliverables of the features
Ensure smooth communication for new feature development & localization to local teams, such as conducting A/B testing and troubleshooting
Manage requests from internal stakeholders, support the end-to-end product operations from project planning, and execution, to reporting and measuring of performance related to content
Ensure daily workflow tasks are completed with good quality within designated timelines
Explore content products trends by conducting regular research and analysis of market
Drive the enhancement of the overall feature performance and user experience to achieve higher impact with developers and product managers

Requirements:
At least 1-2 years of experience in operational roles, or working with cross-functional teams is a plus
Bachelor’s degree across all disciplines
Have a track record of delivering results
Strong execution skills, attention to detail, ability to innovate and optimise business processes
Strong ownership, bias towards actions, get things done independently
Strong communication, especially in complex business/technical information verbally and in writing
Able to work in a dynamic environment with multiple parties involved
Analytical and quantitative reasoning with good critical thinking and data-based decision-making skills
Good command of Excel/Google Sheet. Basic knowledge of SQL"
"Product Operations (S&R&A&C) - Sea Labs
- job post",Shopee,Jakarta,None,None,"Department Product Management
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Product Management team at Shopee is the key focal point between the business, engineering and design teams. The team is responsible for implementing strategy, road maps and features, while adhering to business goals. It covers all functions including but not limited to Financial Services, Supply Chain, Search, Recommendation, Advertising, Order, Promotion, User, Anti-Fraud, Seller Service. Join us to own a product that is impacting millions of lives in Southeast Asia and Taiwan.
About the Team:
Sea Labs is at the core of the Sea platform development, supporting diverse business lines from e-commerce, supply chain, games, payment, and finance, among many others. The strong growth and unique positioning of Sea's e-commerce business, Shopee, spurred the launch of Sea Labs Indonesia. Since its inception, passionate engineers have charted the course to drive the best experience for our users in Indonesia, many of which solutions are even adapted to other regional markets.

Sea's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience world-class projects first-hand if you love technologies as much as we do. Together with our passionate and driven teams, you'll get to develop your skills, build on industry knowledge, and collaborate with global teams in a dynamic space. Browse our Sea Labs Indonesia team openings to see how you can make an impact with us

About the Team:
Shopee Search & Recommendation team provides AI-based online services to our users. Behind the scenes, these services are powered by petabytes of data, numerous state-of-the-art machine learning algorithms, sophisticated and scalable service architectures, and creative business strategies. We create intelligence from massive seemingly nebulous data and turn innovative ideas into tangible products. We keep on breaking our systems’ limit to keep pace with Shopee's fast-growing business. We aim to deliver a “smart” shopping experience on users’ next click.

Job Description:
Bridging between local teams and regional Product Managers to assess all aspects of Content feature requirements from both business and product perspectives
Ensure the operational aspects of the feature development with the local team to support the timeliness of the deliverables of the features
Ensure smooth communication for new feature development & localization to local teams, such as conducting A/B testing and troubleshooting
Manage requests from internal stakeholders, support the end-to-end product operations from project planning, and execution, to reporting and measuring of performance related to content
Ensure daily workflow tasks are completed with good quality within designated timelines
Explore content products trends by conducting regular research and analysis of market
Drive the enhancement of the overall feature performance and user experience to achieve higher impact with developers and product managers

Requirements:
At least 1-2 years of experience in operational roles, or working with cross-functional teams is a plus
Bachelor’s degree across all disciplines
Have a track record of delivering results
Strong execution skills, attention to detail, ability to innovate and optimise business processes
Strong ownership, bias towards actions, get things done independently
Strong communication, especially in complex business/technical information verbally and in writing
Able to work in a dynamic environment with multiple parties involved
Analytical and quantitative reasoning with good critical thinking and data-based decision-making skills
Good command of Excel/Google Sheet. Basic knowledge of SQL"
"Product Operations (S&R&A&C) - Sea Labs
- job post",Shopee,Jakarta,None,None,"Department Product Management
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Product Management team at Shopee is the key focal point between the business, engineering and design teams. The team is responsible for implementing strategy, road maps and features, while adhering to business goals. It covers all functions including but not limited to Financial Services, Supply Chain, Search, Recommendation, Advertising, Order, Promotion, User, Anti-Fraud, Seller Service. Join us to own a product that is impacting millions of lives in Southeast Asia and Taiwan.
About the Team:
Sea Labs is at the core of the Sea platform development, supporting diverse business lines from e-commerce, supply chain, games, payment, and finance, among many others. The strong growth and unique positioning of Sea's e-commerce business, Shopee, spurred the launch of Sea Labs Indonesia. Since its inception, passionate engineers have charted the course to drive the best experience for our users in Indonesia, many of which solutions are even adapted to other regional markets.

Sea's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience world-class projects first-hand if you love technologies as much as we do. Together with our passionate and driven teams, you'll get to develop your skills, build on industry knowledge, and collaborate with global teams in a dynamic space. Browse our Sea Labs Indonesia team openings to see how you can make an impact with us

About the Team:
Shopee Search & Recommendation team provides AI-based online services to our users. Behind the scenes, these services are powered by petabytes of data, numerous state-of-the-art machine learning algorithms, sophisticated and scalable service architectures, and creative business strategies. We create intelligence from massive seemingly nebulous data and turn innovative ideas into tangible products. We keep on breaking our systems’ limit to keep pace with Shopee's fast-growing business. We aim to deliver a “smart” shopping experience on users’ next click.

Job Description:
Bridging between local teams and regional Product Managers to assess all aspects of Content feature requirements from both business and product perspectives
Ensure the operational aspects of the feature development with the local team to support the timeliness of the deliverables of the features
Ensure smooth communication for new feature development & localization to local teams, such as conducting A/B testing and troubleshooting
Manage requests from internal stakeholders, support the end-to-end product operations from project planning, and execution, to reporting and measuring of performance related to content
Ensure daily workflow tasks are completed with good quality within designated timelines
Explore content products trends by conducting regular research and analysis of market
Drive the enhancement of the overall feature performance and user experience to achieve higher impact with developers and product managers

Requirements:
At least 1-2 years of experience in operational roles, or working with cross-functional teams is a plus
Bachelor’s degree across all disciplines
Have a track record of delivering results
Strong execution skills, attention to detail, ability to innovate and optimise business processes
Strong ownership, bias towards actions, get things done independently
Strong communication, especially in complex business/technical information verbally and in writing
Able to work in a dynamic environment with multiple parties involved
Analytical and quantitative reasoning with good critical thinking and data-based decision-making skills
Good command of Excel/Google Sheet. Basic knowledge of SQL"
"Product Operations (S&R&A&C) - Sea Labs
- job post",Shopee,Jakarta,None,None,"Department Product Management
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Product Management team at Shopee is the key focal point between the business, engineering and design teams. The team is responsible for implementing strategy, road maps and features, while adhering to business goals. It covers all functions including but not limited to Financial Services, Supply Chain, Search, Recommendation, Advertising, Order, Promotion, User, Anti-Fraud, Seller Service. Join us to own a product that is impacting millions of lives in Southeast Asia and Taiwan.
About the Team:
Sea Labs is at the core of the Sea platform development, supporting diverse business lines from e-commerce, supply chain, games, payment, and finance, among many others. The strong growth and unique positioning of Sea's e-commerce business, Shopee, spurred the launch of Sea Labs Indonesia. Since its inception, passionate engineers have charted the course to drive the best experience for our users in Indonesia, many of which solutions are even adapted to other regional markets.

Sea's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience world-class projects first-hand if you love technologies as much as we do. Together with our passionate and driven teams, you'll get to develop your skills, build on industry knowledge, and collaborate with global teams in a dynamic space. Browse our Sea Labs Indonesia team openings to see how you can make an impact with us

About the Team:
Shopee Search & Recommendation team provides AI-based online services to our users. Behind the scenes, these services are powered by petabytes of data, numerous state-of-the-art machine learning algorithms, sophisticated and scalable service architectures, and creative business strategies. We create intelligence from massive seemingly nebulous data and turn innovative ideas into tangible products. We keep on breaking our systems’ limit to keep pace with Shopee's fast-growing business. We aim to deliver a “smart” shopping experience on users’ next click.

Job Description:
Bridging between local teams and regional Product Managers to assess all aspects of Content feature requirements from both business and product perspectives
Ensure the operational aspects of the feature development with the local team to support the timeliness of the deliverables of the features
Ensure smooth communication for new feature development & localization to local teams, such as conducting A/B testing and troubleshooting
Manage requests from internal stakeholders, support the end-to-end product operations from project planning, and execution, to reporting and measuring of performance related to content
Ensure daily workflow tasks are completed with good quality within designated timelines
Explore content products trends by conducting regular research and analysis of market
Drive the enhancement of the overall feature performance and user experience to achieve higher impact with developers and product managers

Requirements:
At least 1-2 years of experience in operational roles, or working with cross-functional teams is a plus
Bachelor’s degree across all disciplines
Have a track record of delivering results
Strong execution skills, attention to detail, ability to innovate and optimise business processes
Strong ownership, bias towards actions, get things done independently
Strong communication, especially in complex business/technical information verbally and in writing
Able to work in a dynamic environment with multiple parties involved
Analytical and quantitative reasoning with good critical thinking and data-based decision-making skills
Good command of Excel/Google Sheet. Basic knowledge of SQL"
