Month,JavaScript_tiobe,JavaScript_wiki,JavaScript_gtrend,JavaScript_tiobe_label,JavaScript_wiki_label,JavaScript_gtrend_label
2018-11,0.4112149532710281,0.0971197927048036,0.2941176470588235,high,low,low
2018-12,0.5981308411214954,0.0769384094080127,0.2941176470588235,high,low,low
2019-01,0.7102803738317757,0.1005082718756228,0.2941176470588235,high,high,low
2019-02,0.5000000000000001,0.0680187362965916,0.3529411764705882,high,low,high
2019-03,0.3037383177570094,0.0688160255132549,0.2352941176470588,low,low,low
2019-04,0.3411214953271027,0.0705102650986645,0.1764705882352941,low,low,low
2019-05,0.4252336448598131,0.0555610922862268,0.3529411764705882,high,low,high
2019-06,0.4392523364485983,0.035828184173809,0.2352941176470588,high,low,low
2019-07,0.2429906542056074,0.0690153478174207,0.4705882352941176,low,low,high
2019-08,0.2242990654205606,0.0585010962726729,0.4117647058823529,low,low,high
2019-09,0.1635514018691588,0.068716364361172,0.4117647058823529,low,low,high
2019-10,0.1401869158878505,0.081522822403827,0.4117647058823529,low,low,high
2019-11,0.0700934579439252,0.069912298186167,0.4117647058823529,low,low,high
2019-12,0.144859813084112,0.0501295594977077,0.2352941176470588,low,low,low
2020-01,0.3130841121495328,0.0590990631851704,0.3529411764705882,low,low,high
2020-02,0.1308411214953271,0.0500298983456248,0.4117647058823529,low,low,high
2020-03,0.1261682242990653,0.0690153478174207,0.3529411764705882,low,low,high
2020-04,0.2803738317757009,0.0930835160454454,0.2941176470588235,low,low,low
2020-05,0.4205607476635515,0.0555112617101853,0.2941176470588235,high,low,low
2020-06,0.2289719626168224,0.0694638230017939,0.3529411764705882,low,low,high
2020-07,0.3271028037383178,0.0793302770580027,0.3529411764705882,low,low,high
2020-08,0.5093457943925235,0.055909906318517,0.1764705882352941,high,low,low
2020-09,0.3551401869158879,0.0915885987642017,0.2941176470588235,low,low,low
2020-10,0.1682242990654206,0.2886186964321307,0.1176470588235294,low,high,low
2020-11,0.1168224299065419,0.4120490332868248,0.1176470588235294,low,high,low
2020-12,0.266355140186916,0.4061690253139326,0.1176470588235294,low,high,low
2021-01,0.1962616822429907,0.2040063783137333,0.1764705882352941,low,high,low
2021-02,0.2289719626168224,0.0388180187362965,0.1764705882352941,low,low,low
2021-03,0.1542056074766354,0.0745465417580227,0.1176470588235294,low,low,low
2021-04,0.308411214953271,0.038319712975882,0.1764705882352941,low,low,low
2021-05,0.3130841121495328,0.0274566473988439,0.1176470588235294,low,low,low
2021-06,0.2570093457943926,0.0475882001195933,0.1764705882352941,low,low,low
2021-07,0.4345794392523365,0.2216962328084512,0.1764705882352941,high,high,low
2021-08,0.5467289719626169,0.2753637632051026,0.1176470588235294,high,high,low
2021-09,0.3598130841121495,0.3312238389475782,0.1764705882352941,low,high,low
2021-10,0.1915887850467289,0.5248156268686466,0.1764705882352941,low,high,low
2021-11,0.4112149532710281,0.5893462228423361,0.2352941176470588,high,high,low
2021-12,0.2429906542056074,0.5828682479569464,0.2352941176470588,low,high,low
2022-01,0.144859813084112,0.6268188160255133,0.8235294117647058,low,high,high
2022-02,0.0233644859813084,0.6961829778752242,0.8823529411764706,low,high,high
2022-03,0.144859813084112,0.8042654973091489,1.0,low,high,high
2022-04,0.294392523364486,0.8100458441299582,0.9411764705882352,low,high,high
2022-05,0.1588785046728972,0.6496910504285429,0.5882352941176471,low,high,high
2022-06,0.144859813084112,0.7562786525812238,0.9411764705882352,low,high,high
2022-07,0.0,0.7292206497907116,0.8823529411764706,low,high,high
2022-08,0.2897196261682243,0.7349013354594379,0.8235294117647058,low,high,high
2022-09,0.4859813084112149,0.9630755431532788,0.7647058823529411,high,high,high
2022-10,0.4485981308411216,1.0,0.8823529411764706,high,high,high
2022-11,0.6588785046728972,0.8269882399840542,0.8823529411764706,high,high,high
2022-12,0.6588785046728972,0.6698226031492924,0.7647058823529411,high,high,high
2023-01,0.5093457943925235,0.6065377715766395,0.7058823529411765,high,high,high
2023-02,0.3457943925233645,0.4543551923460235,0.7647058823529411,low,high,high
2023-03,0.1822429906542056,0.5038867849312338,0.7647058823529411,low,high,high
2023-04,0.1495327102803738,0.2595176400239187,0.4117647058823529,low,high,high
2023-05,0.308411214953271,0.2189057205501295,0.5882352941176471,low,high,high
2023-06,0.4859813084112149,0.3019234602352003,0.6470588235294118,high,high,high
2023-07,0.6214953271028038,0.2946980267091887,0.5882352941176471,high,high,high
2023-08,0.7056074766355142,0.2582220450468407,0.6470588235294118,high,high,high
2023-09,0.7102803738317757,0.1000099661152082,0.7058823529411765,high,low,high
2023-10,0.5280373831775702,0.0338847917081921,0.7058823529411765,high,low,high
2023-11,0.6682242990654206,0.0697628064580426,0.6470588235294118,high,low,high
2023-12,0.5233644859813085,0.0586007574247558,0.5294117647058824,high,low,high
2024-01,0.4626168224299066,0.0199322304165836,0.5882352941176471,high,low,high
2024-02,0.6495327102803738,0.0,0.6470588235294118,high,low,high
2024-03,0.7476635514018692,0.037671915487343,0.5882352941176471,high,low,high
2024-04,0.5186915887850468,0.0305461431134143,0.4117647058823529,high,low,high
2024-05,0.5747663551401869,0.0755431532788519,0.7058823529411765,high,low,high
2024-06,0.719626168224299,0.0661251744070161,0.6470588235294118,high,low,high
2024-07,0.9392523364485982,0.0780346820809248,0.7058823529411765,high,low,high
2024-08,0.9953271028037384,0.0599960135539166,0.6470588235294118,high,low,high
2024-09,1.0,0.0481861670320908,0.5294117647058824,high,low,high
2024-10,0.8224299065420562,0.0474885389675104,0.5294117647058824,high,low,high
