Month,SQL_tiobe,SQL_wiki,SQL_gtrend,SQL_tiobe_label,SQL_wiki_label,SQL_gtrend_label
2020-06,0.2558139534883721,0.4502457002457002,0.3492063492063492,low,medium,low
2020-07,0.0,0.2143734643734643,0.3333333333333333,low,low,low
2020-08,0.0465116279069767,0.2361793611793611,0.1269841269841269,low,low,low
2020-09,0.2790697674418605,0.3961916461916462,0.238095238095238,low,medium,low
2020-10,0.1317829457364342,0.4416461916461916,0.1111111111111111,low,medium,low
2020-11,0.1085271317829458,0.4143120393120393,0.1428571428571428,low,medium,low
2020-12,0.1007751937984497,0.3209459459459459,0.0793650793650793,low,medium,low
2021-01,0.1627906976744187,0.2828624078624078,0.1111111111111111,low,medium,low
2021-02,0.248062015503876,0.1839680589680589,0.0793650793650793,low,low,low
2021-03,0.364341085271318,0.2767199017199017,0.1269841269841269,medium,medium,low
2021-04,0.3333333333333334,0.2039312039312039,0.1746031746031746,medium,low,low
2021-05,0.2403100775193798,0.2561425061425061,0.0317460317460317,low,medium,low
2021-06,0.3720930232558139,0.246007371007371,0.1746031746031746,medium,medium,low
2021-07,0.1007751937984497,0.2254299754299754,0.0476190476190476,low,low,low
2021-08,0.0542635658914729,0.1781326781326781,0.0,low,low,low
2021-09,0.310077519379845,0.2527641277641277,0.0952380952380952,low,medium,low
2021-10,0.5968992248062015,0.2800982800982801,0.0952380952380952,medium,medium,low
2021-11,0.5503875968992248,0.2880835380835381,0.1904761904761904,medium,medium,low
2021-12,0.3023255813953489,0.2788697788697789,0.1746031746031746,low,medium,low
2022-01,0.310077519379845,0.1818181818181818,0.5873015873015873,low,low,high
2022-02,0.1162790697674419,0.1876535626535626,0.492063492063492,low,low,medium
2022-03,0.3488372093023257,0.2082309582309582,0.6825396825396826,medium,low,high
2022-04,0.6821705426356588,0.1299140049140049,0.6507936507936508,medium,low,high
2022-05,0.364341085271318,0.0896805896805896,0.365079365079365,medium,low,low
2022-06,0.4186046511627907,0.1486486486486486,0.6666666666666666,medium,low,high
2022-07,0.1860465116279069,0.1133292383292383,0.5555555555555556,low,low,high
2022-08,0.2093023255813953,0.0884520884520884,0.5238095238095238,low,low,medium
2022-09,0.4728682170542634,0.2546068796068796,0.6349206349206349,medium,medium,high
2022-10,0.2945736434108528,0.2033169533169533,0.6349206349206349,low,low,high
2022-11,0.3255813953488373,0.136977886977887,0.6984126984126984,low,low,high
2022-12,0.6356589147286824,0.1148648648648648,0.5555555555555556,medium,low,high
2023-01,0.8527131782945737,0.0709459459459459,0.5396825396825397,high,low,medium
2023-02,0.558139534883721,0.0377764127764127,0.5238095238095238,medium,low,medium
2023-03,0.4263565891472868,0.0583538083538083,0.5714285714285714,medium,low,high
2023-04,0.2170542635658915,0.0,0.2063492063492063,low,low,low
2023-05,0.062015503875969,0.0414619164619164,0.3968253968253968,low,low,medium
2023-06,0.0542635658914729,0.0592751842751842,0.3809523809523809,low,low,low
2023-07,0.062015503875969,0.0251842751842751,0.4126984126984127,low,low,medium
2023-08,0.1007751937984497,0.0221130221130221,0.3968253968253968,low,low,medium
2023-09,0.0310077519379845,0.0617321867321867,0.3809523809523809,low,low,low
2023-10,0.2945736434108528,0.058046683046683,0.4761904761904761,low,low,medium
2023-11,0.3720930232558139,0.0611179361179361,0.4603174603174603,medium,low,medium
2023-12,0.1627906976744187,0.0343980343980344,0.3333333333333333,low,low,low
2024-01,0.0465116279069767,0.0254914004914004,0.3809523809523809,low,low,low
2024-02,0.3255813953488373,0.0211916461916461,0.3968253968253968,low,low,medium
2024-03,0.4031007751937984,0.203009828009828,0.4285714285714285,medium,low,medium
2024-04,0.1627906976744187,0.1207002457002457,0.2063492063492063,low,low,low
2024-05,0.0310077519379845,0.3141891891891892,0.492063492063492,low,medium,medium
2024-06,0.2713178294573644,0.3015970515970516,0.4285714285714285,low,medium,medium
2024-07,0.496124031007752,0.3141891891891892,0.4761904761904761,medium,medium,medium
2024-08,0.627906976744186,0.1836609336609336,0.3809523809523809,medium,low,low
2024-09,0.4186046511627907,0.1093366093366093,0.3015873015873015,medium,low,low
2024-10,0.1860465116279069,0.1388206388206388,0.365079365079365,low,low,low
