Month,Python_tiobe,Python_wiki,Python_gtrend,Python_tiobe_label,Python_wiki_label,Python_gtrend_label
2019-06,0.2933403805496828,0.0690376569037656,0.2588235294117647,medium,medium,medium
2019-07,0.3319238900634249,0.1186159261473069,0.4352941176470588,medium,high,medium
2019-08,0.3720930232558139,0.1148303114830311,0.3764705882352941,medium,high,medium
2019-09,0.3641649048625792,0.1471740718602643,0.4941176470588235,medium,high,high
2019-10,0.322938689217759,0.1812446038387461,0.5058823529411764,medium,high,high
2019-11,0.3625792811839323,0.1342232848508999,0.5176470588235295,medium,high,high
2019-12,0.3874207188160677,0.0937105665139138,0.388235294117647,medium,medium,medium
2020-01,0.3551797040169133,0.1155940758451218,0.3764705882352941,medium,high,medium
2020-02,0.3366807610993657,0.0997874742644617,0.4588235294117647,medium,high,medium
2020-03,0.3768498942917547,0.1350534635053463,0.4235294117647059,medium,high,medium
2020-04,0.3345665961945032,0.1455137145513714,0.4235294117647059,medium,high,medium
2020-05,0.3245243128964059,0.0839144583914458,0.4117647058823529,medium,medium,medium
2020-06,0.2843551797040169,0.0995882313873945,0.4,medium,high,medium
2020-07,0.322938689217759,0.0825861725443315,0.3411764705882353,medium,medium,medium
2020-08,0.3546511627906976,0.0661154280401142,0.2823529411764706,medium,medium,medium
2020-09,0.395877378435518,0.1793517965066082,0.3647058823529411,medium,high,medium
2020-10,0.4386892177589852,0.1956565052799362,0.3647058823529411,medium,high,medium
2020-11,0.4830866807610993,0.1496646078236036,0.3647058823529411,high,high,medium
2020-12,0.4878435517970402,0.1274158198844391,0.3176470588235294,high,high,medium
2021-01,0.4619450317124736,0.0976622169090788,0.2705882352941176,medium,medium,medium
2021-02,0.4164904862579281,0.063824134953842,0.2823529411764706,medium,medium,medium
2021-03,0.3874207188160677,0.0980939098093909,0.3294117647058823,medium,high,medium
2021-04,0.425475687103594,0.0533970910539948,0.3764705882352941,medium,medium,medium
2021-05,0.4698731501057082,0.0559872484558677,0.2823529411764706,high,medium,medium
2021-06,0.4682875264270613,0.0752141860928471,0.3764705882352941,medium,medium,medium
2021-07,0.4217758985200846,0.1336255562196985,0.3294117647058823,medium,high,medium
2021-08,0.4693446088794926,0.2175068074649664,0.2705882352941176,medium,high,medium
2021-09,0.4593023255813954,0.1802483894534103,0.3529411764705882,medium,high,medium
2021-10,0.4381606765327696,0.5268977884040645,0.4352941176470588,medium,high,medium
2021-11,0.4645877378435518,0.2280334728033473,0.4588235294117647,medium,high,medium
2021-12,0.5243128964059197,0.3086272165770073,0.3411764705882353,high,high,medium
2022-01,0.5602536997885835,0.0900909875805273,0.6470588235294118,high,medium,high
2022-02,0.6527484143763214,0.5110247725310487,0.6941176470588235,high,high,high
2022-03,0.5961945031712473,0.5570166699873813,0.9411764705882352,high,high,high
2022-04,0.5782241014799154,0.8275220827522083,0.8705882352941177,high,high,high
2022-05,0.5158562367864694,0.7303579730357973,0.6235294117647059,high,high,high
2022-06,0.4873150105708245,1.0,0.7294117647058823,high,high,high
2022-07,0.5528541226215645,0.7673839410241083,0.6823529411764706,high,high,high
2022-08,0.6686046511627908,0.8189878461844989,0.5882352941176471,high,high,high
2022-09,0.6744186046511629,0.7941489008434615,0.8588235294117647,high,high,high
2022-10,0.7452431289640592,0.8940359965464568,1.0,high,high,high
2022-11,0.7505285412262157,0.7754864846915056,0.9058823529411764,high,high,high
2022-12,0.7230443974630022,0.1205087334794447,0.8588235294117647,high,high,high
2023-01,0.7071881606765328,0.1804144251842996,0.7176470588235294,high,high,high
2023-02,0.6612050739957718,0.4590887959088796,0.8,high,high,high
2023-03,0.6263213530655392,0.1143654114365411,0.8235294117647058,high,high,high
2023-04,0.6094080338266386,0.0486152620043833,0.4823529411764706,high,low,high
2023-05,0.5533826638477801,0.1001195457262402,0.6941176470588235,high,high,high
2023-06,0.5010570824524314,0.0651856279471342,0.5882352941176471,high,medium,high
2023-07,0.5517970401691332,0.0422062827920568,0.5294117647058824,high,low,high
2023-08,0.5470401691331924,0.0315135817227867,0.5764705882352941,high,low,high
2023-09,0.5909090909090909,0.0766088862323172,0.6588235294117647,high,medium,high
2023-10,0.6257928118393236,0.0335060104934581,0.7411764705882353,high,low,high
2023-11,0.5909090909090909,0.0286909742976688,0.7058823529411765,high,low,high
2023-12,0.5750528541226215,0.052168426645414,0.5529411764705883,high,low,high
2024-01,0.5808668076109937,0.0553895198246662,0.5764705882352941,high,medium,high
2024-02,0.6437632135306555,0.0464235903566447,0.7647058823529411,high,low,high
2024-03,0.6686046511627908,0.0815567510128179,0.7764705882352941,high,medium,high
2024-04,0.7098308668076111,0.0343361891479046,0.5411764705882353,high,low,high
2024-05,0.7056025369978858,0.0849106727767815,0.6823529411764706,high,medium,high
2024-06,0.6559196617336153,0.0850767085076708,0.611764705882353,high,medium,high
2024-07,0.6945031712473574,0.0758119147240486,0.6,high,medium,high
2024-08,0.7959830866807611,0.0390848110513382,0.5411764705882353,high,low,high
2024-09,0.9085623678646936,0.0423723185229461,0.6823529411764706,high,low,high
2024-10,1.0,0.0533638839078169,0.8352941176470589,high,medium,high
