Job Title,Company Name,Location,Salary,Job Type,Job Description
"IT Developer Internship
- job post",Aquaproof,Jakarta,None,None,"Bekerja dalam tim untuk membangun aplikasi web.
Memelihara aplikasi sesuai dengan kebutuhan pengguna.
Kualifikasi:
Fresh graduate / Mahasiswa tingkat akhir jurusan Teknik Informatika atau Manajemen Informatika.
Mampu membuat aplikasi web.
Familiar dengan Visual Studio .Net, terutama C#
Mampu melakukan pelaporan web, debugging, dan manipulasi data (CRUD) serta terhubung ke DB dan TFS Source Control.
Analisis kode, Migrasi aplikasi & layanan, fitur tambahan (aplikasi kamera, aplikasi lokasi).
Keterampilan dalam Xamarin akan menjadi nilai tambah.
Penempatan di Daan Mogot Tangerang."
"Fullstack Developer Bootcamp
- job post",Lawencon International,Jakarta,None,None,"If You are looking for opportunity to enhance your skill in Web & Mobile Development, We invite you to join our IT Developer Bootcamp Program Requirements:
Candidate must possess at least Bachelor’s Degree in Computer Science/Information Technology or equivalent.
Minimum GPA is 3.00
1 years experience
Open for IT fresh graduates or Junior Programmer
Must have basic knowledge of Web Programming
Must have IT project experiences
Responsibilities:
Attend the full intensive IT Programming training for 4 months
Will be assigned as IT Developer
Involved in enterprise software development projects
Contract minimal 2 years"
"Fullstack Web Developer (shopify specialist)
- job post",Baller Indonesia,Tangerang,"Rp. 7,500,000 - Rp. 10,000,000 a month",None,"Job Description :
Develop and Customize Shopify Pulgins/Themes
Implement Robust, Efficient, and scalable solutions for any shopify website improvement or needs
Collaborate with cross-functional team to create technical specification & development on shopify website
Test, Debug, and resolve any issues on shopify website
Support product releases and resolve issues by interacting with stakeholders
Requirements :
Bachelor Degree from IT or Information system
Strong expertise in shopify platform with minimum 2 year experience as shopify Front End & Back End
Experience with Plug in Integration (Membership plugin, GTM, Pixel Etc)
Proficiency in PHP, HTML5, CSS3, Javascript, AJAX, and Liquid
Have excellent Time Management, problem solving and problem analysis skills
Detail oriented, good communication and able to work in a team with tight deadline
Willing to full WFO at Gading Serpong - Tangerang
Able to join ASAP
Jenis Pekerjaan: Penuh Waktu"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
"PHP Programmer
- job post",ALPHA PHILINDO SOLUTION INC.,Jakarta,"Rp. 10,000,000 - Rp. 12,000,000 a month",Full-time,"JOB REQUIREMENTS:
Bachelor's/College Degree in Computer Science/Information Technology or equivalent
Required language(s): Bahasa Indonesia, English 2+ years of experience in production-grade web and mobile app development
Fully understand PHP, especially Laravel and Codeigniter Framework
Able to work in a fast-paced environment with attention to detail and problem-solving skillsAt least 2 years of working experience as PHP Developer
Able to be Standby 24 hrs./Can contact anytime.
JOB DESCRIPTION:
Proven experience building multi-tier web applications
Experienced in any Framework (eg: PHP, Laravel, Symfony or Slim) is an essential
Develop new applications and maintain existing applications for extended web properties
Experience with complex SQL queries (MySQL/PostgreSQL) and noSQL (mongoDB), and database design is a plus
Experience building and consuming REST APIs for both mobile and web consumption
Have experience with Git and Github
Familiar with SASS/LESS, Hybrid App, Socket.io, and any kind of third party tools/platforms is a plus
Knowledge of other technologies such as Golang, Python, is a plus
Experience in Amazon Web Services (EC2, S3, CloudFront) is an added advantage
Knowledge in MVC web application architecture is an added advantage
At least 2 years of working experience in the related field is required for this position
Preferably 2-4 years of experienced employee specialized in IT/Computer Software or equivalent
Able to work in a fast-paced environment with attention to detail and problem-solving skills
Must be willing to relocate abroad.
Willing to work Outside indonesia.
Job Type: Full-time"
