job title,company name,location,salary,job type,job description,programming language
presales engineer,Cartrack,Jakarta,13931335.897959184,,"About the job Presales Engineer
We are a world-leading smart mobility SaaS company with over 2,000,000 subscribers across 23 countries and we are looking for a Presales Engineer to join our team. Our teams are collaborative, vibrant, and fast-growing and all team members are empowered with the freedom to influence our business with ideas that drive innovation and efficiency.
Responsibilities:
1. Technical Aptitude
Understand and determine the client's technical requirements and provide them with solutions tailored to their specific needs.
Suggest appropriate and effective solutions based on the clients' identified technical needs.
Develop compelling Return of Investment (ROI) evaluations based on customer use cases and requirements.
2. Client Interaction
Build a strong relationship with clients and ensure their business grows alongside the company.
Translate customer business needs into technical requirement documents that can be understood and implemented by technical teams.
Act as point person of clients on establishing their technical needs.
3. Teamwork and Collaboration
Work closely with the Sales and Operations Team for alignment of the client's requirements and project implementation.
Effectively work with the product teams to help innovate new features and solutions that will benefit the business, its clients, and customers.
4. Industry Expertise
Develop strong industry knowledge of IoT-based outbound operational management integrations and related system automation.
Stay up-to-date on the latest and current trends that will be an advantage in growing the business.
Requirements:
Bachelor's Degree in any field. Preferably in the following: Electronics and Communications Engineering; Mechanical Engineering; or Electrical Engineering.
At least 3 years of work experience in presales consultations in software implementation. Applicants with the following background are encouraged to apply: Sales and/or Product Consultant; Sales Engineer; Automation and System Integrators; or Any Product Support role.
Proven project management experience in IT industry or related fields, with a track record of successful delivery.
Strong background in automotive industry is an advantage.
Excellent customer-facing skills.
Good communication and presentation skills.
Have clear understanding of software architecture and next-gen technology (IoT, Computer Vision, AI, Cloud).
Passionate on building harmonious relationship with customers, clients, sales and operations team.
Meticulous, organized and well structured.
Relevant certifications such as PMP (Project Management Professional) is an advantage.",[]
"senior/staff front end engineer, custom commerce",Coda Payments,Jakarta,13931335.897959184,Full-time,"What we do

At Coda, we break down barriers between publishers and their audiences by thinking outside of the app. Coda is trusted by 300+ top digital content publishers – including industry giants Activision Blizzard, Bigo, Electronic Arts, Riot Games, and Zynga – to grow revenue, profit margins, and customer engagement in 60+ markets with ease. For publishers, this means less lift, more players and more payers. For players, Coda’s solutions allow them to pay for play their way.

Our winning formula? A laser-focused, pragmatic attitude coupled with an unwavering commitment to excellence. We are customer-centric, creative, and solution-oriented, always delivering to our users the top-tier entertainment content they want at competitive prices.

If you’re ambitious, bold and ready to take your career to the next level, get in touch!

Engineering - Technology at Coda

At Coda, our goal is to make our mark in the high-volume payments and e-commerce industry – and we are levelling up fast. To stay in stride with the dynamic environment, we focus on building robust, distributed systems that can effortlessly handle traffic spikes. Moreover, our ambitious roadmap necessitates innovative tools to streamline the development lifecycle and sustain our swift momentum.

We place great value on balancing teamwork with individual autonomy, allowing our teams to make the most of modern cloud infrastructure. Our tech stack is solidly based on AWS cloud, with a keen interest in infrastructure-as-code and the creation of new microservices via the Quarkus framework. Our toolbox includes JSON and GRPC, multiple data storage integrations, queues, OpenTelemetry, and more.

But what truly defines us? It's our incredible team. We hire top talent and give them the freedom to push Coda's technology and products to exciting new levels. We believe that genius can strike anywhere, so we promote ownership and cultivate a servant leadership culture that lets engineers take the reins on features.

About the role

We are looking for a proactive, driven engineer who is hungry to contribute using their deep and fundamental knowledge in software development and automation. You will be responsible for the architecture, development, and evolution of key products and features at Coda.

About the Codashop Team

The Codashop Team owns our b2c e-commerce marketplace for in-app purchases. Codashop.com allows tens of millions of users each month to benefit from our direct relationships with publishers and payment channels. We currently operate in over 60 countries and growing. Our aim is to always provide the best value, delightful user experiences, and a highly secure platform for accessing the best digital content globally. We need engineers who want to collaborate on complex problems in an exciting and growing space.
Responsibilities
Develop features using modern front end technologies
Collaborate with back end developers and contribute to API development when necessary
Work directly Product and Technology team members to define features
Collaborate with other team members to learn and share best practices
Understand and constantly optimize our products, identifying and fixing problems, improving stability and user experience
Take operational responsibility for the services that are owned by your team
Debug production issues across services
Participate in on-call rotations as needed (we support a healthy work/life balance, so we invest in minimizing out-of-office interruptions and we use rotations to minimize on-call days)
Requirements
At least 5+ years of experience in software development
A bachelor’s degree in computer science, engineering, mathematics, or a related field (or equivalent experience)
Expert front end development skills (JavaScript, TypeScript, and modern frameworks like VueJS, React, etc.)
Knowledge and practical experience in one or more back end programming languages (Java, Scala, Kotlin, Groovy, Go, C/C++, Rust, Python, C#, etc.) and the ability to learn new programming languages quickly
Strong understanding of software architecture
Understanding of data systems and how to query/interact with them (RDBMS, NoSQL, Queues, etc.)
A desire to build automation into everything you do, including implementing state of the art CI/CD practices and test automation
Understanding of agile methodologies (e.g. Scrum)
Good command of the English language and the ability to communicate effectively
Bonus if you have
Strong knowledge of Vue.js
Experience in FinTech or related fields requiring strong security discipline

Working at Coda

Joining the Coda team means diving into a fast-paced, challenging, and exciting world. With Codans spread across over 30 countries around the world, our highly collaborative environment breaks down time zones and cultural barriers, empowering you to chase innovative ideas, contribute to Coda’s growth, and make a lasting impact.

If you have a passion for pushing boundaries, and thrive on continuous improvement through experimentation, we'd love to hear from you!

Our Perks*

WFH / Hybrid Support: Get a monthly allowance to cover your work-from-home expenses and keep you connected.

Wellness Boost: Stay healthy with resources for physical and mental well-being with our flexible benefits and Employee Assistance Program - because you matter!

Customized Benefits: Tailor your benefits with our flexible plan.

Growth Opportunities: Unlock your potential through clear progression paths.

Skill Development: Access training resources to fuel your personal and professional growth.

Volunteer Time Off: Enjoy paid time off to make a difference in the world through volunteering.

Family Care: Take advantage of paid Family Care Leave to bond with your family, while our selected Flexible Benefits also cater to your family's needs.

Benefits are reviewed and updated on a yearly basis, and are applicable to full-time employees only.

We are proud to be an equal opportunity employer, embracing the unique qualities of every individual, regardless of gender, race, age, religion, disability, or other local protected classes. Our goal is to foster an inclusive environment where everyone feels welcome and valued.

Due to the large number of exceptional applications we receive, we can only reach out to shortlisted candidates. If you don't hear from us, rest assured there may be another opportunity at Coda that aligns better with your unique abilities. Remember to check our Careers Page for more exciting job openings!","['Kotlin', 'C++', 'Java', 'C', 'Python', 'JavaScript', 'TypeScript', 'Go', 'Rust', 'Groovy', 'Swift']"
mobile developer,PT. Kwadran Lima Mitra Kaya Solusi,Jakarta,5000000.0,Full-time,"Education minimum: Bachelor Degree in Computer Science or Information Technology
Understand Java and Kotlin programming language
Minimum 1 year experience as Developer Android Native (Java) or use Kotlin programming language
Mastering MVVM architecture/pattern
Fluent with tools such as Github and Jira
Experienced in using Android Development Tools (Android Studio, API, Android SDK, GIT)
Understand the concept of OOP (Object Oriented Programming)
Have analytical/problem solving skills and able to work in a team
Added value if you know SQL Query/Database
Jenis Pekerjaan: Penuh Waktu","['Kotlin', 'Java', 'SQL']"
mobile developer,PT Ogya Tekno Nusantara,Tangerang,11000000.0,,"Job Qualifications :
Bachelor's Degree in Computer Science, Information Technology or related field
Minimum 4 years of experience as Mobile Developer
Proficiency in React Native, Reactjs, Typescript, Javascript, PostgreSQL, HTML, CSS
Proficiency in API & Networking : REST API
Proficiency in code version tools, such as Git
Experienced on mobile native development Java/Kotlin for Android and Swift/Objective-C for iOS
Strong attention to detail, analytical and problem solving skill
Experienced working in teams
Good communication and interpersonal skill
Work Placement : Bintaro or Alam Sutera, Tangerang
Job Responsibilities :
Developing new features and user interfaces from wireframe models
Ensuring the best performance and user experience of the application
Fixing bugs and performance problems
Writing clean, readable, and testable code
Cooperating with back-end developers, designers, and the rest of the team to deliver well-architected and high-quality solutions
Job Types: Full-time, Contract
Contract length: 12 months
Application Deadline: 12/08/2023","['Kotlin', 'C++', 'Java', 'C', 'JavaScript', 'TypeScript', 'PostgreSQL', 'Objective-C', 'Swift']"
mobile developer - flutter,Techtiera Services Indonesia,Bekasi,8000000.0,,"Job Description:
The Mobile Developer will be responsible for creating multiple modules for an existing mobile application. This role requires following the existing application’s state management and structure while being innovative and taking the initiative to improve without depending solely on UI designs. The developer should be able to work effectively with the Flutter framework, applying the BLoC pattern for state management with a single state class pattern. They must be adept at following the established codebase’s folder structure, design patterns, and conventions, ensuring seamless integration with the current application. The ideal candidate will have the creativity to design and implement features without explicit UI designs from tools like Figma, relying on their understanding of design principles and user experience. They should also be capable of interpreting and executing tasks based on Business Requirements Documents (BRD), translating business needs into functional, user-friendly application features. Efficiency and the ability to work under tight deadlines are crucial, as the developer will need to deliver high-quality modules swiftly and contribute to the overall project’s success.
Requirements:
Framework Proficiency: Must be skilled in using the Flutter framework for mobile development.
State Management Expertise: Should be proficient in state management using the BLoC pattern with a single state class.
Codebase Familiarity: Able to follow and adapt to the existing codebase, including folder structure, design patterns, and conventions.
Creative Independence: Can work creatively without relying on UI designs from tools like Figma.
Business Requirements Understanding: Able to work based on Business Requirements Documents (BRD).
Speed and Efficiency: Capable of working quickly and efficiently to meet deadlines without compromising quality.
Experience: Minimum 2 years of experience in mobile development with specific framework (points 1-5).
Additional Details:
Work Type: Full WFO
Work Location: Cibitung, Cikarang Barat
Job Types: Full-time, Contract
Contract length: 12 months
Ability to commute/relocate:
Cibitung: Reliably commute or planning to relocate before starting work (Preferred)
Application Question(s):
How much is your expected monthly salary with us? (in gross)
How long will your notice period be from your current employer if required?
How much is your current monthly salary?
What is your last GPA? (IPK)
Education:
D1-D4 (Preferred)
Experience:
Flutter: 2 years (Preferred)
Language:
English (Preferred)",[]
mobile developer,Aero Systems Indonesia,Jakarta,13931335.897959184,,"Requirements:
Bachelor's Degree in Computer Science/Information Technology or equivalent
At least 1 years of experience as Mobile Developer or related position
Has a good personality, teamwork, and eagerness to learn new knowledge
Familiarity with mobile app development environments like Xcode (iOS) and Android Studio (Android)
Knowledge of RESTful APIs to connect mobile applications to back-end services
Has experience with other object-oriented languages are advantageous
Understand the state of the art software development technology
Preferably can join immediately (ASAP) and willing to be placed onsite at ASYST Office (Soekarno-Hatta Airport Area)",[]
junior mobile developer,Techtiera Services Indonesia,Bekasi,13931335.897959184,,"Role Description
The Mobile Developer will be responsible for creating multiple modules for an existing mobile application. This role requires following the existing application's state management and structure while being innovative and taking the initiative to improve without depending solely on UI designs. The developer should be able to work effectively with the Flutter framework, applying the BLoC pattern for state management with a single state class pattern. They must be adept at following the established codebase's folder structure, design patterns, and conventions, ensuring seamless integration with the current application.
The ideal candidate will have the creativity to design and implement features without explicit UI designs from tools like Figma, relying on their understanding of design principles and user experience. They should also be capable of interpreting and executing tasks based on Business Requirements Documents (BRD), translating business needs into functional, user-friendly application features. Efficiency and the ability to work under tight deadlines are crucial, as the developer will need to deliver high-quality modules swiftly and contribute to the overall project's success.
Qualifications
Min. Bachelor's degree in Computer Science or related field
Min. 1-2 years experiences in the same field
Mobile Application Development and iOS Development skills
Experience in Flutter Framework for mobile developer
PKWT (6 Months Contract)
Willing to WFO at Cibitung - Cikarang Barat
Benefit
BPJS TK & Kesehatan (Mandatory)
Private Insurance
THR
Bonus Akhir Kontrak (Menyesuaikan dengan UU Cipta Kerja)
Job Type: Contract
Contract length: 6 months
Ability to commute/relocate:
Cibitung: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Bersedia untuk dikontrak selama 6 bulan? (Jawab: Bersedia/Tidak)
Bersedia untuk WFO di Cibitung - Cikarang Barat? (Jawab: Bersedia/Tidak)
Berapa current salary (gross) Anda saat ini? (Notes: Cantumkan dalam bentuk gross, bukan nett)
Berapa expected salary (gross) yang Anda harapkan? (Notes: Wajib mencantumkan dalam bentuk gross dan bukan nett)
Education:
S1 (Required)
Experience:
Mobile App Development: 1 year (Required)
Flutter: 1 year (Required)",[]
mobile developer (fluter),Fresh Factory,Jakarta,13931335.897959184,,"As an Associate Mobile Developer with experience in Flutter, you will play a crucial role in developing, maintaining, and enhancing mobile applications for both Android and iOS platforms. You will work closely with our UI/UX designers to translate design concepts into functional and visually appealing mobile applications. Your expertise will also help in managing existing codebases, debugging issues, and integrating custom APIs to ensure a seamless user experience.
Job Description:
App Development: Develop high-quality, maintainable, and efficient mobile applications using Flutter for both Android and iOS platforms.
UI/UX Implementation: Translate UI/UX designs into functional app features, ensuring that the final product is consistent with the design specifications and user experience guidelines.
Custom APIs: Understand and integrate custom APIs, ensuring smooth data exchange between mobile applications and backend services.
Code Maintenance: Maintain and enhance existing codebases, implement bug fixes, and optimize performance to improve application reliability and user experience.
Troubleshooting and Debugging: Identify, troubleshoot, and resolve issues reported by users or testers. Provide timely solutions to ensure high application stability and performance.
Collaboration: Work closely with cross-functional teams, including designers, backend developers, and project managers, to ensure seamless integration of features and adherence to project timelines.
Code Quality: Write clean, maintainable, and efficient code while adhering to best practices and coding standards.
Documentation: Create and maintain documentation for code, APIs, and development processes to support knowledge sharing and future maintenance.
Qualification:
Experience: Minimum of 2 years of professional experience in mobile development with a strong focus on Flutter.
Technical Skills: Proficiency in Flutter; experience with custom API integration; knowledge of Android and iOS development principles.
Technologies: Familiarity with MySQL, PostgreSQL, and Laravel is a plus.
Code Quality: Demonstrated ability to write clean, maintainable, and efficient code.
Troubleshooting: Strong debugging and problem-solving skills.
Communication: Excellent communication skills with the ability to work effectively in a team environment.
Attention to Detail: Strong attention to detail with a commitment to delivering high-quality software.
Job Type: Full-time","['PostgreSQL', 'MySQL']"
immediate opening for mobile developer,PAN ASIA SOFTWARE SOLUTIONS SDN BHD,Jakarta,13931335.897959184,,"Greetings!!!
We have an Immediate Openings for Mobile App Developer (Flutter, React Native, Ionic) with our reputed Client.
Work Location: Subang Jaya, Malaysia.
Exp: 3+ years. Added Advantage Insurance Domain
Job Responsibilities:
Responsibilities for Mobile Developer
Identify and plan for new features
Develop application programming interfaces (APIs) to support mobile functionality
Suggest and implement new mobile products, applications and protocols
Remain up to date with the terminology, concepts and best practices for coding mobile apps
Work closely with colleagues to constantly innovate app functionality and design
Use and adapt existing web applications for apps
Write unit and UI tests to identify malfunctions
Communicate with users to understand their needs and experiences
Qualifications for Mobile Developer
4+ years of demonstrable experience
Demonstrable portfolio of released applications on the App store or the Android and iOS market
Extensive knowledge of Flutter, React Native & Ionic
Familiarity with OOP design principles
Experience with third-party libraries and APIs
Superior analytical skills with a good problem-solving attitude
Ability to perform in a team environment
Strong oral and written communication skills
Ability to interpret and follow technical plans
Interested Share your updated resume with Photo to or Watsapp: +60 165720562 along with below details
Current Salary:
Expected Salary:
Notice Period:
Total Exp:
Relevant Exp:
{Note: if it doesn't suit you, please refer your matching friends or kindly ignore it}
Senior IT Talent Acquisition Specialist
HP : +6016 572 0562
Job Type: Contract
Contract length: 6 months",[]
it mobile apps (android developer),Farmers Market 99 Indonesia,Jakarta,13931335.897959184,,"Job Requirements
Min. height NULL cm
Min. weight NULL kg
Min experience 2 tahun
Job Description and Responsibility
Responsibilities :
Developing new features and user interfaces from wireframe models
Ensuring the best performance and user experience of the application
Fixing bugs and performance problems
Cooperating with back-end developers, designers, and the rest of the team to deliver well-architected and high-quality solutions


Requirement Skill:
Minimum Bachelor degree in Information Technology / Information System, Minimum GPA 3.0
Experience 1-2 years in job positions
Develop mobile App & Web in ReactNative
Proficiency with HTML,CSS,JavaScript, ReactNative
Ability to write clean, understandable, well-documented code
Able to work independently as well as in team.
Good analytical and problem solving skills.


Placement: Head Office, Kembangan, Jakarta Barat
Additional Information

Informasi Umum
Departement
IT
Employee Type
Full Time
Location
Jakarta Barat, DKI Jakarta
Job Posted On
04 Oktober 2024 (a week ago)
Salary
Negotiable",['JavaScript']
fullstack developer - freshgraduate,Alodokter,Jakarta,13931335.897959184,,"Company Description

Alodokter is the #1 digital health company in Indonesia. Launched in 2014, Alodokter brings high-quality medical services to its 27+ million Monthly Active Users by providing an integrated mobile solution for patients and doctors. We empower patients and doctors with better knowledge to help them take better decisions: - More than 550K monthly teleconsultations between doctors & patients with 800+ doctors in our mobile app - Largest online booking of doctors and hospitals platform in Indonesia - Most complete medical content database for patients and doctors in Indonesia We believe that medical knowledge can help people take better decision for their personal and family health. Here at Alodokter, we are dedicated to help Indonesian finding the finest health services. We hire people who are passionate, engaging and genuinely dedicated to help others. We train our team to be knowledgeable and highly skilled and reward the value they bring to Alodokter.

Job Description
Developing scalable and robust front-end and back-end systems for back-end process
Developing APIs integration between product and back-end process
Working alongside with system analyst to developer the system
Maintain quality and responsiveness of back-end system
Maintain code integration and versioning
Act as level 1 support if there are system issues

Qualifications
Degree in Informatics or Computer Science
Graduated from reputable tech university with minimal GPA 3.00
Good in English
Strong in logic and problem-solving skill
Has knowledge in OOP
Has web fullstack programming experience
Has database skills
Has experience with API (Rest&SOAP) is a plus
Has experience with third party library is a plus
Has knowledge of Git(version control system) is a plus
Passion in software engineering
Passion to learn new things, solve challenging problems",[]
mobile app developer,INTERSYS OPTIMA NUSANTARA,Jakarta,13931335.897959184,,"Responsibilities:
Develop mobile application in the assigned platform based on specification documents.
Research the given requirement, report any difficulties and suggest better approach to implement the required features.
Fix bugs and implement enhancements to existing features.
Perform testing to ensure the quality of the project and/or patches.
Requirements:
Candidate must posses at least a Computer Science/Information Technology degree or equivalent with minimum GPA of 2.8.
At least 1 year of working experience in the related field is required for this position.
Strong knowledge of the Android and/or iOS platform.
Strong understanding of OOP concept, data structures, and algorithm.
Able to translate designs into perfect UI with detailed user experience native for the platform.
Familiar with web service implementation.
Required portfolio: Android/iOS apps that are published in Google Play Store/Apple App Store.
Good attitude, fast learner, and team player.
Fresh graduates with good logic and analytic thinking are encouraged to . Training will be provided upon hiring.",[]
fullstack developer,BCA SYARIAH,Jakarta,12000000.0,,"Kualifikasi :
Laki laki dan Wanita, usia 25-35
Pendidikan minimal S1 Teknik Informatika/Sistem Informasi/Teknik Komputer
Memiliki pengalaman minimal 3 tahun di posisi yang sama
Terbiasa dan memahami sistem pemrograman Web-Based/JavaScript/PHP/Visual Basic/Visual Foxpro/C/C++/Delphi/Web Design/Wordpress/Joomla, Database Concepts (Oracle / SQL / MySql / Bahasa Python
Deskripsi Pekerjaan :
- Mengembangkan aplikasi web (traditional dan reactive) dan mobile
- Membantu user bisnis dalam mendefinisikan kebutuhan bisnis ke spesifikasi fungsional dan teknis. Serta bertanggung jawab dalam full software development life cycle mulai dari technical design, development, testing, deployment dan maintenance secara Agile
- Menentukan dan mengelola arsitektur aplikasi
- Memastikan ketersediaan dan performa aplikasi yang baik
- Merencanakan dan mengeksekusi unit testing dan integration testing
- Melakukan identifikasi, troubleshooting dan resolving defect pada aplikasi yang dikembangkan baik di area development dan production
- Menjalankan tugas operasional untuk memastikan aplikasi yang telah dideploy ke production berjalan dengan baik
- Berkolaborasi dengan tim pengembang untuk memastikan integrasi antara antarmuka pengguna dan sisi server berjalan dengan lancar
- Mengetahui cara dan proses dalam menentukan dan mengelola proses Countinous Integration/Continous Deployment (CI/CD)
Job Type: Full-time","['Visual Basic', 'C++', 'C', 'Python', 'JavaScript', 'PHP', 'SQL', 'MySQL']"
fullstack developer,PT. Kwadran Lima Mitra Kaya Solusi,Jakarta,9000000.0,,"Requirements:
Education minimum: Bachelor Degree in Computer Science or Information Technology
3+ years of experience in software development experience
Strong software development fundamentals (data structures, algorithms, problem-solving, OO design, and systems architecture)
Strong understanding of object-oriented software development
Understanding of large and complex code bases, including API design techniques to help keep them clean and maintainable
Proficiency in Java and good knowledge of frameworks like CodeIgniter, Laravel, etc
Knowledge in process of multithreading, asynchronous and memory management specific to mobile devices and caching mechanisms
Willing to work on-site in Bekasi
Jenis Pekerjaan: Penuh Waktu",['Java']
mobile developer,Treessolutions,Jakarta,13931335.897959184,,"Mobile Developer
Job Requirements

Minimum a Bachelor Degree (S1) majoring in Industrial Engineering / Information Technology or equivalent.
Minimum 1 year of experience in a relevant professional discipline, but fresh graduates are welcome to apply.
Experience / familiar working on modern frontend and client technologies such as JavaScript, CSS3, HTML5, JSON, React.
Have a good knowledge, understanding, and experience in React Native.
Good understanding of UX design principles and best practices.
Experience working with RESTful APIs.
A team player, fast learner, and creative.
Having good interpersonal, communication, and presentation skills.
Strong in problem-solving, analytical skills, and logical approach.
English proficiency is a must.
Job Descriptions

We are looking for a Mobile Developer in our team who will be responsible for:

Supporting all aspects of the software development lifecycle includes design, development, testing, and deployment
Maintaining mobile applications and proactively improve the solution based on user requirements
Maintaining all project documentation
Reporting all activity support to Project Manager

E-mail Subject: (YOUR NAME-POSITION APPLIED)
Example: Fahri-Technical Consultant",['JavaScript']
mobile developer,Astronacci International,Jakarta,13931335.897959184,,"Tanggung Jawab Pekerjaan :
Mengembangkan mobile apps yang telah dirancang.
Melakukan maintainance & update aplikasi.
Ikut aktif berperan dalam memberikan solusi terbaik dalam pengembangan sistem.
Syarat Pengalaman :
Pendidikan minimal S1.
Pengalaman kerja minimal 2 tahun.
Kualifikasi :
Berpengalaman dalam bahasa pemrograman Java, Dart, Framework Flutter, Android Studio, dan Android Development.
Memiliki pemahaman yang baik tentang pemrograman berorientasi objek.
Terbiasa dengan RESTful API untuk menghubungkan Aplikasi Android dengan back-end service
Terbiasa dengan native development.
Terbiasa dengan android library retrofit, glide, firebase, rxjava atau setara.
Terbiasa dengan proses deployment aplikasi mobile (Playstore dan AppStore).
Memiliki pemahaman tentang Android Lifecycle.
Memiliki pengetahuan tentang fitur native mobile.
Bersemangat untuk mempelajari hal-hal baru.
Memiliki semangat untuk memecahkan masalah yang menantang.
Tunjangan :
Asuransi baik rawat inap & rawat jalan
Makan siang disediakan
Tunjangan komunikasi (internet)
Insentif :
Bonus kehadiran dan kedisiplinan
Bonus tahunan
Bonus jalan-jalan / outing baik dalam maupun luar negeri
Waktu Bekerja :
Senin (07.45 - 16.45 WIB) dan Selasa - Jumat (08.45 - 17.45 WIB)","['Dart', 'Java']"
it web and mobile developer,Surya Citra Media,Jakarta,13931335.897959184,,"Jenis Pekerjaan :
Merancang dan membangun aplikasi seluler hybrid untuk Android dan iOS Apple.
Berkolaborasi dengan tim proyek/produk untuk menentukan fitur aplikasi.
Memastikan kualitas dan kinerja aplikasi sesuai spesifikasi.
Persyaratan
S1 dengan IPK minimal 3,00
Minimal 2 tahun pengalaman
Familiar dengan Android SDK, Android Studio dan XCode
Familiar dengan Flutter/Dart Framework
Familiar dengan PHP Frameworks (CI, YII, atau Laravel)
Terbiasa menggunakan MSSQL atau ORACLE adalah nilai tambah
Akrab dengan Javascript, EXTJS atau VueJS nilai tambah
Pengalaman dalam mengembangkan aplikasi Android dan iOS
Tetap up to date dengan terminologi, konsep dan praktik terbaik untuk pengkodean aplikasi seluler
Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:
career@scm.co.id","['PHP', 'Dart', 'JavaScript']"
android mobile application developer,Online Property Commerce,Tangerang,13931335.897959184,,"NataProperty is the first primary market property commerce in Indonesia, that connecting Developers, Agents and Customers.We give FREE Integrated Property Management System for developer and help them to have bigger sales channel. For property agent, we give them""Smart Selling Tools"" so agents can access REAL TIME data unit propertyfrom developer. A Web Platform that Connecting Developers and Agents.

General Spec:

Male / female, max. age 26
S1 (in design preferable) with minimum IPK 3.00
Must be a creative, self-motivated individual who is also a team player
Possesses the initiative and ability to work independently with minimal direction
Organized and maintains a high level of productivity while facing many project with aggressive deadlines at once
Strong attention to detail, responsible, and reliable
Have a passion in online / web creation
Fresh Graduated are welcome
Detail Requirement:
Have experience in developing java with eclipse for android
Must be willing to standby during weekends and public holidays (standby = ready to fix some crashes/bugs)
If you feel that you can meet the qualification and up to the challenge,please send your complete application (application letter, resume, expected salary, and any related supporting documents) and current colorphotograph at size 4 x 6 cm by email career@nataproperty.com",['Java']
full stack developer (magento - remote),PT Lightmedia Inovasi Teknologi,Yogyakarta,7000000.0,Full-time,"We're recruiting for a full-time position as a Full Stack Developer (Magento) in Lime Commerce. We're a dynamic team of tech enthusiasts who thrive on pushing the boundaries and are driven by a passion for creating seamless online experiences that empower businesses in the ever-evolving e-commerce landscape. As a Backend Developer in Lime Commerce, you'll be at the forefront of developing and enhancing e-commerce websites, mobile app backend, and other applications to deliver cutting-edge solutions to our clients.
Responsibilities:
Design and develop web applications from the existing framework
Develop, test, and support technical solutions across the entire development stack.
Collaborate on bug fixes and enhancements to improve application performance.
Take ownership of maintaining, expanding, and scaling our website.
Conduct thorough testing of applications and services.
Collaborate with the team to identify and solve complex problems.
Code, test, and debug web applications and APIs.
Manage server, network, and hosting environments.
Skills and Requirements:
Minimum 3 years experience in backend and frontend development
Expertise in Magento, PHP, MySQL, React, HTML, CSS, Javascript, XML
Have excellent sense in applying optimized logic algorithms and standard code against performance and vulnerability
Understand backend computing and its framework to integrate easily with backend service
Familiarity with working with frameworks and willingness to adhere to platform guidelines.
Clear reading and writing in English.
A fast learner who enjoys moving between many projects
Self-motivated and capable of working with minimal supervision.
Big Plus (Great, but not required):
Familiarity with Magento.
Portfolio showcasing past work.
Proficiency in English.
Perks:
Overtime pay.
12 vacation days/year + 2 sick days.
Remote work options.
THR
BPJS
Job Type: Full-time
Experience:
Full Stack Developer: 2 years (Preferred)","['PHP', 'MySQL', 'JavaScript']"
pt. indocyber global teknologi visibility public,PT. Indocyber Global Teknologi,Jakarta,13931335.897959184,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat","['Visual Basic', 'Java', 'SQL']"
ui/ux,PT Valbury Asia Futures,Jakarta,13931335.897959184,Full-time,"Job Description:
Create intuitive and engaging user interfaces for web and mobile applications, ensuring a seamless user experience.
Conduct user research and testing to gather insights and identify pain points.
Develop wireframes, prototypes, and mockups to visualize design concepts and workflows.
Work closely with Developers, Product Managers, and other stakeholders to ensure design feasibility and alignment with business goals.
Advocate for the end-user throughout the design process, ensuring their needs are met and exceeded.
Stay up-to-date with the latest design trends, tools, and technologies to continuously improve the design process.
Requirement:
Bachelor degree from DKV / System Information or related major.
Minimum 2-3 years experience in similar role.
Experience in end-to-end interface design in software/web technologies.
Strong aesthetic, conceptual, and design communication skills.
Highly skilled in visual design including UI, Icon, Illustration, and Prototyping across different platforms.
Experience in building and implementing design systems.
Proficient with design and prototyping software such as Sketch, XD, Figma, or Framer.
Ability to effectively communicate problems and solutions to the different team members.
Good cross-team collaboration and communication skills.
Willingness to learn and adapt to different technologies.
Knowledge of UI/UX research methodologies.
Experienced in conducting UI/UX research, and visualizing the result in the form of personas, wireframes and user journeys.
Conduct user research and testing to gather insights and identify pain points.
Develop wireframes, prototypes, and mockups to visualize design concepts and workflows.
Work closely with Developers, Product Managers, and other stakeholders to ensure design feasibility and alignment with business goals.
Advocate for the end-user throughout the design process, ensuring their needs are met and exceeded.
Stay up-to-date with the latest design trends, tools, and technologies to continuously improve the design process.
Job Type: Full-time",[]
