Job Title,Company Name,Location,Salary,Job Type,Job Description,Date
Full Stack Developer,Savoria Group,"Central Jakarta, Jakarta",None,Full time,"Key Responsibilities:
Design, develop, and maintain high-performance web applications using the Laravel framework.
Collaborate with cross-functional teams including designers, product managers, and other developers to deliver solutions that meet user needs and business goals.
Develop RESTful APIs and integrate third-party services using modern web technologies.
Implement front-end solutions using frameworks like Vue.js or React, ensuring responsive, user-friendly designs.
Optimize application for maximum speed and scalability.
Write clean, maintainable, and well-documented code.
Perform unit testing and debugging to ensure high-quality, error-free applications.
Stay up-to-date with emerging technologies and apply best practices to enhance development efficiency.
 Requirements:
Proven experience as a Full Stack Developer, with a strong portfolio of web applications built using Laravel.
Proficiency in PHP, MySQL, HTML5, CSS3, JavaScript (ES6+), and front-end frameworks like Vue.js, React, or Angular.
Understanding of RESTful API development and microservices architecture.
Familiarity with version control systems like Git.
Willingness to learn and adapt to new technologies.
Strong problem-solving skills and attention to detail.

Portfolio Requirement:
Please provide examples of web applications you have developed using the Laravel framework, either individually or as part of a team. If the project was a team effort, kindly specify which modules or features you were responsible for developing",None
PROGRAMMER,PT Agatos Multi Solusi,"Surabaya, East Java",None,Full time,"Agatos is a leading information and control solution provider in the South East Asia region by supplying the customer with cost effective, durable, scalable solution and tailored to the manufacturing needs.

Agatos is a rapidly expanding company which aims to be a leading player in this region and aspire to exceed customer’s expectation by providing high quality products and services well ahead of industry norms.

We invite qualified young candidates, self-motivated, responsible, hardworking, and honest to join us in a professional environment in our company as PROGRAMMER

The qualifications are as follows:
Bachelor (S1) in IT, fresh graduates are welcome to apply.
Web based programming
C#, Java Script, VB.NET, MVC, Web API, REST API, CSS
MS SQL Server
Willing to travel.
Ability to communicate in English and write documents in English.
Highly, creative, eager to learn, logic thinking, initiative.
Able to work under pressure and as a team.
Good attitude and can maintain good relationships

Job Description:
Execute Manufacturing Execution System (MES) or IT Programming projects
Conduct FAT, training to users and support of the system to ensure smooth implementation.
Propose system integration solutions and manage the implementation of the solutions
Develop and test difference modules in the Manufacturing Execution
System (MES) or IT Programming projects

Please send your application letter, CV (with recent photograph), in ENGLISH completed with current and expected salary",None
IT PROGRAMMER / DEVELOPER (Odoo Developer),PT Haeng Nam Sejahtera Indonesia,"Bogor, West Java",None,Full time,"Requirements 
Bachelor's degree preferably in Computer Science, Information Systems, or Engineering, but any other field is welcomed.
Minimum of 2 years of experience in Odoo development.
Strong knowledge of Odoo, Python, ORM, SQL, JS, CSS, and programming concepts.
Attention to detail and problem-solving skills.
Integration and Unit Testing Knowledge.
Interest in enterprise application development.
Strong organizational skills with the ability to multi-task.
Responsibilities
Develop and Improve Odoo apps.
Maintaining existing modules.
Complete and clear documentation for any task/work done.
Delivering and producing the detailed design of Odoo Code & Unit test plans.
Cooperate with internal and external parties to complete the development tasks.
Troubleshooting and Debugging of code-related issues.
Focus mainly on various ODOO solutions development and support.",None
Associate/D3 Degree Fresh graduates on IT/Programmer,PT Accenture,"Semarang, Central Java",None,Full time,"Planning, monitoring, and managing all development tasks.
Create development standards and checklists.
Liase with functional team and business users to define development requirements.
Developing technical specifications for SAP custom report / interface / enhancement / form to solve complex business problems based on end-user functional requirements.
Developing programs that conform to the functional and technical specification.
Planning and executing unit testing, string testing, and integration testing.
Support all levels of testing, problem solving and bug fixing.
Performance tuning of programs.
 Qualifications:
Open for fresh graduates
Associate/D3 degree in Information Technology, Computer Science, Information System or relevant field.
Based in Semarang or willing to relocate to Semarang.
Good understanding and customization of SAP business processes in Sales, Service, and Financials.
Good Knowledge on SAP Tables, Fields, Domains and on creating Search Helps.
Good English communication skills.",None
Junior Developer,PT Istidata Indopacific Solution Centre,Jakarta,Rp 5.500.000 – Rp 6.000.000 per month,Contract/Temp,"Tugas dan Tanggung Jawab :
Mengembangkan aplikasi menggunakan .NET atau Java.
Membuat dokumentasi (manual) yang telah disepakati oleh para pihak.
Memperbaiki bug yang timbul dari aplikasi yang baru dibuat atau hasil modifikasi.
Melakukan pekerjaan sesuai dengan spesifikasi teknis yang telah dan/atau akan diberikan baik secara lisan, maupun tertulis.
Melakukan pengembangan aplikasi digitalisasi berskala enterprise, termasuk di dalamnya kemampuan untuk melakukan development software (programming) dengan mengacu ke standar teknologi yang ada.
 Kualifikasi:
Menguasai bahasa pemrograman .NET atau Java.
Menguasai tools IDE NetBeans atau IDE Visual Studio.
Menguasai SQL (Oracle & SQL Server).
Menguasai Javascript, jQuery, HMTL dan CSS.
Memiliki kemampuan analisa dan eksplorasi teknologi baru.
Mampu berkomunikasi dengan baik.
Mampu beradaptasi dan bekerja baik individu maupun dalam team.
Minimal lulusan bootcamp, D3/S1 Teknik Komputer, Teknik informatika, atau Manajemen Informatika.
Memiliki passion di bidang programmer, mau belajar bahasa pemrograman lain selain yang dikuasai, memiliki pengalaman coding dan membuat program merupakan nilai tambah.",None
Fullstack Programmer (.NET),PT BRINGIN KARYA SEJAHTERA,Jakarta,"Rp 7,000,000 – Rp 8,000,000 per month",Full time,"PT. BRINGIN KARYA SEJAHTERA (BKS) adalah salah satu Perusahaan Anak Dana Pensiun BRI yang bergerak dalam Bidang Konstruksi, Pengelolaan Gedung (Building Management), Persewaan dan Pengelolaan Arsip mencari SDM Profesional dan Energic untuk posisi :
 Fullstack Programmer (.NET)
Job Responsibilities:
Merancang sistem aplikasi yang sesuai dengan kebutuhan bisnis perusahaan
Menerapkan sistem aplikasi yang sudah dirancang
Membuat dokumen teknis mengenai pengembangan sistem aplikasi
Berkoordinasi dengan tim software development internal maupun eksternal

Job Requirement
Memiliki pengalaman kerja sebagai .Net Developer
Memiliki pengalaman dalam menggunakan ASP.NET Core Framework MVC atau yang sejenis.
Familiar dengan teknologi database seperti SQL dan MySql
Memahami konsep Object-Oriented Program (OOP)
Memiliki pengalaman dalam menggunakan Git dan melakukan IIS Web Server Deployment",None
MT MIS Web Programming Full Stack Developer,PT Asahimas Flat Glass Tbk,"Cikampek, West Java",Rp 9.385.000 per month,Full time,"Must have Bachelor's Degree (S1) in Computer Engineering, Information Technology or Information System
Minimum GPA : 3.00
Having skills in Web programming/ Full Stack Development, understand .NET, Angular, Flutter, GraphQL is a plus.
Good Logical thinking & numeric
Able to communicate fluently in English
Fresh graduates are welcome to apply
Will be positioned in one of our factories located in Cikampek, West Java
Salary (Gross) Include Fix Bonus 2 times Per-year, Transport Allowance, Meal, Performance Insentif, Uniform, Medical Inssurance, and Training (External & OJT).",None
Front-End Programmer,PT Pulau Sambu,"North Jakarta, Jakarta",None,Full time,"Deskripsi Kerja:
Menerima permintaan pembuatan, penyesuaian, ataupun perbaikan aplikasi.
Mendapatkan, memahami, dan mendiskusikan informasi analisa dan desain aplikasi yang akan dan sedang dikerjakan secara baik, lengkap, dan jelas.
Mengembangkan, memodifikasi, mengintegrasikan, mengimplementasikan, menguji, dan memelihara aplikasi dari sisi front-end.
Membuat dan mengubah kode program sesuai standar dan pengaturan departemen, menggunakan model proses pembuatan dan pengembangan perangkat lunak yang diterapkan Departemen IT.
Membuat aplikasi sesuai perintah atasan, dengan mengikuti desain dan rencana yang dibuat oleh tim Development.
Melakukan debugging untuk mengidentifikasi dan memperbaiki bug atau masalah.
Melakukan continuous improvement, mengoptimalkan kinerja aplikasi, dan meningkatkan efisiensi kode.
Menerapkan praktik keamanan terbaik untuk melindungi data dan sistem.
Membuat technical documentation dan panduan user.
Bekerja sama dengan tim untuk membangun aplikasi.
Menjaga keamanan dan kerahasiaan data pada komputer, software, dan server.
Melakukan monitoring dan pemeliharaan rutin untuk memastikan aplikasi/service tetap berjalan dengan baik.
Membuat dokumentasi pengembangan aplikasi dan laporan kegiatan rutin.
 Kualifikasi:
Latar belakang pendidikan minimal D3/S1 Teknik Informatika/Computer Science/sejenisnya.
Berpengalaman minimal 1 tahun sebagai Front-End Developer.
Kemampuan desain UI/UX yang estetik dan intuitif.
Menguasai PHP, HTML, dan CSS.
Menguasai JavaScript (Angular/React/dan lainnya).
Menguasai ReactJs lebih diutamakan.
Kemampuan dalam desain yang responsif dan kompatibel lintas perangkat atau browser.
Menguasai pemrograman mobile menjadi nilai tambah.
Terbiasa dengan version control tools seperti GitHub.
Kemampuan pemecahan masalah yang baik dan analisa kritis.
Mampu berkomunikasi dan bekerja sama, baik dengan rekan setim maupun atasan.
Mampu bekerja secara individu maupun kelompok.
Mampu menulis dokumentasi dan laporan dengan baik.",None
IT PROGRAMMER STAFF,PT Indomobil Finance Indonesia,Jakarta,None,Full time,"Deskripsi Pekerjaan
Melakukan pengembangan pengujian dan pemeliharaan sistem aplikasi dengan memenuhi requirement yang ditetapkan
Membuat dokumentasi teknis
Mengumpulkan dan mengevaluasi umpan balik pengguna
Berkontribusi pada perancangan sistem aplikasi baru
Kualifikasi
Pendidikan min. S1 atau setara, jurusan Teknik Informatika / Ilmu Komputer / Sistem Informasi / Komputer Akuntansi
IPK minimal 2.75 (dari skala 4.00)
Fresh graduate atau berpengalaman 1 tahun
Menguasai SQL Server, ASP.NET, Crystal Report, HTML, CSS, dll
Memiliki kemampuan analisa yang tinggi
Mampu bekerja secara individu maupun dalam tim
Pelamar yang tertarik dapat melamar secara online dengan mengklik tombol Apply this Job atau dapat mengirimkan Resume Anda dengan foto terbaru dan Transkrip Nilai ke :
Human Resource Department
PT. Indomobil Finance Indonesia
Indomobil Tower Lt.8
Jl. MT Haryono Kav.11
Jakarta 13330",None
BT Application Developer,PT. SOHO Industri Pharmasi,"East Jakarta, Jakarta",None,Full time,"About Company :
SOHO Global Health is a leading healthcare company with a more than 70-year history and core competencies in the areas of natural/herbal health care products and services. Today we are creating a leading national enterprise built on strong brands and innovative ways of doing business.
SOHO Global Health offers a unique and best-in-class platform in branding, sales & marketing, manufacturing and distribution to support future growth in the Indonesia market. Supported by over 2500 employees, SGH maintains coverage of ~90% of the targeted doctors, while distribution reaches over 41,000 outlets nationwide.
 Qualification :
Minimum Diploma / Bachelor degree majoring in Information Systems/Information Engineering/Information Management
Minimum 3 years experience as a Developer / Programer
Have good skills related to:
PHP programming language
Framework CI, Framework Laravel, Laravel Lumen, Framework Magento, Zend PHP
Ajax, Jquery, CSS
API programming
P/L SQL My SQL, store procedure dan database SQL     
4.Work Location : Kawasan Industri Pulogadung – East Jakarta
 Main Jobdesc :
Assist in formulating design and developing predetermined applications 
Test the developed applications 
Assist in the application installation activities according to the agreed schedule
Assist in the program documentation process as needed
Check for errors or issues in the applications
Able to create modules as part of a team
Accustomed to working under deadlines
Willing to learn other programming languages/skills and apply them to assigned tasks",None
Full Stack Java Web Developer,PT. Lua Kreatif Teknologi,"South Jakarta, Jakarta","Rp 4,000,000 – Rp 6,000,000 per month",Full time,"Full Stack Java Web Developer untuk pengembangan aplikasi berbasis Monolithic Web.
Jakarta
Kriteria teknis:
Java
Spring Framework
Thymeleaf
Bootstrap
Postgresql
Kriteria lain sbb:
Berpangalaman mengembangan aplikasi berbasis Web minimal 1 tahun.
Berpangalaman mengembangan aplikasi dengan bahasa Java minimal 1 tahun.
Berpengalaman mengembangkan aplikasi menggunakan Spring Framework minimal 1 aplikasi
Pendidikan: 
Minimal S1 Teknik Informatika, 
IT / D3 Teknik Informatika, 
IT/ SMK RPL selama memenuhi syarat kualifikasi.
Menguasai :
Java, Spring Framework, Thymeleaf, Bootstrap, Postgresql.
Mampu berkomunikasi dan bekerjasa dengan tim.
Memiliki kemampuan problem solving dan analisis yang baik.
Memiliki koneksi internet yang baik dan stabil untuk mendukung pekerjaan. 
Diutamakan berdomisili di Jakarta dan sekitarnya 
Job deskripsi:
Membangun aplikasi web base dengan Spring Framework. 
Code backend dan frontend aplikasi.
Berkerja secara remote.
  ",None
IT Developer,PT Asuransi Central Asia,"West Jakarta, Jakarta",None,Full time,"Job Desc:
Melakukan development aplikasi
Melakukan analisa atas Requirement
Merencanakan pemasangan pada system baru atau existing
Membuat laporan kepada atasan
 Kualifikasi :
Minimum education Bachelor majoring in Information Engineering / Information Systems. minimum GPA of 3.00 (scale 4)
Fresh Graduate welcome to apply
Highly skilled in VB.Net and SQL
Prefer to understand CGISS / CHISS
Interest in coding and programming
Able to analyze business process and system functionality
Good Analytical Thinking
Good Documentation
Having good attitude, responsible can work multiple project and excellent team player
Good time management, self descipline and strong interpersonal communication
Proses recruitment dilaksanakan Offline
Penempatan di Jakarta Barat
 ",None
Full Stack PHP/JS Engineer,KYC HOSPITALITY,Jakarta,"Rp 29,000,000 – Rp 31,222,900 per month",Full time,"Full Stack Engineer
KYC Hospitality is the global technology ecosystem for Hotels, focused on revolutionizing the archaic workflow that has plagued the industry for decades as well as introducing AI-focused systems to enhance every aspect of the Guest experience.
Our team includes Founders and Executives of most of the major Hotel brands including Four Seasons, Fairmont and Intercontinental. We are funded by several of the world’s most iconic investors as well as highly respected Silicon Valley investors.  

 ROLE OVERVIEW
 The Full Stack engineer will be responsible for developing, securing, and scaling our large and complex hotel management platform.  This role’s focus will be to develop, maintain, and continually improve our full-stack SaaS platform, based on PHP, Laravel, Code Ignitor and Vue.
Our Full Stack engineers need to be very detail-oriented, with organizational and problem-solving skills, plus the ability to communicate clearly with all departments, from engineers to the CEO. 
 Responsibilities
Develop new features to support our rapidly growing business
Assume leadership of new projects, from conceptualization to deployment
Build world-class full-stack software, with a focus on PHP and Vue.js
Write secure, documented, maintainable software in a team environment
Work closely with the development, QA, DevOps, and business teams
Troubleshoot and fix bugs and other problems
Continually improve the security, reliability, and scale of the platform
Continually help improve the development, build, test, and deployment processes
Maintain high standards for code quality and application design
Stay updated with current technologies and industry trends
 WHAT WE ARE LOOKING FOR
 Qualifications
Proven experience of minimum 5 years of developing web applications using modern frameworks and technologies
Strong understanding of software development methodologies and principles
Great team player and able to work efficiently with minimal supervision
Experience building modern SaaS applications
Understanding of security and scaling aspects for full-stack web applications
 Required Skills & Experience
Minimum 5 years building SaaS software (not including Wordpress, Magento, etc.)
Minimum 5 years experience in backend development in PHP
Minimum 3 years experience in either Vue.js or React.js
Minimum 2 years experience in Laravel
Unit Testing experience
Exceptional attention to detail
Excellent analytical and problem-solving skills
 Helpful Skills & Experience
Hotel 
Multi-Tenant Test Data & Scenarios
Elasticsearch experience
Mocking services & advanced testing
Test-Driven Development 
Extensive experience in AWS infrastructure, including Automation & Monitoring
Experience with logging, monitoring, and APM/RUM platforms such as Datadog
Experience building and maintaining CI/CD systems
Experience with testing platforms, data, and tooling
Experience in securing AWS and web applications
 Character
We’re a tight-knit team. Every one of us genuinely loves what we do; we love KYC and we’re in this to win for the right reasons- we want to create a happier world through happier travelers and yes, we each have our unique set of life goals that we hope KYC can enable us to achieve. Most importantly, we are a team that places utmost priority on mutual respect, kindness and empathy. We have zero tolerance for disrespectful and inappropriate behavior, crass language, laziness, lack of integrity.  We’re searching for decent human beings who believe in good old fashioned hard work and earning success through ethical behavior. We respect people who have strong beliefs but who can communicate their thoughts and ideas respectfully and thoroughly AND are humble enough to admit when they’re wrong or that a colleague’s method may be better.
 Passion For Luxury Hotels and Travel
You must have a fundamental grasp of the business of luxury hotels and luxury brands or at the very least, have a huge desire to learn about this and be able to do so quickly by working closely with our CEO. You must love travel (though your position does not require traveling) and understand why travelers are willing to pay exorbitant amounts for certain luxury hotel and travel experiences.
 Passion for Food
You must love food. If you don’t have a huge passion for food, you probably won’t get along with any of us. 
 COMPENSATION & PERKS
Work from home most of the time and avoid wasting your life in traffic. Our team meets an average of 2 days per month. The exceptions are 1) when you’re onboarding we’ll need to meet with you 3-5 days in a row and 2) when we’re onboarding a major client or releasing critical features, our Team may need to meet more frequently.
On the days we meet, all meals we have together are paid for and we’re serious food lovers so we eat well. Parking (metered or garage) is reimbursed.
Whenever we have social gatherings, your families (wives, husbands, partners, children, parents) are welcome and encouraged (event appropriate), hosted by us. Our style of “social” means:
Dinners at restaurants like Narisawa
Wine, Beer and Sake tastings 
Penthouse tours of luxury Hotels
Afternoon tea at luxury Hotels
Spa Days at luxury Hotels
Overnight Trips at luxury Hotels
Culinary classes
Afternoon tea at luxury Hotels
Stay in the world’s most awesome Hotels from mid-tier to luxury.
One on one time with our CEO monthly so you gain a deeper understanding of the Hotel business; have the opportunity to grow as a leader (if this is of interest to you).
Arguably the most important perk- genuine respect and caring from the entire team. We jokingly look at ourselves as Ocean’s Eleven; we’re a team of widely differing backgrounds, characters and areas of expertise who all share the vision of growing KYC into a world class behemoth and finding joy every step of the journey. Once you’re hired, you’re part of our family.
Exposure to world leaders at KYC events",None
Programmer Supervisor,RIA BUSANA GROUP,"Cibinong, West Java",None,Full time,"Tanggung Jawab:
Menganalisis kebutuhan sistem aplikasi perusahaan.
Membuat Aplikasi Desktop/Web/Android.
Membuat flowchart / Business Process system sesuai kebutuhan
Membuat dokumentasi project + user guide
Familiar dengan windows dan linux

Persyaratan:
Minimal pengalaman 2 tahun sebagai Programmer.
Pendidikan minimal D3, S1 jurusan Ilmu Komputer atau Teknik Informatika
Usia maksimum 38 tahun
Bahasa yang harus dimiliki: Bahasa Indonesia, English.
Menguasai PHP, framework codeigniter
Menguasai Database PostgreSQL, MySQL, SQL Server
Menguasai Android Development
Menguasai C# & .NET
Mengeuasai konfigurasi dan tunning web server apache
Terbiasa dengan linux environment
Terbiasa develop dengan GIT
Bersedia ditempatkan di Cibinong, Kab. Bogor.",None
IT Programmer Staff,Pengelola Nama Domain Internet Indonesia (PANDI),"Tangerang, Banten",None,Full time,"Deskripsi Pekerjaan
Mengembangkan dan mengimplementasikan solusi perangkat lunak yang efisien dan berkualitas tinggi.
Bekerja sama dengan tim pengembangan untuk merancang dan mengembangkan aplikasi sesuai kebutuhan.
Melakukan debugging dan troubleshooting untuk memperbaiki masalah yang muncul.
Melakukan uji coba dan memastikan kualitas aplikasi sebelum dirilis.
Berpartisipasi dalam pertemuan tim dan memberikan masukan teknis.
Menyusun dokumentasi teknis yang jelas dan terperinci.
Penempatan Tangerang (Head Office PANDI)
 Kualifikasi
Pendidikan Gelar Sarjana dalam Ilmu Komputer, Teknik Informatika, atau bidang terkait.
Pengalaman minimal 2 tahun pengalaman sebagai Programmer atau posisi terkait.
Menguasai salah satu atau lebih bahasa pemrograman seperti Java, Python, PHP, atau JavaScript.
Pengalaman dengan framework dan alat pengembangan seperti React atau framework serupa.
Pengetahuan tentang pengembangan aplikasi berbasis web dan teknologi front-end/back-end.
Familiar dengan sistem kontrol versi seperti Git.
Pengetahuan tentang mekanisme konsensus dan protokol blockchain lainnya.
Memiliki kemampuan komunikasi, analisis, teliti serta bekerja dalam tim.
Bersedia bekerja diluar jam kerja dan dinas keluar kota saat dibutuhkan.
 ",None
