Job Title,Company Name,Location,Salary,Job Type,Job Description
"Data Analyst
- job post",Techtiera Services Indonesia,Jakarta,None,None,"Job Description
Melakukan ekstraksi data dari berbagai sumber ke berbagai format (database, BI Tools, Excel, etc)
Mendesain dan implementasi database
Membuat report dengan visualisasi yang sesuai untuk mengakomodir kebutuhan informasi user internal maupun eksternal
Melakukan identifikasi, analisa, dan interpretasi data
Mempresentasikan hasil analisa dan temuan
Technical Skill
Berpengalaman menggunakan Office, SQL, SQL Server, I Tools (Microstrategy, Power BI, Tableau, etc) dan software statitiska
Terbiasa melakukan query, pembuatan report, dan presentasi
Berpengalaman dengan tools big data menjadi nilai plus
Qualification
Min. Sarjana di bidang IT, Matematika, dan jurusan sejenis dengan IPK min. 3.00
Min. 3-4 tahun pengalaman di bidang yang sama
Bersedia untuk bekerja secara WFO di kantor klien
Bersedia untuk bekerja di Jakarta Area
Job Type: Contract
Ability to commute/relocate:
Jakarta: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Bersedia untuk dikontrak selama 3 s/d 12 bulan? (Jawab: Bersedia/Tidak)
Bersedia untuk bekerja secara WFO? (Jawab: Bersedia/Tidak)
Berapa current salary (gross) Anda saat ini?
Berapa expected salary (gross) yang Anda harapkan?
Education:
S1 (Required)
Experience:
Data Analyst: 3 years (Required)
Tableau: 3 years (Required)
SQL: 3 years (Required)"
"Data Analyst
- job post",Mobius Digital,Jakarta,"Up to Rp. 10,000,000 a month",None,"Minimum Qualifications and Experience
The Requierement :
Can communicate in English (basic communication)
Have experience working professionally for at least 2 years
Full remote work
Available during office hours
No issues in working for financial services (banking, insurance, etc)
Experience with deep learning and associated tools and technologies, demonstrated experience in Python
Experience working with large data sets, coming from varied sources
Ability to write clear and concise technical documentation
We are hiring developers for projects with one of the biggest reputable conglomerates in Indonesia.
With us, you will be exposed to many exciting challenges and opportunities to grow through developing our websites, mobile apps, mobile websites, and applications across our business units.
Programming stack we are looking for : Data Analyst
Do reach out to us if you believe you have the relevant skills, looking forward to working together with you!
Jenis Pekerjaan: Penuh Waktu"
"Data Analyst (Full Time)
- job post",Lumina,Tangerang,None,None,"Company Description

Lumina (https://lumina.mba) is a community-based recruiting and benefits platform for blue/grey collar workers in Southeast Asia. We start with helping laid-off workers to get jobs as COVID is recovering in Indonesia and getting them engaged in our community to upskill. In just a few months we attracted more than 1 million job seekers, and more than 50 thousand jobs from thousands of companies.
Lumina's mission is to build technologies for 300 million Indonesians to find jobs and be financially better off. Join our high-performing & ambitious core team, and work directly with the founders!

Job Description
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Build reporting & monitoring dashboards for stakeholders to manage their daily business process
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.

Qualifications
Experience using statistical computer languages (SQL, R, Python, etc.) to manipulate data and draw insights from large data sets.
Strong quantitative, mathematical, and analytical problem solving skills.
Able to convey data & insights through appropriate visualization techniques.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Excellent written and verbal communication skills for coordinating across teams.
A drive to learn and master new technologies and techniques.
Students/fresh graduate majoring in STEM (Science, Technology, Engineering, Mathematics) or Statistics is a plus.

Additional Information

What is like to work at Lumina?
Lumina is, at heart, a technology company. To achieve our mission, we need strong engineers who can help solve the complex problems we face day-to-day. In building high-engagement consumer products, we must match varying user needs with great technological innovations.
We work in small, iterative sprints with a focus on experimentation to gain actionable insights and give value to our users. As a young team of engineers, we are keen on learning and improving ourselves together by living the journey of a fast-growing startup.
We strive to work in a company of warm, high energy, and inclusive people who treat each other exceptionally well. In retrospective sessions, we facilitate and encourage each other to grow in the direction of their personal mission and values. We are committed to build a healthy long-term working relationships where you can reach your full potential.
Note:
At Lumina, we’re looking for people with high ownership, growth-mindset, and integrity. We encourage you to apply even if your experience doesn’t precisely match the job description. Our rigorous interview and onboarding process will help in finding what’s stand out and exceptional in yourself."
"Admin Support
- job post",PT Green City Traffic,Jakarta,"Rp. 4,200,000 - Rp. 5,200,000 a month",None,"QUALIFICATION
Male/female max. 30 years old
Minimum Bachelor degree
Fresh graduate welcome
Able to communicate well in English
Profficient in Ms. Office especially Ms. Excel
Previous experience in administrative support or a similar role, preferably in a dealership or automotive environment is preferred
Willing to work from Monday to Saturday
Willing to be placed in South Jakarta (Fatmawati)
Currently resides in Jakarta area
JOB DESCRIPTION
Create and process purchase orders for electric motorcycles and spare parts
Maintain accurate records of all purchase orders and ensure timely follow-up with suppliers
Generate delivery orders from the warehouse to the office and partner dealers
Serve as the primary point of contact for dealer (partner) inquiries and complaints
Prepare and process invoices for transactions with dealers and partners
Maintain organized records of purchase orders, delivery orders, invoices, and correspondence
Supporting market data analyst
Job Type: Full-time
Education:
S1 (Required)
Experience:
Admin Support: 1 year (Preferred)
Language:
English (Required)"
"Data Analyst, Business Intelligence
- job post",Shopee,Jakarta,None,None,"Department Business Intelligence and Data Analytics
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Business Intelligence and Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As business intelligence specialists and data analysts, our scope of work is not limited to just performance monitoring and reporting, but also in proactively finding actionable insights to help drive high-impact business changes. Our end-to-end data solution reduces the gap between the business teams and technical teams, and achieves real ‘intelligence’ in the iteration cycle. Browse our Business Intelligence and Data Analytics team openings to see how you can make an impact with us.
Job Description:
Assist the various business units as a discussion partner to plan, strategise, and grow Shopee's business by enabling data-driven decision-making
Serve as in-consultant who simplifies complex terminologies into more understandable insights to internal stakeholders
Collect, clean, and analyze large data sets to support business decisions
Develop and deploy dashboards to monitor key metrics.
Conduct ad-hoc analysis to support decision-making and special projects

Requirements:
Master's or Bachelor's degree in quantitative fields or a relevant field of study
Experience working with one or more language for querying (e.g. SQL)
Familiarity working with BI tools (e.g Tableau, PowerBI, Looker) strongly preferred
Familiarity with advanced analytics languages like Python or R will be an advantage
Experience working with multiple stakeholders across various divisions
Ability to converse in English and Bahasa Indonesia to communicate with internal stakeholders
Exceptional interpersonal skills
Self-starter with a can-do attitude"
"Data Analyst, Business Intelligence
- job post",Shopee,Jakarta,None,None,"Department Business Intelligence and Data Analytics
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Business Intelligence and Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As business intelligence specialists and data analysts, our scope of work is not limited to just performance monitoring and reporting, but also in proactively finding actionable insights to help drive high-impact business changes. Our end-to-end data solution reduces the gap between the business teams and technical teams, and achieves real ‘intelligence’ in the iteration cycle. Browse our Business Intelligence and Data Analytics team openings to see how you can make an impact with us.
Job Description:
Assist the various business units as a discussion partner to plan, strategise, and grow Shopee's business by enabling data-driven decision-making
Serve as in-consultant who simplifies complex terminologies into more understandable insights to internal stakeholders
Collect, clean, and analyze large data sets to support business decisions
Develop and deploy dashboards to monitor key metrics.
Conduct ad-hoc analysis to support decision-making and special projects

Requirements:
Master's or Bachelor's degree in quantitative fields or a relevant field of study
Experience working with one or more language for querying (e.g. SQL)
Familiarity working with BI tools (e.g Tableau, PowerBI, Looker) strongly preferred
Familiarity with advanced analytics languages like Python or R will be an advantage
Experience working with multiple stakeholders across various divisions
Ability to converse in English and Bahasa Indonesia to communicate with internal stakeholders
Exceptional interpersonal skills
Self-starter with a can-do attitude"
"Data Analyst, Business Intelligence
- job post",Shopee,Jakarta,None,None,"Department Business Intelligence and Data Analytics
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Business Intelligence and Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As business intelligence specialists and data analysts, our scope of work is not limited to just performance monitoring and reporting, but also in proactively finding actionable insights to help drive high-impact business changes. Our end-to-end data solution reduces the gap between the business teams and technical teams, and achieves real ‘intelligence’ in the iteration cycle. Browse our Business Intelligence and Data Analytics team openings to see how you can make an impact with us.
Job Description:
Assist the various business units as a discussion partner to plan, strategise, and grow Shopee's business by enabling data-driven decision-making
Serve as in-consultant who simplifies complex terminologies into more understandable insights to internal stakeholders
Collect, clean, and analyze large data sets to support business decisions
Develop and deploy dashboards to monitor key metrics.
Conduct ad-hoc analysis to support decision-making and special projects

Requirements:
Master's or Bachelor's degree in quantitative fields or a relevant field of study
Experience working with one or more language for querying (e.g. SQL)
Familiarity working with BI tools (e.g Tableau, PowerBI, Looker) strongly preferred
Familiarity with advanced analytics languages like Python or R will be an advantage
Experience working with multiple stakeholders across various divisions
Ability to converse in English and Bahasa Indonesia to communicate with internal stakeholders
Exceptional interpersonal skills
Self-starter with a can-do attitude"
"Data Analyst, Business Intelligence
- job post",Shopee,Jakarta,None,None,"Department Business Intelligence and Data Analytics
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Business Intelligence and Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As business intelligence specialists and data analysts, our scope of work is not limited to just performance monitoring and reporting, but also in proactively finding actionable insights to help drive high-impact business changes. Our end-to-end data solution reduces the gap between the business teams and technical teams, and achieves real ‘intelligence’ in the iteration cycle. Browse our Business Intelligence and Data Analytics team openings to see how you can make an impact with us.
Job Description:
Assist the various business units as a discussion partner to plan, strategise, and grow Shopee's business by enabling data-driven decision-making
Serve as in-consultant who simplifies complex terminologies into more understandable insights to internal stakeholders
Collect, clean, and analyze large data sets to support business decisions
Develop and deploy dashboards to monitor key metrics.
Conduct ad-hoc analysis to support decision-making and special projects

Requirements:
Master's or Bachelor's degree in quantitative fields or a relevant field of study
Experience working with one or more language for querying (e.g. SQL)
Familiarity working with BI tools (e.g Tableau, PowerBI, Looker) strongly preferred
Familiarity with advanced analytics languages like Python or R will be an advantage
Experience working with multiple stakeholders across various divisions
Ability to converse in English and Bahasa Indonesia to communicate with internal stakeholders
Exceptional interpersonal skills
Self-starter with a can-do attitude"
"Data Analyst, Business Intelligence
- job post",Shopee,Jakarta,None,None,"Department Business Intelligence and Data Analytics
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Business Intelligence and Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As business intelligence specialists and data analysts, our scope of work is not limited to just performance monitoring and reporting, but also in proactively finding actionable insights to help drive high-impact business changes. Our end-to-end data solution reduces the gap between the business teams and technical teams, and achieves real ‘intelligence’ in the iteration cycle. Browse our Business Intelligence and Data Analytics team openings to see how you can make an impact with us.
Job Description:
Assist the various business units as a discussion partner to plan, strategise, and grow Shopee's business by enabling data-driven decision-making
Serve as in-consultant who simplifies complex terminologies into more understandable insights to internal stakeholders
Collect, clean, and analyze large data sets to support business decisions
Develop and deploy dashboards to monitor key metrics.
Conduct ad-hoc analysis to support decision-making and special projects

Requirements:
Master's or Bachelor's degree in quantitative fields or a relevant field of study
Experience working with one or more language for querying (e.g. SQL)
Familiarity working with BI tools (e.g Tableau, PowerBI, Looker) strongly preferred
Familiarity with advanced analytics languages like Python or R will be an advantage
Experience working with multiple stakeholders across various divisions
Ability to converse in English and Bahasa Indonesia to communicate with internal stakeholders
Exceptional interpersonal skills
Self-starter with a can-do attitude"
"Data Analyst, Business Intelligence
- job post",Shopee,Jakarta,None,None,"Department Business Intelligence and Data Analytics
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Business Intelligence and Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As business intelligence specialists and data analysts, our scope of work is not limited to just performance monitoring and reporting, but also in proactively finding actionable insights to help drive high-impact business changes. Our end-to-end data solution reduces the gap between the business teams and technical teams, and achieves real ‘intelligence’ in the iteration cycle. Browse our Business Intelligence and Data Analytics team openings to see how you can make an impact with us.
Job Description:
Assist the various business units as a discussion partner to plan, strategise, and grow Shopee's business by enabling data-driven decision-making
Serve as in-consultant who simplifies complex terminologies into more understandable insights to internal stakeholders
Collect, clean, and analyze large data sets to support business decisions
Develop and deploy dashboards to monitor key metrics.
Conduct ad-hoc analysis to support decision-making and special projects

Requirements:
Master's or Bachelor's degree in quantitative fields or a relevant field of study
Experience working with one or more language for querying (e.g. SQL)
Familiarity working with BI tools (e.g Tableau, PowerBI, Looker) strongly preferred
Familiarity with advanced analytics languages like Python or R will be an advantage
Experience working with multiple stakeholders across various divisions
Ability to converse in English and Bahasa Indonesia to communicate with internal stakeholders
Exceptional interpersonal skills
Self-starter with a can-do attitude"
"Data Analyst, Business Intelligence
- job post",Shopee,Jakarta,None,None,"Department Business Intelligence and Data Analytics
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Business Intelligence and Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As business intelligence specialists and data analysts, our scope of work is not limited to just performance monitoring and reporting, but also in proactively finding actionable insights to help drive high-impact business changes. Our end-to-end data solution reduces the gap between the business teams and technical teams, and achieves real ‘intelligence’ in the iteration cycle. Browse our Business Intelligence and Data Analytics team openings to see how you can make an impact with us.
Job Description:
Assist the various business units as a discussion partner to plan, strategise, and grow Shopee's business by enabling data-driven decision-making
Serve as in-consultant who simplifies complex terminologies into more understandable insights to internal stakeholders
Collect, clean, and analyze large data sets to support business decisions
Develop and deploy dashboards to monitor key metrics.
Conduct ad-hoc analysis to support decision-making and special projects

Requirements:
Master's or Bachelor's degree in quantitative fields or a relevant field of study
Experience working with one or more language for querying (e.g. SQL)
Familiarity working with BI tools (e.g Tableau, PowerBI, Looker) strongly preferred
Familiarity with advanced analytics languages like Python or R will be an advantage
Experience working with multiple stakeholders across various divisions
Ability to converse in English and Bahasa Indonesia to communicate with internal stakeholders
Exceptional interpersonal skills
Self-starter with a can-do attitude"
"Data Analyst, Business Intelligence
- job post",Shopee,Jakarta,None,None,"Department Business Intelligence and Data Analytics
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Business Intelligence and Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As business intelligence specialists and data analysts, our scope of work is not limited to just performance monitoring and reporting, but also in proactively finding actionable insights to help drive high-impact business changes. Our end-to-end data solution reduces the gap between the business teams and technical teams, and achieves real ‘intelligence’ in the iteration cycle. Browse our Business Intelligence and Data Analytics team openings to see how you can make an impact with us.
Job Description:
Assist the various business units as a discussion partner to plan, strategise, and grow Shopee's business by enabling data-driven decision-making
Serve as in-consultant who simplifies complex terminologies into more understandable insights to internal stakeholders
Collect, clean, and analyze large data sets to support business decisions
Develop and deploy dashboards to monitor key metrics.
Conduct ad-hoc analysis to support decision-making and special projects

Requirements:
Master's or Bachelor's degree in quantitative fields or a relevant field of study
Experience working with one or more language for querying (e.g. SQL)
Familiarity working with BI tools (e.g Tableau, PowerBI, Looker) strongly preferred
Familiarity with advanced analytics languages like Python or R will be an advantage
Experience working with multiple stakeholders across various divisions
Ability to converse in English and Bahasa Indonesia to communicate with internal stakeholders
Exceptional interpersonal skills
Self-starter with a can-do attitude"
